,plot,New_Source,New_Pedigree,Old_Pedigree,Old_Source,Shared,New_Family,Tester,Pass,Range,Group.1,canopy_cover
154,MIH119_1154,WIPV17/30843,PHN11_PHW65_0180/PHT69,PHN11_PHW65_0180/PHT69,WIPV17/30843,1,PHN11_PHW65,PHT69,17,7,1154,0.94325
155,MIH119_1155,WIPV17/31018,PHW65_MoG_0085/PHT69,PHW65_MoG_0082/PHT69,WIPV17/31017,NA,PHW65_MoG,PHT69,16,7,1155,0.932007778
156,MIH119_1156,WIPV18/30629,PHW65_MoG_0022/PHT69,PHW65_MoG_0022/PHT69,WIPV17/30985,1,PHW65_MoG,PHT69,15,7,1156,0.925027833
157,MIH119_1157,WIPV17/30477,PHW65_MoG_0195/PHT69,PHW65_MoG_0195/PHT69,WIPV17/30477,1,PHW65_MoG,PHT69,14,7,1157,0.862003333
158,MIH119_1158,WIPV17/31041,PHW65_MoG_0130/PHT69,PHW65_MoG_0130/PHT69,WIPV17/31041,1,PHW65_MoG,PHT69,13,7,1158,0.927684306
159,MIH119_1159,WIPV17/30576,PHW65_MoG_0542/PHT69,PHW65_MoG_0542/PHT69,WIPV17/30576,1,PHW65_MoG,PHT69,12,7,1159,0.907559583
160,MIH119_1160,WIPV18/30438,PHW65_MoG_0125/PHT69,PHW65_MoG_0125/PHT69,WIPV17/31036,1,PHW65_MoG,PHT69,11,7,1160,0.9110645
161,MIH119_1161,WIPV17/30497,PHW65_MoG_0253/PHT69,PHW65_MoG_0268/PHT69,WIPV17/30500,NA,PHW65_MoG,PHT69,10,7,1161,0.9009115
162,MIH119_1162,WIPV17/30494,PHW65_MoG_0241/PHT69,PHW65_MoG_0241/PHT69,WIPV17/30494,1,PHW65_MoG,PHT69,9,7,1162,0.924525
163,MIH119_1163,WIPV17/31140,PHW65_MoG_0392/PHT69,PHW65_MoG_0359/PHT69,WIPV17/31133,NA,PHW65_MoG,PHT69,8,7,1163,0.929101944
164,MIH119_1164,WIPV18/30600,PHW65_MoG_0003/PHT69,PHW65_MoG_0003/PHT69,WIPV17/30974,1,PHW65_MoG,PHT69,7,7,1164,0.910684583
165,MIH119_1165,WIPV18/30530,PHW65_MoG_0424/PHT69,PHW65_MoG_0424/PHT69,WIPV17/30549,1,PHW65_MoG,PHT69,6,7,1165,0.918809583
166,MIH119_1166,NA,2369/LH123HT,2369/LH123HT,NA,1,NA,NA,5,7,1166,0.903408125
167,MIH119_1167,WIPV18/30481,PHW65_MoG_0429/PHT69,PHW65_MoG_0429/PHT69,WIPV17/30551,1,PHW65_MoG,PHT69,4,7,1167,0.927610833
168,MIH119_1168,WIPV18/30417,PHW65_MoG_0476/PHT69,PHW65_MoG_0476/PHT69,WIPV17/31165,1,PHW65_MoG,PHT69,3,7,1168,0.902805694
169,MIH119_1169,NA,PHW52/PHM49,PHW52/PHM49,NA,1,NA,NA,3,8,1169,0.905556167
170,MIH119_1170,WIPV18/30669,PHW65_MoG_0381/PHT69,PHW65_MoG_0381/PHT69,WIPV17/31137,1,PHW65_MoG,PHT69,4,8,1170,0.935923194
171,MIH119_1171,NA,PHW65/PHT69,PHW65/PHT69,NA,1,NA,PHT69,5,8,1171,0.889273333
172,MIH119_1172,WIPV18/30462,PHW65_MoG_0350/PHT69,PHW65_MoG_0350/PHT69,WIPV17/31130,1,PHW65_MoG,PHT69,6,8,1172,0.9088245
173,MIH119_1173,WIPV18/30622,PHW65_MoG_0106/PHT69,PHW65_MoG_0106/PHT69,WIPV17/30424,1,PHW65_MoG,PHT69,7,8,1173,0.898755
174,MIH119_1174,WIPV18/30753,PHW65_MoG_0192/PHT69,PHW65_MoG_0192/PHT69,WIPV17/31075,1,PHW65_MoG,PHT69,8,8,1174,0.909494722
175,MIH119_1175,WIPV18/30643,PHW65_MoG_0410/PHT69,PHW65_MoG_0410/PHT69,WIPV17/31143,1,PHW65_MoG,PHT69,9,8,1175,0.920128125
176,MIH119_1176,WIPV17/30471,PHW65_MoG_0181/PHT69,PHW65_MoG_0190/PHT69,WIPV17/30473,NA,PHW65_MoG,PHT69,10,8,1176,0.939981333
177,MIH119_1177,WIPV18/30464,PHW65_MoG_0086/PHT69,PHW65_MoG_0086/PHT69,WIPV17/31019,1,PHW65_MoG,PHT69,11,8,1177,0.917327917
178,MIH119_1178,NA,OH43/B37,LH74/PHN82,NA,NA,NA,NA,12,8,1178,0.942542778
179,MIH119_1179,WIPV17/30433,PHW65_MoG_0121/PHT69,PHW65_MoG_0121/PHT69,WIPV17/30433,1,PHW65_MoG,PHT69,13,8,1179,0.922139833
180,MIH119_1180,WIPV18/30404,PHW65_MoG_0588/PHT69,PHW65_MoG_0588/PHT69,WIPV17/31188,1,PHW65_MoG,PHT69,14,8,1180,0.928163472
181,MIH119_1181,NA,F42/OH43,F42/H95,NA,1,NA,NA,15,8,1181,0.941738889
182,MIH119_1182,WIPV17/30968,PHN11_PHW65_0614/PHT69,PHW65_MoG_0012/PHT69,WIPV17/30978,NA,PHN11_PHW65,PHT69,16,8,1182,0.912432222
183,MIH119_1183,WIPV18/30567,PHW65_MoG_0038/PHT69,PHW65_MoG_0038/PHT69,WIPV17/30993,1,PHW65_MoG,PHT69,17,8,1183,0.924322333
184,MIH119_1184,WIPV18/30573,PHW65_MoG_0209/PHT69,PHW65_MoG_0209/PHT69,WIPV17/31084,1,PHW65_MoG,PHT69,18,8,1184,0.920839167
185,MIH119_1185,WIPV17/31149,PHW65_MoG_0424/PHT69,PHW65_MoG_0379/PHT69,WIPV17/31136,NA,PHW65_MoG,PHT69,19,8,1185,0.918956806
186,MIH119_1186,WIPV17/30531,PHW65_MoG_0352/PHT69,PHW65_MoG_0352/PHT69,WIPV17/30531,1,PHW65_MoG,PHT69,20,8,1186,0.930455833
187,MIH119_1187,WIPV17/30413,PHW65_MoG_0071/PHT69,PHW65_MoG_0069/PHT69,WIPV17/30412,NA,PHW65_MoG,PHT69,21,8,1187,0.887860417
188,MIH119_1188,WIPV17/30591,PHW65_MoG_0620/PHT69,PHW65_MoG_0629/PHT69,WIPV17/30594,NA,PHW65_MoG,PHT69,22,8,1188,0.918924833
189,MIH119_1189,WIPV17/31189,PHW65_MoG_0591/PHT69,PHW65_MoG_0591/PHT69,WIPV17/31189,1,PHW65_MoG,PHT69,23,8,1189,0.906770694
190,MIH119_1190,WIPV17/30563,PHW65_MoG_0463/PHT69,PHW65_MoG_0463/PHT69,WIPV17/30563,1,PHW65_MoG,PHT69,24,8,1190,0.895718333
191,MIH119_1191,WIPV17/30396,PHW65_MoG_0048/PHT69,PHW65_MoG_0048/PHT69,WIPV17/30396,1,PHW65_MoG,PHT69,25,8,1191,0.883404861
192,MIH119_1192,WIPV18/30574,PHW65_MoG_0213/PHT69,PHW65_MoG_0213/PHT69,WIPV17/30485,1,PHW65_MoG,PHT69,26,8,1192,0.8512685
193,MIH119_1193,WIPV17/31185,PHW65_MoG_0572/PHT69,PHW65_MoG_0575/PHT69,WIPV17/31186,NA,PHW65_MoG,PHT69,27,8,1193,0.925517778
194,MIH119_1194,WIPV18/30470,PHW65_MoG_0633/PHT69,PHW65_MoG_0633/PHT69,WIPV17/31195,1,PHW65_MoG,PHT69,28,8,1194,0.935958194
195,MIH119_1195,WIPV17/31039,PHW65_MoG_0128/PHT69,PHW65_MoG_0128/PHT69,WIPV17/31039,1,PHW65_MoG,PHT69,29,8,1195,0.927292222
196,MIH119_1196,WIPV17/30478,PHW65_MoG_0196/PHT69,PHW65_MoG_0196/PHT69,WIPV17/30478,1,PHW65_MoG,PHT69,30,8,1196,0.911802639
197,MIH119_1197,WIPV18/30668,PHW65_MoG_0127/PHT69,PHW65_MoG_0127/PHT69,WIPV17/31038,1,PHW65_MoG,PHT69,30,9,1197,0.912581944
198,MIH119_1198,WIPV18/30641,PHW65_MoG_0436/PHT69,PHW65_MoG_0436/PHT69,WIPV17/30553,1,PHW65_MoG,PHT69,29,9,1198,0.935197083
199,MIH119_1199,WIPV18/30544,PHW65_MoG_0291/PHT69,PHW65_MoG_0291/PHT69,WIPV17/31104,1,PHW65_MoG,PHT69,28,9,1199,0.921167333
200,MIH119_1200,WIPV18/30500,PHW65_MoG_0660/PHT69,PHW65_MoG_0660/PHT69,WIPV17/31197,1,PHW65_MoG,PHT69,27,9,1200,0.90381
201,MIH119_1201,WIPV18/30535,PHW65_MoG_0150/PHT69,PHW65_MoG_0150/PHT69,WIPV17/31053,1,PHW65_MoG,PHT69,26,9,1201,0.934541667
202,MIH119_1202,WIPV18/30667,PHW65_MoG_0036/PHT69,PHW65_MoG_0036/PHT69,WIPV17/30991,1,PHW65_MoG,PHT69,25,9,1202,0.927481389
203,MIH119_1203,WIPV17/30506,PHW65_MoG_0294/PHT69,PHW65_MoG_0294/PHT69,WIPV17/30506,1,PHW65_MoG,PHT69,24,9,1203,0.9273975
204,MIH119_1204,WIPV18/30466,PHW65_MoG_0016/PHT69,PHW65_MoG_0016/PHT69,WIPV17/30981,1,PHW65_MoG,PHT69,23,9,1204,0.911945417
205,MIH119_1205,WIPV17/30587,PHW65_MoG_0583/PHT69,PHW65_MoG_0583/PHT69,WIPV17/30587,1,PHW65_MoG,PHT69,22,9,1205,0.909817639
206,MIH119_1206,WIPV17/31146,PHW65_MoG_0421/PHT69,PHW65_MoG_0421/PHT69,WIPV17/31146,1,PHW65_MoG,PHT69,21,9,1206,0.937999444
207,MIH119_1207,NA,MoG/PHT69,MoG/PHT69,NA,1,NA,PHT69,20,9,1207,0.902305417
208,MIH119_1208,WIPV18/30816,PHW65_MoG_0160/PHT69,PHW65_MoG_0160/PHT69,WIPV17/30460,1,PHW65_MoG,PHT69,19,9,1208,0.921911944
209,MIH119_1209,WIPV17/30568,PHW65_MoG_0499/PHT69,PHW65_MoG_0467/PHT69,WIPV17/30564,NA,PHW65_MoG,PHT69,18,9,1209,0.8905125
210,MIH119_1210,WIPV17/30559,PHW65_MoG_0449/PHT69,PHW65_MoG_0449/PHT69,WIPV17/30559,1,PHW65_MoG,PHT69,17,9,1210,0.85487375
211,MIH119_1211,WIPV17/31144,PHW65_MoG_0411/PHT69,PHW65_MoG_0411/PHT69,WIPV17/31144,1,PHW65_MoG,PHT69,16,9,1211,0.935260139
212,MIH119_1212,NA,B37/H95,B37/H95,NA,1,NA,NA,15,9,1212,0.933838472
213,MIH119_1213,WIPV17/31031,PHW65_MoG_0118/PHT69,PHW65_MoG_0119/PHT69,WIPV17/31032,NA,PHW65_MoG,PHT69,14,9,1213,0.913440833
214,MIH119_1214,WIPV17/31108,PHW65_MoG_0297/PHT69,PHW65_MoG_0297/PHT69,WIPV17/31108,1,PHW65_MoG,PHT69,13,9,1214,0.9451375
215,MIH119_1215,WIPV17/30422,PHW65_MoG_0096/PHT69,PHW65_MoG_0111/PHT69,WIPV17/30427,NA,PHW65_MoG,PHT69,12,9,1215,0.908244583
216,MIH119_1216,WIPV17/30422,PHW65_MoG_0096/PHT69,PHW65_MoG_0096/PHT69,WIPV17/30422,1,PHW65_MoG,PHT69,11,9,1216,0.793335278
217,MIH119_1217,NA,B37/OH43,B14A/OH43,NA,NA,NA,NA,10,9,1217,0.926005
218,MIH119_1218,WIPV18/30640,PHW65_MoG_0423/PHT69,PHW65_MoG_0423/PHT69,WIPV17/30548,1,PHW65_MoG,PHT69,9,9,1218,0.930244167
219,MIH119_1219,WIPV17/31121,PHW65_MoG_0326/PHT69,PHW65_MoG_0326/PHT69,WIPV17/31121,1,PHW65_MoG,PHT69,8,9,1219,0.935406111
220,MIH119_1220,WIPV18/30479,PHW65_MoG_0062/PHT69,PHW65_MoG_0062/PHT69,WIPV17/30407,1,PHW65_MoG,PHT69,7,9,1220,0.920647222
221,MIH119_1221,WIPV17/30429,PHW65_MoG_0116/PHT69,PHW65_MoG_0116/PHT69,WIPV17/30429,1,PHW65_MoG,PHT69,6,9,1221,0.901159167
222,MIH119_1222,WIPV18/30630,PHW65_MoG_0118/PHT69,PHW65_MoG_0118/PHT69,WIPV17/31031,1,PHW65_MoG,PHT69,5,9,1222,0.9111
223,MIH119_1223,WIPV17/31161,PHW65_MoG_0460/PHT69,PHW65_MoG_0460/PHT69,WIPV17/31161,1,PHW65_MoG,PHT69,4,9,1223,0.874986111
224,MIH119_1224,WIPV17/30578,PHW65_MoG_0545/PHT69,PHW65_MoG_0544/PHT69,WIPV17/30577,NA,PHW65_MoG,PHT69,3,9,1224,0.74888
225,MIH119_1225,WIPV18/30597,PHW65_MoG_0539/PHT69,PHW65_MoG_0539/PHT69,WIPV17/31175,1,PHW65_MoG,PHT69,3,10,1225,0.90174125
226,MIH119_1226,WIPV18/30410,PHW65_MoG_0025/PHT69,PHW65_MoG_0025/PHT69,WIPV17/30387,1,PHW65_MoG,PHT69,4,10,1226,0.920252361
227,MIH119_1227,WIPV18/30457,PHW65_MoG_0098/PHT69,PHW65_MoG_0098/PHT69,WIPV17/31023,1,PHW65_MoG,PHT69,5,10,1227,0.913482639
228,MIH119_1228,WIPV18/30422,PHW65_MoG_0067/PHT69,PHW65_MoG_0067/PHT69,WIPV17/30410,1,PHW65_MoG,PHT69,6,10,1228,0.9271075
229,MIH119_1229,WIPV17/30486,PHW65_MoG_0215/PHT69,PHW65_MoG_0215/PHT69,WIPV17/30486,1,PHW65_MoG,PHT69,7,10,1229,0.89902
230,MIH119_1230,NA,F42/OH43,F42/MO17,NA,NA,NA,NA,8,10,1230,0.909594375
231,MIH119_1231,WIPV18/30670,PHW65_MoG_0156/PHT69,PHW65_MoG_0156/PHT69,WIPV17/31057,1,PHW65_MoG,PHT69,9,10,1231,0.931025278
232,MIH119_1232,WIPV17/30968,PHN11_PHW65_0614/PHT69,PHW65_MoG_0015/PHT69,WIPV17/30980,NA,PHN11_PHW65,PHT69,10,10,1232,0.911617639
233,MIH119_1233,WIPV17/30558,PHW65_MoG_0448/PHT69,PHW65_MoG_0448/PHT69,WIPV17/30558,1,PHW65_MoG,PHT69,11,10,1233,0.8504875
234,MIH119_1234,WIPV17/31114,PHW65_MoG_0310/PHT69,PHW65_MoG_0310/PHT69,WIPV17/31114,1,PHW65_MoG,PHT69,12,10,1234,0.912613958
235,MIH119_1235,WIPV18/30621,PHW65_MoG_0340/PHT69,PHW65_MoG_0340/PHT69,WIPV17/31127,1,PHW65_MoG,PHT69,13,10,1235,0.923678167
236,MIH119_1236,WIPV17/30413,PHW65_MoG_0071/PHT69,PHW65_MoG_0071/PHT69,WIPV17/30413,1,PHW65_MoG,PHT69,14,10,1236,0.899213194
237,MIH119_1237,WIPV18/30420,PHW65_MoG_0431/PHT69,PHW65_MoG_0431/PHT69,WIPV17/31152,1,PHW65_MoG,PHT69,15,10,1237,0.915199861
238,MIH119_1238,WIPV17/30499,PHW65_MoG_0266/PHT69,PHW65_MoG_0266/PHT69,WIPV17/30499,1,PHW65_MoG,PHT69,16,10,1238,0.910997778
239,MIH119_1239,WIPV18/30390,PHW65_MoG_0034/PHT69,PHW65_MoG_0050/PHT69,WIPV17/30397,NA,PHW65_MoG,PHT69,17,10,1239,0.930604306
240,MIH119_1240,NA,B37/H95,B73/MO17,NA,NA,NA,NA,18,10,1240,0.941221944
241,MIH119_1241,WIPV18/30586,PHW65_MoG_0072/PHT69,PHW65_MoG_0072/PHT69,WIPV17/31014,1,PHW65_MoG,PHT69,19,10,1241,0.860785417
242,MIH119_1242,WIPV17/31181,PHW65_MoG_0554/PHT69,PHW65_MoG_0560/PHT69,WIPV17/31182,NA,PHW65_MoG,PHT69,20,10,1242,0.935810556
243,MIH119_1243,WIPV18/30542,PHW65_MoG_0170/PHT69,PHW65_MoG_0170/PHT69,WIPV17/30463,1,PHW65_MoG,PHT69,21,10,1243,0.88719625
244,MIH119_1244,WIPV17/31030,PHW65_MoG_0117/PHT69,PHW65_MoG_0122/PHT69,WIPV17/31034,NA,PHW65_MoG,PHT69,22,10,1244,0.935373333
245,MIH119_1245,WIPV18/30590,PHW65_MoG_0513/PHT69,PHW65_MoG_0513/PHT69,WIPV17/31171,1,PHW65_MoG,PHT69,23,10,1245,0.899078833
246,MIH119_1246,WIPV17/31044,PHW65_MoG_0137/PHT69,PHW65_MoG_0137/PHT69,WIPV17/31044,1,PHW65_MoG,PHT69,24,10,1246,0.920974583
247,MIH119_1247,WIPV17/30529,PHW65_MoG_0343/PHT69,PHW65_MoG_0343/PHT69,WIPV17/30529,1,PHW65_MoG,PHT69,25,10,1247,0.918105556
248,MIH119_1248,WIPV17/31140,PHW65_MoG_0392/PHT69,PHW65_MoG_0392/PHT69,WIPV17/31140,1,PHW65_MoG,PHT69,26,10,1248,0.921984722
249,MIH119_1249,WIPV17/31069,PHW65_MoG_0179/PHT69,PHW65_MoG_0179/PHT69,WIPV17/31069,1,PHW65_MoG,PHT69,27,10,1249,0.925453472
250,MIH119_1250,WIPV18/30507,PHW65_MoG_0218/PHT69,PHW65_MoG_0218/PHT69,WIPV17/30488,1,PHW65_MoG,PHT69,28,10,1250,0.914443611
251,MIH119_2001,WIPV17/31174,PHW65_MoG_0534/PHT69,PHW65_MoG_0534/PHT69,WIPV17/31174,1,PHW65_MoG,PHT69,29,10,2001,0.922916667
252,MIH119_2002,WIPV17/30526,PHW65_MoG_0338/PHT69,PHW65_MoG_0338/PHT69,WIPV17/30526,1,PHW65_MoG,PHT69,30,10,2002,0.887653333
253,MIH119_2003,WIPV18/30646,PHW65_MoG_0517/PHT69,PHW65_MoG_0517/PHT69,WIPV17/30572,1,PHW65_MoG,PHT69,30,11,2003,0.775553
254,MIH119_2004,WIPV17/31148,PHW65_MoG_0423/PHT69,PHW65_MoG_0354/PHT69,WIPV17/31132,NA,PHW65_MoG,PHT69,29,11,2004,0.920905278
255,MIH119_2005,WIPV17/30465,PHW65_MoG_0173/PHT69,PHW65_MoG_0175/PHT69,WIPV17/30466,NA,PHW65_MoG,PHT69,28,11,2005,0.920390694
256,MIH119_2006,WIPV17/31098,PHW65_MoG_0262/PHT69,PHW65_MoG_0262/PHT69,WIPV17/31098,1,PHW65_MoG,PHT69,27,11,2006,0.911881944
257,MIH119_2007,WIPV18/30463,PHW65_MoG_0060/PHT69,PHW65_MoG_0060/PHT69,WIPV17/31005,1,PHW65_MoG,PHT69,26,11,2007,0.894145833
258,MIH119_2008,WIPV18/30615,PHW65_MoG_0021/PHT69,PHW65_MoG_0021/PHT69,WIPV17/30984,1,PHW65_MoG,PHT69,25,11,2008,0.921138472
259,MIH119_2009,WIPV17/31117,PHW65_MoG_0314/PHT69,PHW65_MoG_0314/PHT69,WIPV17/31117,1,PHW65_MoG,PHT69,24,11,2009,0.927194444
260,MIH119_2010,WIPV18/30529,PHW65_MoG_0087/PHT69,PHW65_MoG_0087/PHT69,WIPV17/31020,1,PHW65_MoG,PHT69,23,11,2010,0.905995139
261,MIH119_2011,WIPV17/31141,PHW65_MoG_0393/PHT69,PHW65_MoG_0420/PHT69,WIPV17/31145,NA,PHW65_MoG,PHT69,22,11,2011,0.915749583
262,MIH119_2012,WIPV18/30455,PHW65_MoG_0176/PHT69,PHW65_MoG_0176/PHT69,WIPV17/31067,1,PHW65_MoG,PHT69,21,11,2012,0.9160925
263,MIH119_2013,WIPV17/31030,PHW65_MoG_0117/PHT69,PHW65_MoG_0129/PHT69,WIPV17/31040,NA,PHW65_MoG,PHT69,20,11,2013,0.936699306
264,MIH119_2014,WIPV17/31151,PHW65_MoG_0429/PHT69,PHW65_MoG_0426/PHT69,WIPV17/31150,NA,PHW65_MoG,PHT69,19,11,2014,0.925321944
265,MIH119_2015,WIPV17/31004,PHW65_MoG_0059/PHT69,PHW65_MoG_0059/PHT69,WIPV17/31004,1,PHW65_MoG,PHT69,18,11,2015,0.946818
266,MIH119_2016,WIPV17/31003,PHW65_MoG_0057/PHT69,PHW65_MoG_0057/PHT69,WIPV17/31003,1,PHW65_MoG,PHT69,17,11,2016,0.928359333
267,MIH119_2017,WIPV17/30989,PHW65_MoG_0032/PHT69,PHW65_MoG_0032/PHT69,WIPV17/30989,1,PHW65_MoG,PHT69,16,11,2017,0.928360278
268,MIH119_2018,WIPV17/31118,PHW65_MoG_0315/PHT69,PHW65_MoG_0315/PHT69,WIPV17/31118,1,PHW65_MoG,PHT69,15,11,2018,0.918958056
269,MIH119_2019,WIPV17/30552,PHW65_MoG_0431/PHT69,PHW65_MoG_0438/PHT69,WIPV17/30554,NA,PHW65_MoG,PHT69,14,11,2019,0.911034028
270,MIH119_2020,NA,2369/LH123HT,2369/LH123HT,NA,1,NA,NA,13,11,2020,0.915194861
271,MIH119_2021,WIPV17/30966,PHN11_PHW65_0604/PHT69,PHW65_MoG_0001/PHT69,WIPV17/30973,NA,PHN11_PHW65,PHT69,12,11,2021,0.940599861
272,MIH119_2022,WIPV18/30508,PHW65_MoG_0159/PHT69,PHW65_MoG_0159/PHT69,WIPV17/31059,1,PHW65_MoG,PHT69,11,11,2022,0.928138611
273,MIH119_2023,WIPV18/30486,PHW65_MoG_0620/PHT69,PHW65_MoG_0620/PHT69,WIPV17/31191,1,PHW65_MoG,PHT69,10,11,2023,0.915262361
274,MIH119_2024,WIPV18/30644,PHW65_MoG_0172/PHT69,PHW65_MoG_0172/PHT69,WIPV17/30464,1,PHW65_MoG,PHT69,9,11,2024,0.932221389
275,MIH119_2025,NA,PHW65/PHT69,PHW65/PHT69,NA,1,NA,PHT69,8,11,2025,0.906886111
276,MIH119_2026,WIPV18/30663,PHW65_MoG_0142/PHT69,PHW65_MoG_0142/PHT69,WIPV17/31048,1,PHW65_MoG,PHT69,7,11,2026,0.918891528
277,MIH119_2027,WIPV18/30517,PHW65_MoG_0307/PHT69,PHW65_MoG_0307/PHT69,WIPV17/30512,1,PHW65_MoG,PHT69,6,11,2027,0.914785833
278,MIH119_2028,WIPV17/31131,PHW65_MoG_0306/PHT69,PHW65_MoG_0422/PHT69,WIPV17/31147,NA,PHW65_MoG,PHT69,5,11,2028,0.922766111
279,MIH119_2029,WIPV18/30430,PHW65_MoG_0051/PHT69,PHW65_MoG_0051/PHT69,WIPV17/30998,1,PHW65_MoG,PHT69,4,11,2029,0.937026806
280,MIH119_2030,WIPV17/30977,PHW65_MoG_0009/PHT69,PHW65_MoG_0009/PHT69,WIPV17/30977,1,PHW65_MoG,PHT69,3,11,2030,0.92177
281,MIH119_2031,WIPV18/30582,PHW65_MoG_0148/PHT69,PHW65_MoG_0148/PHT69,WIPV17/31052,1,PHW65_MoG,PHT69,3,12,2031,0.900079722
282,MIH119_2032,WIPV18/30642,PHW65_MoG_0054/PHT69,PHW65_MoG_0054/PHT69,WIPV17/31000,1,PHW65_MoG,PHT69,4,12,2032,0.9202925
283,MIH119_2033,WIPV17/30445,PHW65_MoG_0138/PHT69,PHW65_MoG_0138/PHT69,WIPV17/30445,1,PHW65_MoG,PHT69,5,12,2033,0.902790694
284,MIH119_2034,WIPV17/30995,PHW65_MoG_0041/PHT69,PHW65_MoG_0041/PHT69,WIPV17/30995,1,PHW65_MoG,PHT69,6,12,2034,0.897571111
285,MIH119_2035,WIPV18/30594,PHW65_MoG_0126/PHT69,PHW65_MoG_0126/PHT69,WIPV17/31037,1,PHW65_MoG,PHT69,7,12,2035,0.912329667
286,MIH119_2036,WIPV18/30557,PHW65_MoG_0199/PHT69,PHW65_MoG_0199/PHT69,WIPV17/31079,1,PHW65_MoG,PHT69,8,12,2036,0.918007361
287,MIH119_2037,NA,MoG/PHT69,MoG/PHT69,NA,1,NA,PHT69,9,12,2037,0.908348472
288,MIH119_2038,WIPV18/30546,PHW65_MoG_0063/PHT69,PHW65_MoG_0063/PHT69,WIPV17/31008,1,PHW65_MoG,PHT69,10,12,2038,0.9086925
289,MIH119_2039,WIPV17/30513,PHW65_MoG_0308/PHT69,PHW65_MoG_0312/PHT69,WIPV17/30516,NA,PHW65_MoG,PHT69,11,12,2039,0.922468611
290,MIH119_2040,WIPV18/30693,PHW65_MoG_0206/PHT69,PHW65_MoG_0206/PHT69,WIPV17/31083,1,PHW65_MoG,PHT69,12,12,2040,0.92120625
291,MIH119_2041,NA,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,NA,NA,NA,NA,13,12,2041,0.933370139
292,MIH119_2042,WIPV17/30593,PHW65_MoG_0622/PHT69,PHW65_MoG_0622/PHT69,WIPV17/30593,1,PHW65_MoG,PHT69,14,12,2042,0.918485667
293,MIH119_2043,NA,OH43/B37,LH74/PHN82,NA,NA,NA,NA,15,12,2043,0.926249444
294,MIH119_2044,WIPV17/30513,PHW65_MoG_0308/PHT69,PHW65_MoG_0308/PHT69,WIPV17/30513,1,PHW65_MoG,PHT69,16,12,2044,0.922959028
295,MIH119_2045,WIPV18/30619,PHW65_MoG_0522/PHT69,PHW65_MoG_0522/PHT69,WIPV17/31173,1,PHW65_MoG,PHT69,17,12,2045,0.916325972
296,MIH119_2046,NA,F42/OH43,F42/MO17,NA,NA,NA,NA,18,12,2046,0.7792005
297,MIH119_2047,WIPV18/30561,PHW65_MoG_0040/PHT69,PHW65_MoG_0040/PHT69,WIPV17/30394,1,PHW65_MoG,PHT69,19,12,2047,0.911420972
298,MIH119_2048,WIPV18/30610,PHW65_MoG_0332/PHT69,PHW65_MoG_0332/PHT69,WIPV17/31124,1,PHW65_MoG,PHT69,20,12,2048,0.911817083
299,MIH119_2049,WIPV17/30491,PHW65_MoG_0224/PHT69,PHW65_MoG_0236/PHT69,WIPV17/30493,NA,PHW65_MoG,PHT69,21,12,2049,0.930549583
300,MIH119_2050,WIPV17/30578,PHW65_MoG_0545/PHT69,PHW65_MoG_0545/PHT69,WIPV17/30578,1,PHW65_MoG,PHT69,22,12,2050,0.905827639
301,MIH119_2051,WIPV18/30639,PHW65_MoG_0461/PHT69,PHW65_MoG_0461/PHT69,WIPV17/30562,1,PHW65_MoG,PHT69,23,12,2051,0.909332083
302,MIH119_2052,WIPV18/30563,PHW65_MoG_0143/PHT69,PHW65_MoG_0143/PHT69,WIPV17/30449,1,PHW65_MoG,PHT69,24,12,2052,0.929985278
303,MIH119_2053,NA,F42/OH43,F42/H95,NA,NA,NA,NA,25,12,2053,0.935947083
304,MIH119_2054,WIPV17/31200,PHW65_MoG_0696/PHT69,PHW65_MoG_0675/PHT69,WIPV17/31199,NA,PHW65_MoG,PHT69,26,12,2054,0.935453472
305,MIH119_2055,WIPV18/30411,PHW65_MoG_0569/PHT69,PHW65_MoG_0064/PHT69,WIPV17/30409,NA,PHW65_MoG,PHT69,27,12,2055,0.920771944
306,MIH119_2056,WIPV18/30598,PHW65_MoG_0296/PHT69,PHW65_MoG_0296/PHT69,WIPV17/31107,1,PHW65_MoG,PHT69,28,12,2056,0.904905278
307,MIH119_2057,WIPV18/30662,PHW65_MoG_0085/PHT69,PHW65_MoG_0085/PHT69,WIPV17/31018,1,PHW65_MoG,PHT69,29,12,2057,0.916513194
308,MIH119_2058,NA,B37/H95,B73/PHM49,NA,NA,NA,NA,30,12,2058,0.922147083
309,MIH119_2059,WIPV17/30505,PHW65_MoG_0293/PHT69,PHW65_MoG_0293/PHT69,WIPV17/30505,1,PHW65_MoG,PHT69,30,13,2059,0.922611806
310,MIH119_2060,WIPV17/31111,PHW65_MoG_0306/PHT69,PHW65_MoG_0271/PHT69,WIPV17/31101,NA,PHW65_MoG,PHT69,29,13,2060,0.924434028
311,MIH119_2061,WIPV18/30450,PHW65_MoG_0117/PHT69,PHW65_MoG_0117/PHT69,WIPV17/31030,1,PHW65_MoG,PHT69,28,13,2061,0.93816
312,MIH119_2062,WIPV17/31115,PHW65_MoG_0311/PHT69,PHW65_MoG_0311/PHT69,WIPV17/31115,1,PHW65_MoG,PHT69,27,13,2062,0.920006944
313,MIH119_2063,NA,B37/MO17,B37/MO17,NA,1,NA,NA,26,13,2063,0.910145333
