,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L2.End.Angle,RPlant.L2.End.Length,RPlant.L2.Mid.Angle,RPlant.L2.Mid.Length,RPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
87,MIH119_1088,27,5,1,Mo44_PHW65_0139/PHT69,Mo44_PHW65_0121/PHT69,WIPV17/30652,,90.0,60.0,64.0,54.0,31.0,0.003807275824246492,2.25,-0.15984874316282308,2.048867486583124,48.53487850015502,60.0,23.67204192661018,0.0,83.19143948759839,55.8224270205953,27.36901246700309,0.0
88,MIH119_1089,26,5,1,Mo44_PHW65_0144/PHT69,Mo44_PHW65_0144/PHT69,WIPV17/30659,1.0,85.0,55.0,50.0,49.0,28.0,0.009318590985930988,2.2413625217635014,-0.07682526138250739,2.054369775387181,37.536177712829925,54.790708395046,31.496592874640424,4.793565851121199,84.98714733941756,51.67997939843825,33.30716794097931,0.0
89,MIH119_1090,25,5,1,Mo44_PHW65_0150/PHT69,Mo44_PHW65_0150/PHT69,WIPV17/30662,1.0,70.0,62.0,45.0,60.0,23.0,0.009235378184717586,2.25,-0.08120366104631777,2.0149906021956507,42.42640687119285,58.26094248872632,42.426406871192846,21.20524888619146,91.27720257028331,63.54763828917906,27.729564281104242,0.0
90,MIH119_1091,24,5,1,Mo44_PHW65_0151/PHT69,Mo44_PHW65_0147/PHT69,WIPV17/30661,,70.0,56.0,50.0,59.0,20.0,0.00716029734278346,2.25,-0.3052187810989582,2.054383126341176,45.196622144019706,52.62278676401087,37.92446897150582,19.153128026237447,83.13969855828103,62.25181405866186,20.88788449961918,0.0
91,MIH119_1092,23,5,1,Mo44_PHW65_0151/PHT69,Mo44_PHW65_0151/PHT69,WIPV17/30663,1.0,80.0,68.0,55.0,45.0,32.0,0.007709132150264076,2.25,-0.013473921919122294,2.040201208336719,36.86184199300463,66.96692720483014,25.810939635797073,11.808076081351263,81.24871230559401,47.200252129122816,34.04846017647118,0.0
92,MIH119_1093,22,5,1,Mo44_PHW65_0154/PHT69,Mo44_PHW65_0154/PHT69,WIPV17/30664,1.0,75.0,56.0,45.0,53.5,25.0,0.01563696960711689,2.1445069205095586,-0.10562738589995761,1.9355396979497825,37.83021279348029,54.09184627218782,37.83021279348029,14.493866525741161,86.0087024802831,56.36624408577303,29.64245839451006,0.0
93,MIH119_1094,21,5,1,Mo44_PHW65_0155/PHT69,Mo44_PHW65_0155/PHT69,WIPV17/30665,1.0,85.0,63.0,55.0,51.5,20.0,0.006512715340753016,2.25,-0.05107529773602158,2.0352086001125453,42.18633028088308,62.760265979779966,29.53918647207887,5.4908117931024645,87.21212026478489,54.01806632555168,33.194053939233214,0.0
94,MIH119_1095,20,5,1,Mo44_PHW65_0157/PHT69,Mo44_PHW65_0157/PHT69,WIPV17/30066,1.0,90.0,35.0,35.0,40.0,25.0,0.2966679633140092,1.501599911483684,-1.3143628181744398,1.2917695182421796,22.943057454041845,35.0,32.76608177155967,0.0,75.76458648308028,40.7097616359693,35.05482484711098,0.0
95,MIH119_1096,19,5,1,Mo44_PHW65_0159/PHT69,Mo44_PHW65_0159/PHT69,WIPV17/30667,1.0,80.0,58.0,50.0,48.0,25.0,0.009267114421047822,2.25,-0.04461804994377587,2.0390566905281085,36.770133269710946,57.118849674708066,30.853805264953884,10.071594304681959,81.13178202072973,50.64554364094524,30.48623837978448,0.0
96,MIH119_1097,18,5,1,Mo44_PHW65_0163/PHT69,Mo44_PHW65_0164/PHT69,WIPV17/30670,,88.0,45.0,52.0,44.0,33.0,0.02497935206339602,1.970937275141773,-0.4396531289713156,1.741384229990605,34.672473158695766,44.972587215859306,27.089104914328964,1.5704773516125436,73.85159348074771,45.73349461644568,28.11809886430202,0.0
97,MIH119_1098,17,5,1,Mo44_PHW65_0163/PHT69,Mo44_PHW65_0163/PHT69,WIPV17/30669,1.0,90.0,54.0,46.0,45.0,22.0,0.01250702242167835,2.25,-0.05624084078389621,2.0560507785183013,32.3702910152393,54.0,31.259626670654875,0.0,87.50041677292921,47.63337645692136,39.86704031600785,0.0
98,MIH119_1099,16,5,1,Mo44_PHW65_0165/PHT69,Mo44_PHW65_0165/PHT69,WIPV17/30671,1.0,59.0,57.0,43.0,62.0,24.0,0.01780555261565416,2.094463175685645,-0.4339869909300302,1.9150723364268187,42.28389832387491,48.858536140020405,45.34392950038857,29.357170269873087,83.0055273826181,65.20420133796996,17.801326044648132,0.0
99,MIH119_1100,15,5,1,Mo44_PHW65_0167/PHT69,Mo44_PHW65_0174/PHT69,WIPV17/30676,,66.0,58.0,48.0,64.0,23.0,0.00720892731764884,2.25,-0.5368007767271153,2.1164976626764505,47.56126883055323,52.98563654327085,42.82435880696693,23.590725298396407,88.1630572140412,67.64844269295905,20.514614521082155,0.0
100,MIH119_1101,14,5,1,Mo44_PHW65_0168/PHT69,Mo44_PHW65_0168/PHT69,WIPV17/30674,1.0,83.0,55.0,59.0,53.0,39.0,0.01071331374744607,2.055214000434282,-0.34011614091018494,1.8526989285663547,45.429866937211955,54.590038340272706,27.29701797023287,6.702813887283111,78.04618398288193,54.85345201135241,23.192731971529508,0.0
101,MIH119_1102,13,5,1,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0176/PHT69,WIPV17/30678,,90.0,58.0,60.0,40.0,26.0,0.0068699107321693485,2.25,-0.03271748357337705,2.036056902023234,34.64101615137755,58.0,19.999999999999996,0.0,73.77019928893505,41.63763156894661,32.13256771998843,0.0
102,MIH119_1103,12,5,1,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0171/PHT69,WIPV17/30675,1.0,73.0,55.0,52.0,51.0,25.0,0.007721149015524292,2.25,-0.09217266297220966,2.030346003140412,40.18854843394282,52.59676157796696,31.398735241608573,16.08044375975052,74.36682423827617,53.696314986010265,20.67050925226591,0.0
103,MIH119_1104,11,5,1,Mo44_PHW65_0175/PHT69,Mo44_PHW65_0175/PHT69,WIPV17/30677,1.0,90.0,67.0,50.0,44.0,30.0,0.019863788289534393,2.0641777724759116,-0.04242291180397736,1.8549538470596063,33.70595549723503,67.0,28.282654826207725,0.0,91.24792859732685,46.01830958844506,45.229619008881784,0.0
104,MIH119_1105,10,5,1,Mo44_PHW65_0177/PHT69,Mo44_PHW65_0177/PHT69,WIPV17/30679,1.0,70.0,52.0,46.0,57.0,27.0,0.020886500741854237,2.0323426726144174,-0.5198626042019212,1.812118411535687,41.00236861930312,48.86401628086724,39.59552711616284,17.785047452934773,83.37996533575694,59.68112653015235,23.698838805604588,0.0
105,MIH119_1106,9,5,1,Mo44_PHW65_0178/PHT69,Mo44_PHW65_0178/PHT69,WIPV17/30680,1.0,52.0,69.0,47.0,60.0,30.0,0.0364393713232576,1.8573970902098462,0.0,0.0,43.88122209715023,54.37274199886381,40.919901603749906,42.48064179747042,62.22110873872038,62.22110873872038,0.0,1.0
106,MIH119_1107,8,5,1,Mo44_PHW65_0179/PHT69,Mo44_PHW65_0179/PHT69,WIPV17/30681,1.0,86.0,54.0,50.0,49.0,24.0,0.009031314622104648,2.25,-0.09212776771528133,2.043247805536387,37.536177712829925,53.86845871403051,31.496592874640424,3.7668495821827666,85.33856036588703,51.700659133464946,33.63790123242208,0.0
107,MIH119_1108,7,5,1,Mo44_PHW65_0180/PHT69,Mo44_PHW65_0180/PHT69,WIPV17/30682,1.0,67.0,57.0,47.0,61.0,27.0,0.014047398363013197,2.104642096069448,-0.3603585408011382,1.931945714998018,44.6125757987694,52.4687766467891,41.60189996381241,22.2716743238886,85.56417107836567,64.06748726465746,21.496683813708213,0.0
108,MIH119_1109,6,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0193/PHT69,WIPV17/30689,,80.0,42.0,46.0,46.0,25.0,0.013481751877042059,2.2207019243213115,-0.3409527302980706,2.026225921951271,33.089630815577955,41.361925626512736,31.954285041113874,7.293223462011074,75.37736744120444,48.622242263897,26.755125177307438,0.0
109,MIH119_1110,5,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0185/PHT69,WIPV17/30684,1.0,80.0,65.0,54.0,58.0,33.0,0.009777802576207311,2.1194422961613895,-0.10586728852867155,1.892756279522726,46.92298567374695,64.01250394579353,34.09154463296344,11.287131548350471,90.22066021779898,60.572165837770406,29.64849438002856,0.0
110,MIH119_1111,4,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0200/PHT69,WIPV17/30691,,67.0,52.0,40.0,55.0,22.0,0.02563114414414162,2.076844465833348,-0.20432423212116615,1.8484594683521598,35.353318532759666,47.8662523795269,42.13244437154379,20.318018681442233,83.82718712227458,57.815048505816016,26.012138616458568,0.0
111,MIH119_1112,3,5,1,Mo44_PHW65_0188/PHT69,Mo44_PHW65_0188/PHT69,WIPV17/30686,1.0,75.0,53.0,50.0,47.0,35.0,0.06780375462547343,1.702000517791175,-0.31093705384928855,1.4596358049083913,36.00408882659197,51.19406879332062,30.211017655267344,13.717409390433598,71.05962309464608,48.27603955633274,22.783583538313344,0.0
112,MIH119_1113,3,6,1,Mo44_PHW65_0191/PHT69,Mo44_PHW65_0191/PHT69,WIPV17/30688,1.0,66.0,48.0,35.0,51.0,19.0,0.04359347716501763,2.033550349099248,-0.16424816194040942,1.8310742146569166,29.252398253903355,43.85018196684484,41.776754258738585,19.523358867638407,80.99150599056634,53.43149237023653,27.560013620329816,0.0
113,MIH119_1114,4,6,1,Mo44_PHW65_0195/PHT69,Mo44_PHW65_0195/PHT69,WIPV17/30690,1.0,83.0,60.0,60.0,57.0,30.0,0.00441247759725535,2.25,-0.1815685203138404,2.0503455454258335,49.363448015713004,59.55276909847932,28.499999999999996,7.312160604308849,83.79452813264464,59.33362498574892,24.46090314689573,0.0
114,MIH119_1115,5,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0207/PHT69,WIPV17/30693,1.0,65.0,55.0,40.0,63.0,19.0,0.011666119266347086,2.25,-0.273089500577846,2.0207873571041293,40.49561941025198,49.84692828701575,48.260799916495614,23.244004395738468,94.36935995639783,66.81800289172935,27.551357064668466,0.0
115,MIH119_1116,6,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0187/PHT69,WIPV17/30685,,60.0,46.0,40.0,61.0,22.0,0.022926901821066437,2.076844465833348,0.0,0.0,39.210044190878904,39.83716857408418,46.72871103025766,22.999999999999996,64.1221447064505,64.1221447064505,0.0,1.0
116,MIH119_1117,7,6,1,Mo44_PHW65_0210/PHT69,Mo44_PHW65_0210/PHT69,WIPV17/30694,1.0,82.0,53.0,50.0,49.0,35.0,0.0658489390813931,1.7020005177911752,-0.4562035993480359,1.4670948967568198,37.536177712829925,52.48420764330323,31.496592874640424,7.376174350883468,79.13353593442895,50.33033911192137,28.80319682250759,0.0
117,MIH119_1118,8,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0230/PHT69,WIPV17/30702,,90.0,57.0,50.0,24.0,37.0,0.1543525535009812,1.5815104336996662,-0.11706579802659886,1.335964481823749,18.385066634855473,57.0,15.426902632476942,0.0,66.25566834133794,24.5021955110611,41.75347283027685,0.0
118,MIH119_1119,9,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0224/PHT69,WIPV17/30700,,70.0,51.0,45.0,40.0,25.0,0.021812061298364358,2.144506920509559,-0.03470528339440354,1.929163450028594,28.284271247461902,47.92432366008133,28.2842712474619,17.443027309609104,65.18904675678903,42.14298623235368,23.046060524435337,0.0
119,MIH119_1120,10,6,1,Mo44_PHW65_0217/PHT69,Mo44_PHW65_0217/PHT69,WIPV17/30696,1.0,80.0,39.0,49.0,40.0,29.0,0.022277288975032165,2.0753195427822253,-0.35620913914293695,1.8994476563179992,30.18838320891088,38.40750236747611,26.24236115962029,6.772278929010283,63.655121727443536,41.891322079841856,21.763799647601683,0.0
120,MIH119_1121,11,6,1,Mo44_PHW65_0218/PHT69,Mo44_PHW65_0218/PHT69,WIPV17/30697,1.0,85.0,55.0,50.0,49.0,26.0,0.009031314622104648,2.25,-0.08301996605288436,2.027141689746652,37.536177712829925,54.790708395046,31.496592874640424,4.793565851121199,84.96088225368614,51.700659133464946,33.260223120221184,0.0
121,MIH119_1122,12,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0220/PHT69,WIPV17/30698,1.0,63.0,44.0,45.0,49.0,20.0,0.011895936773355868,2.25,-0.7006714118371407,2.005794650735665,34.64823227814083,39.20428706428819,34.648232278140824,19.975581988540057,67.65472791989204,51.897237936162895,15.757489983729135,0.0
122,MIH119_1123,13,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0223/PHT69,WIPV17/30699,,64.0,41.0,53.0,46.0,26.0,0.008331656341233076,2.25,0.0,0.0,36.73723346217547,36.850555898265846,27.68349106499422,17.973217018352173,48.37456203356059,48.37456203356059,0.0,1.0
123,MIH119_1124,14,6,1,Mo44_PHW65_0253/PHT69,Mo44_PHW65_0253/PHT69,WIPV17/30111,1.0,90.0,63.0,56.0,49.0,27.0,0.006576950463341598,2.25,-0.050566182425870757,2.0254019448767777,40.62284105519704,63.0,27.400452270066594,0.0,88.40920689373047,51.32379694039267,37.08540995333781,0.0
124,MIH119_1125,15,6,1,Mo44_PHW65_0260/PHT69,Mo44_PHW65_0260/PHT69,WIPV17/30715,1.0,90.0,58.0,60.0,51.0,30.0,0.005070646828366797,2.25,-0.12496586715134687,2.02448453541107,44.16729559300637,58.0,25.499999999999996,0.0,83.32701408224825,53.08798025040692,30.239033831841333,0.0
125,MIH119_1126,16,6,1,Mo44_PHW65_0271/PHT69,Mo44_PHW65_0271/PHT69,WIPV17/30118,1.0,74.0,51.0,47.0,54.0,23.0,0.009418990024277917,2.25,-0.230404405837712,2.0373595451738993,39.49309988743521,49.024346492854264,36.827911443374916,14.057505146666957,82.68823972742237,57.121842021247694,25.566397706174683,0.0
126,MIH119_1127,17,6,1,Mo44_PHW65_0288/PHT69,Mo44_PHW65_0288/PHT69,WIPV17/30721,1.0,70.0,59.0,50.0,52.0,27.0,0.008384784255150744,2.25,-0.05026635189022986,2.028600592195368,39.834311042186854,55.4418646263686,33.42495570370004,20.179188456214455,76.24411132852408,54.86600561102401,21.37810571750007,0.0
127,MIH119_1128,18,6,1,Mo44_PHW65_0296/PHT69,Mo44_PHW65_0296/PHT69,WIPV17/30122,1.0,78.0,54.0,45.0,53.0,27.0,0.030554927085528705,1.9626105055051508,-0.2421265974043187,1.716033889329165,37.47665940288702,52.81997043962551,37.476659402887016,11.227231304159003,86.55892829448855,55.31668549258314,31.242242801905416,0.0
128,MIH119_1129,19,6,1,Mo44_PHW65_0307/PHT69,Mo44_PHW65_0307/PHT69,WIPV17/30724,1.0,72.0,58.0,45.0,57.0,27.0,0.02848811643717048,1.9626105055051508,-0.19559649548158087,1.7565719161196958,40.305086527633215,55.161277945118904,40.30508652763321,17.92298567374695,87.20155966264288,59.49152968070262,27.71002998194026,0.0
129,MIH119_1130,20,6,1,Mo44_PHW65_0315/PHT69,Mo44_PHW65_0315/PHT69,WIPV17/30725,1.0,60.0,48.0,40.0,59.0,20.0,0.012663013920847854,2.25,-1.3363131587272123,2.137132352948516,37.924468971505824,41.569219381653056,45.196622144019706,23.999999999999996,84.4004535342736,62.5755900097148,21.824863524558797,0.0
130,MIH119_1131,21,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0316/PHT69,WIPV17/30726,,81.0,52.0,52.0,46.0,31.0,0.013506118589593464,2.130180597065173,-0.11767967226201594,1.894633997181787,36.248494665909206,51.359793710947166,28.32042786498028,8.134592182092005,74.40622780798108,48.16958100909885,26.236646798882227,0.0
131,MIH119_1132,22,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0236/PHT69,WIPV17/30703,,85.0,36.0,46.0,38.0,30.0,0.06993116937353984,1.7935911162630085,-0.8155791473425166,1.563226402117664,27.334912412868746,35.86300913130284,26.397018077441896,3.137606738915694,64.3817346456385,39.29003182374386,25.091702821894646,0.0
132,MIH119_1133,23,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0281/PHT69,WIPV17/30720,,62.0,47.0,30.0,59.0,20.0,0.23815923957338264,1.5862568277145446,-0.9060061925142174,1.3953122169775014,29.500000000000007,41.49853686436957,51.09549882328188,22.06516345093687,91.87329277222497,60.20759762866236,31.665695143562584,0.0
133,MIH119_1134,24,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0317/PHT69,WIPV17/30727,,90.0,47.0,45.0,40.0,25.0,0.021812061298364358,2.144506920509559,-0.10650171139618651,1.9054987890347084,28.284271247461902,47.0,28.2842712474619,0.0,77.40932085104248,42.14298623235368,35.266334618688795,0.0
134,MIH119_1135,25,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0237/PHT69,WIPV17/30704,,90.0,41.0,55.0,35.0,36.0,0.02740422570565145,1.96567709623679,-0.24268731405236502,1.7577425119663594,28.670321550114714,41.0,20.07517527228661,0.0,60.54312274710826,36.264190519561275,24.278932227546978,0.0
135,MIH119_1136,26,6,1,Mo44_PHW65_0324/PHT69,Mo44_PHW65_0324/PHT69,WIPV17/30131,1.0,34.0,67.0,20.0,70.0,14.0,0.6379613431181954,1.45980487596946,-0.43375110370332487,1.2136279958629308,23.941410032796817,37.465924532540036,65.77848345501359,55.5455173611878,87.660763040527,70.63346858575964,17.027294454767354,0.0
136,MIH119_1137,27,6,1,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1.0,58.0,44.0,38.0,56.0,20.0,0.02209594922984501,2.1465646169716637,0.0,0.0,34.477042618236865,37.31411623088274,44.12860220197643,23.316447626261017,59.07208993438111,59.07208993438111,0.0,1.0
137,MIH119_1138,28,6,1,Mo44_PHW65_0333/PHT69,Mo44_PHW65_0333/PHT69,WIPV17/30733,1.0,90.0,45.0,48.0,36.0,30.0,0.04325733458062707,1.9236373032060046,-0.17223157774220604,1.7013350610521547,26.753213717186192,45.0,24.088701828918897,0.0,68.55108937333964,37.441475869515045,31.109613503824576,0.0
138,MIH119_1139,29,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0336/PHT69,WIPV17/30734,1.0,64.0,55.0,45.0,55.0,20.0,0.01029651805624909,2.25,-0.12192280947100657,2.036845266290829,38.890872965260115,49.43367254645419,38.89087296526011,24.110413073399258,77.28000005214989,58.25200176508079,19.027998287069103,0.0
139,MIH119_1140,30,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0350/PHT69,WIPV17/30738,,90.0,54.0,55.0,50.0,35.0,0.014758185382728023,2.039606729161475,-0.2742644452055732,1.810533304701174,40.95760221444959,54.0,28.678821817552304,0.0,84.3468593066088,51.974606998936814,32.372252307671985,0.0
140,MIH119_1141,30,7,1,Mo44_PHW65_0339/PHT69,Mo44_PHW65_0339/PHT69,WIPV17/30735,1.0,74.0,62.0,45.0,63.0,25.0,0.012969037483203454,2.144506920509559,-0.1488760526746251,1.9242034088140878,44.5477272147525,59.59822514817577,44.54772721475249,17.08951606065395,98.8594634664656,66.37520331595702,32.484260150508554,0.0
141,MIH119_1142,29,7,1,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1.0,70.0,57.0,42.0,49.0,21.0,0.014155618313086803,2.25,-0.03738753668332629,2.015605653368485,32.78739971158405,53.56247938479678,36.414096448392314,19.495148169563116,79.89247834756537,51.95626689884708,27.936211448718296,0.0
142,MIH119_1143,28,7,1,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1.0,73.0,60.0,47.0,59.0,23.0,0.008432017945490748,2.25,-0.09702208937877893,2.054422701656301,43.14986839553106,57.37828535778213,40.23790324368741,17.542302283364204,90.45941940993593,62.41090146765953,28.048517942276412,0.0
143,MIH119_1144,27,7,1,Mo44_PHW65_0397/PHT69,Mo44_PHW65_0397/PHT69,WIPV17/30146,1.0,88.0,33.0,44.0,44.0,22.0,0.014408968093608402,2.25,0.0,0.0,30.564968300195883,32.97989729163016,31.650951214900648,1.151683391182532,46.623862196962946,46.623862196962946,0.0,1.0
144,MIH119_1145,26,7,1,Mo44_PHW65_0404/PHT69,Mo44_PHW65_0404/PHT69,WIPV17/30747,1.0,82.0,44.0,50.0,47.0,20.0,0.009514232269701061,2.25,-0.39624835236820555,2.029459617556938,36.00408882659197,43.5717950246291,30.211017655267344,6.123616442242879,75.51520488475822,49.59042814842555,25.924776736332667,0.0
145,MIH119_1146,25,7,1,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1.0,74.0,63.0,44.0,59.0,19.0,0.009985819479196693,2.25,-0.061689414109816,2.0198639126902957,40.98484385708085,60.55948684411409,42.441048219980416,17.365153416470946,95.85160410248018,62.51836067320032,33.333243429279854,0.0
146,MIH119_1147,24,7,1,Mo44_PHW65_0433/PHT69,Mo44_PHW65_0433/PHT69,WIPV17/30749,1.0,80.0,56.0,45.0,51.0,19.0,0.01131568963452343,2.25,-0.06758638737886939,2.0228465164609726,36.062445840513924,55.14923416868365,36.062445840513924,9.724297949348099,88.08615986348742,54.015492545802196,34.07066731768523,0.0
147,MIH119_1148,23,7,1,Mo44_PHW65_0435/PHT69,Mo44_PHW65_0435/PHT69,WIPV17/30750,1.0,78.0,49.0,50.0,48.0,32.0,0.031885215378998695,1.9072044243372355,-0.3319891498200201,1.7125672188779155,36.770133269710946,47.92923243595648,30.853805264953884,10.187672850070207,73.91480403743282,49.81579782493765,24.099006212495162,0.0
148,MIH119_1149,22,7,1,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1.0,87.0,47.0,55.0,47.0,27.0,0.007301276747219007,2.25,-0.2847933568085807,2.0889642034061016,38.50014608158261,46.93558813346497,26.958092508499163,2.45978994341836,76.03063755094098,49.29804111263939,26.732596438301588,0.0
149,MIH119_1150,21,7,1,Mo44_PHW65_0446/PHT69,Mo44_PHW65_0446/PHT69,WIPV17/30752,1.0,73.0,52.0,40.0,54.0,20.0,0.014145226275466216,2.25,-0.10741093378548536,2.028434292953659,34.71053092307312,49.72784731007785,41.36639992842481,15.203328645582308,88.76330249408984,57.27257390719659,31.49072858689325,0.0
150,MIH119_1151,20,7,1,Mo44_PHW65_0475/PHT69,Mo44_PHW65_0475/PHT69,WIPV17/30156,1.0,65.0,54.0,44.0,65.0,18.0,0.008847224128646997,2.25,-1.4702443118431554,2.094878017956751,45.15279407983483,48.9406204999791,46.75708702201232,22.82138613399777,93.41096928296471,68.87616006369528,24.534809219269434,0.0
151,MIH119_1152,19,7,1,MoG/PHT69,MoG/PHT69,,1.0,21.0,56.0,18.0,66.0,18.0,3.0776835371752553,0.9999999999999998,0.0,0.0,20.39512162874653,20.06860517453681,62.76973007548013,52.280503883843295,66.0,66.0,0.0,1.0
152,MIH119_1153,18,7,1,MoG/PHT69,MoG/PHT69,,1.0,72.0,45.0,47.0,50.0,23.0,0.01037012595387816,2.25,-0.41391373140390664,2.1250625911048227,36.567685080958526,42.79754323328191,34.09991800312493,13.905764746872633,74.64919286180304,52.890594464118244,21.7585983976848,0.0
153,MIH119_1154,17,7,1,OH43/B37,LH74/PHN82,,,70.0,51.0,45.0,67.0,22.0,0.008045448216724536,2.25,0.0,0.0,47.37615433949869,47.92432366008133,47.37615433949868,17.443027309609104,70.96152942291661,70.96152942291661,0.0,1.0
154,MIH119_1155,16,7,1,OH43/B37,LH74/PHN82,,,88.0,55.0,60.0,44.0,50.0,0.11083571587481036,1.4533631938113551,-0.6614560582326514,1.208152669692584,38.105117766515306,54.96649548605027,21.999999999999996,1.9194723186375533,70.80112821976144,44.46802840632561,26.333099813435826,0.0
155,MIH119_1156,15,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,70.0,75.0,46.0,60.0,24.0,0.008729321878884587,2.25,-0.018652595709919725,2.0426669095387844,43.16038802031907,70.47694655894313,41.679502227539835,25.651510749425153,96.24813013334948,63.51116860922847,32.73696152412101,0.0
156,MIH119_1157,14,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,90.0,48.0,54.0,43.0,30.0,0.00859960325675406,2.25,-0.13195410219897954,2.035959167159195,34.78773075812274,48.0,25.274765848576344,0.0,74.88031962994313,45.162674392339966,29.717645237603172,0.0
157,MIH119_1158,13,7,1,PHN11_PHW65_0001/PHT69,PHN11_PHW65_0001/PHT69,WIPV17/30757,1.0,66.0,43.0,30.0,56.0,16.0,0.05914585707465123,2.0134596679273384,-0.4162575183061705,1.7788879901433168,28.000000000000007,39.28245467863184,48.49742261192856,17.489675652259407,92.11381657212227,58.42128882098525,33.69252775113703,0.0
158,MIH119_1159,12,7,1,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1.0,83.0,44.0,45.0,43.0,27.0,0.03736744658561209,1.9626105055051506,-0.27767544328307997,1.7413913866712043,30.405591591021544,43.67203067221817,30.40559159102154,5.362251109826489,73.9916032233959,44.87957502228444,29.112028201111464,0.0
159,MIH119_1160,11,7,1,PHN11_PHW65_0011/PHT69,PHN11_PHW65_0011/PHT69,WIPV17/30760,1.0,90.0,41.0,39.0,40.0,23.0,0.06606336453956638,1.9077316304087586,-0.3100307005802993,1.6684607100805398,25.172815641993502,41.0,31.085838458278833,0.0,77.34399999914069,41.66448933516758,35.679510663973105,0.0
160,MIH119_1161,10,7,1,PHN11_PHW65_0016/PHT69,PHN11_PHW65_0016/PHT69,WIPV17/30762,1.0,45.0,51.0,32.0,58.0,20.0,0.13735693714571734,1.7168144344801208,-1.05973970451117,1.5043202459170941,30.735317325525884,36.062445840513924,49.18678957707271,36.062445840513924,73.98888781073722,59.65491192500262,14.333975885734617,0.0
161,MIH119_1162,9,7,1,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1.0,62.0,55.0,40.0,60.0,20.0,0.012399753047703873,2.25,-0.1857582854364692,2.035603018140418,38.56725658119236,48.562117607240985,45.96266658713868,25.820935953223994,87.03408673943312,63.63619323021844,23.397893509214683,0.0
162,MIH119_1163,8,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1.0,88.0,51.0,48.0,38.0,28.0,0.02370307577544723,2.0887583493841086,-0.07178998044073782,1.8559156329702913,28.23950336814098,50.96893217797388,25.42696304163661,1.7798743318275494,73.903517829199,39.85261229406017,34.05090553513883,0.0
163,MIH119_1164,7,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,,77.0,47.0,46.0,59.0,25.0,0.009949369419199454,2.220701924321311,-2.180982006802914,2.177279646403647,42.44104821998042,45.795393044906056,40.98484385708084,10.572699554161654,93.21555498448689,62.36331072978094,30.852244254705948,0.0
164,MIH119_1165,6,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0023/PHT69,WIPV17/30766,1.0,71.0,43.0,44.0,51.0,23.0,0.011980805152728256,2.25,-0.6974194237516665,2.1048380843706607,35.42757689340887,40.65729875077062,36.68632981727121,13.999430641657739,77.8037001865608,54.04129481920707,23.762405367353733,0.0
165,MIH119_1166,5,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,,60.0,67.0,40.0,67.0,20.0,0.010802110000276558,2.25,-0.06656897953508882,2.066453199887743,43.066769848998135,58.02370205355739,51.32497768897153,33.49999999999999,95.5068076587564,71.06041577374391,24.44639188501249,0.0
