plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,End.Angle,End.Length,Mid.Angle,Mid.Length,Stem.Angle,A1,N1,A2,N2,a,b,c,d,model_leaf_length
MIH119_1116,6,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0187/PHT69,WIPV17/30685,,62.5,59.0,43.5,58.0,17.5,0.0007669893677329341,3.05391553005733,-0.45255704514043743,3.0886966804789076,40.024812763299835,52.26368793759601,41.94918246038176,27.255929590480285,84.93484949380807
MIH119_1117,7,6,1,Mo44_PHW65_0210/PHT69,Mo44_PHW65_0210/PHT69,WIPV17/30694,1.0,78.0,63.0,53.0,53.0,33.0,0.015127976407000684,2.0434698262248423,-0.17468202536426633,1.5806481597851063,42.32768203250652,61.62329884622975,31.89619622705856,13.098436521518837,82.75966817376968
MIH119_1118,8,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0230/PHT69,WIPV17/30702,,76.0,60.0,50.0,51.0,31.0,0.02282422685408108,1.9834110521720612,-0.10585016859302937,1.7446945712011714,39.06826659906788,58.21774357655979,32.7821680940135,14.515313735980065,80.4174613565755
MIH119_1119,9,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0224/PHT69,WIPV17/30700,,59.0,56.5,41.0,57.5,24.0,0.04951022193203586,1.959884506110149,-0.47351124683541534,3.5053083364155593,37.605178935226014,46.99965141983989,43.312973055188095,29.464562451929158,78.87062935456709
MIH119_1120,10,6,1,Mo44_PHW65_0217/PHT69,Mo44_PHW65_0217/PHT69,WIPV17/30696,1.0,71.0,58.5,50.0,57.0,31.5,0.06483151921926857,2.006744936110072,-0.6480140453896794,1.596970392920865,43.0501954736431,54.75188078353911,37.03359307916342,18.92618060823643,81.64109934896952
MIH119_1121,11,6,1,Mo44_PHW65_0218/PHT69,Mo44_PHW65_0218/PHT69,WIPV17/30697,1.0,72.0,58.0,42.5,60.0,22.5,0.012075165938460745,2.224957104920919,-0.45159387955589814,1.7353116679651217,40.36819338319259,55.13669734476264,44.31241205303063,17.970050590818538,95.13048922890661
MIH119_1122,12,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0220/PHT69,WIPV17/30698,1.0,71.0,61.0,45.0,55.5,21.0,0.0030028643962835095,2.6112821364354586,-0.020617245811510504,2.549263885684054,39.24442635585339,57.40040584088382,39.244426355853385,19.948900177077903,88.21990143470592
MIH119_1123,13,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0223/PHT69,WIPV17/30699,,64.5,65.0,46.5,67.0,22.0,0.002916167013314242,2.6413895400550844,-0.8050815506321537,1.7748798410736026,48.28767451108338,58.45341197279693,45.82329212007939,27.9677743854496,93.46869040775073
MIH119_1124,14,6,1,Mo44_PHW65_0253/PHT69,Mo44_PHW65_0253/PHT69,WIPV17/30111,1.0,78.0,66.0,48.0,54.0,22.0,0.0014131681940185358,2.748862434693345,-0.004037824342048329,2.697851365153193,40.12982057577929,64.55774164843118,36.13305274337834,13.722171593972115,94.12016105898016
MIH119_1125,15,6,1,Mo44_PHW65_0260/PHT69,Mo44_PHW65_0260/PHT69,WIPV17/30715,1.0,69.5,66.0,46.0,55.5,21.0,0.006198953352734337,2.7366869981567814,-0.9611414832803513,3.1965383344331126,39.958795083248326,61.918853540588174,38.07916904320035,22.498750785586395,90.6158155398703
MIH119_1126,16,6,1,Mo44_PHW65_0271/PHT69,Mo44_PHW65_0271/PHT69,WIPV17/30118,1.0,72.5,63.5,44.0,60.5,22.5,0.013789679960692275,2.3922596245005456,-0.15061907395485882,1.8700503564767823,42.02683141276934,60.52306059875788,43.520057920488384,19.014243408927655,96.31293993463848
MIH119_1127,17,6,1,Mo44_PHW65_0288/PHT69,Mo44_PHW65_0288/PHT69,WIPV17/30721,1.0,76.0,63.0,52.0,59.5,23.5,0.0010946577878385363,2.9811943117492428,-0.31748779377182823,1.723814999309706,46.82584835200231,61.091392845171924,36.65079441192117,15.23179496899489,90.92943224093608
MIH119_1129,19,6,1,Mo44_PHW65_0307/PHT69,Mo44_PHW65_0307/PHT69,WIPV17/30724,1.0,71.5,64.0,49.0,61.0,26.0,0.007294427801292805,2.446715471728046,-0.3397606403877573,1.6126228284225914,45.93985641869985,60.37441222235174,40.00425374399866,19.96225191094774,90.2351235831446
MIH119_1130,20,6,1,Mo44_PHW65_0315/PHT69,Mo44_PHW65_0315/PHT69,WIPV17/30725,1.0,68.0,66.5,46.5,58.0,21.0,0.009132902949136957,2.9617349836525486,-0.019216750579455658,3.3863961792184725,41.94918246038178,61.5874821538188,40.024812763299835,24.97705877253651,89.76000019866171
MIH119_1131,21,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0316/PHT69,WIPV17/30726,,68.0,54.5,44.5,53.5,21.0,0.004244632745495889,2.5688205052356503,-0.3937097963621082,1.8806396949816313,37.49410570383644,50.31465149443758,38.160504310587086,19.868397624254698,80.99031642527527
MIH119_1132,22,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0236/PHT69,WIPV17/30703,,84.0,56.0,45.0,44.0,24.0,0.013795732070087266,2.2460367739042155,-0.023067779821150856,2.1856978122300053,31.11269837220809,55.693226140623295,31.11269837220809,5.853593942988594,83.81642237138816
MIH119_1133,23,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0281/PHT69,WIPV17/30720,,77.5,62.0,44.0,48.5,20.0,0.007058704030451352,2.6783950477945986,-0.0014748717283237626,3.5386520889695356,33.63395085667311,60.06900896251311,34.7787664906475,13.049588067695124,90.06094999848575
MIH119_1135,25,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0237/PHT69,WIPV17/30704,,82.5,58.5,50.0,51.5,26.5,0.00553806883590111,2.398543174311957,-0.46634141070505086,1.5135489946501322,39.45128882062737,57.738761275835145,33.10356189885677,7.553115728695863,86.84230980373829
MIH119_1136,26,6,1,Mo44_PHW65_0324/PHT69,Mo44_PHW65_0324/PHT69,WIPV17/30131,1.0,57.5,71.0,38.0,66.0,16.5,0.008259137031134404,2.683815216832852,-0.00022020356577962636,4.043550538441234,40.71890916009554,59.08797748268945,51.8910823347876,38.26224713155866,96.86475134009581
MIH119_1137,27,6,1,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1.0,66.0,59.0,50.0,59.5,24.0,0.0012104469115448353,2.716716586083064,-0.9727321394836037,1.4218339998603413,45.098075584365574,53.5614010860926,38.467534170041034,23.961492836873475,81.28275878594891
MIH119_1138,28,6,1,Mo44_PHW65_0333/PHT69,Mo44_PHW65_0333/PHT69,WIPV17/30733,1.0,80.0,59.5,48.5,52.5,25.5,0.00603680135030314,2.371579544548838,-0.18273783173858169,1.6559231170256754,39.280683243251545,58.59606130422638,34.805039768694215,10.332066571182356,87.79291431961158
MIH119_1139,29,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0336/PHT69,WIPV17/30734,1.0,71.5,64.0,47.5,60.0,24.0,0.004927506574421676,2.4956815210218926,-0.22931166574056053,1.6677255828895876,43.15273188085613,58.94169611497382,40.95849841117245,19.967781984130394,90.89732992890677
MIH119_1140,30,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0350/PHT69,WIPV17/30738,,86.0,62.0,46.5,50.5,24.5,0.010557894673512869,2.319491735187084,-0.08788729914338908,1.814501462621803,36.645881601482664,61.81129439400844,34.72151190440073,4.322266759074788,94.50072575542276
MIH119_1141,30,7,1,Mo44_PHW65_0339/PHT69,Mo44_PHW65_0339/PHT69,WIPV17/30735,1.0,70.5,66.0,46.0,59.0,24.0,0.0066225119404638025,2.3422904252026395,-0.07117857580069668,2.490295024846064,42.48303471473635,62.10112292271478,40.73447101364975,21.74146131292467,91.7692960789572
MIH119_1142,29,7,1,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1.0,81.0,63.0,49.0,50.5,26.0,0.010360232697966962,2.4065201035846284,-0.02540173482114916,2.1906667889921465,38.044055083544045,62.223078858838065,33.19837819599516,9.802157661690071,89.42963659604268
MIH119_1143,28,7,1,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1.0,73.0,60.0,45.5,56.5,23.0,0.008431965695674806,2.421077808562157,-0.1302467061696293,1.816940068592515,40.30629069245094,57.343332056651555,39.590529225940976,17.53161598679032,89.18427648533105
MIH119_1144,27,7,1,Mo44_PHW65_0397/PHT69,Mo44_PHW65_0397/PHT69,WIPV17/30146,1.0,85.0,56.5,47.0,54.0,22.0,0.002434291943465524,2.707770706685254,-0.6142324441256528,1.4341956578130066,39.36758989394535,56.228390011363246,36.85399226133225,4.68293527438798,95.26972416372388
MIH119_1146,25,7,1,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1.0,77.0,61.5,45.0,56.0,17.5,0.000783182190272708,3.2397641135117508,-0.021131808592695537,2.5582371641594506,39.59797974644666,59.92444714862368,39.597979746446654,13.789870026358495,96.99832671362375
MIH119_1147,24,7,1,Mo44_PHW65_0433/PHT69,Mo44_PHW65_0433/PHT69,WIPV17/30749,1.0,76.0,61.0,49.0,52.0,22.5,0.003609946973678494,2.878530986934757,-0.01613073437478296,2.500495273688672,39.170222130580925,58.81322558263244,34.18890260719729,14.879240993080497,85.92901916182541
MIH119_1148,23,7,1,Mo44_PHW65_0435/PHT69,Mo44_PHW65_0435/PHT69,WIPV17/30750,1.0,50.0,76.0,35.0,76.0,25.0,0.21500465784328635,1.5015999114836842,-0.0251391465983862,2.340318632953964,43.59180916267951,58.21937767704233,62.25555536596338,48.851858336176974,98.41754865592594
MIH119_1149,22,7,1,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1.0,76.0,63.0,50.0,52.0,22.0,0.0006474405483221121,2.949693649541568,-0.24116721723893658,3.145743168884965,39.83431104218686,60.91222200974778,33.424955703700036,15.474690552735183,87.12165515623255
MIH119_1150,21,7,1,Mo44_PHW65_0446/PHT69,Mo44_PHW65_0446/PHT69,WIPV17/30752,1.0,77.5,58.0,40.0,50.5,20.0,0.0126856184018183,2.3054072893322783,-0.033083844239979746,2.6166832810509892,32.46077428917024,56.53350994629072,38.68524437750839,12.711891195185263,91.9471906529582
MIH119_1151,20,7,1,Mo44_PHW65_0475/PHT69,Mo44_PHW65_0475/PHT69,WIPV17/30156,1.0,67.5,63.5,43.5,60.0,20.5,0.004783424652941736,2.5635055348826166,-1.4139752007993152,2.1060621928343783,41.059264577396036,56.74978048687284,43.723776465663335,23.64203342110761,92.7656674333918
MIH119_1152,19,7,1,MoG/PHT69,MoG/PHT69,,1.0,69.0,62.5,50.0,61.0,23.0,0.0009103877998076364,2.813208021970313,-0.6085387210208943,2.6992830928713683,46.72871103025766,57.37813144805906,39.21004419087889,22.779439033715015,87.08446264366822
MIH119_1153,18,7,1,MoG/PHT69,MoG/PHT69,,1.0,64.0,62.0,46.0,63.0,20.5,0.0022652797726887873,2.7892320159853314,-0.5059190837617669,1.9947941505867939,45.111100221791716,55.73718136272288,43.75722892345476,27.068352002147282,89.09484076991556
MIH119_1154,17,7,1,OH43/B37,LH74/PHN82,,,50.0,68.5,46.5,67.5,19.0,0.00040745421128188665,3.0727538394625884,-0.022459157281068398,3.1164386545662115,48.93988136383557,52.52059395785731,46.48431967329436,43.910557818386586,85.44224681669374
MIH119_1155,16,7,1,OH43/B37,LH74/PHN82,,,56.0,56.5,37.5,64.0,25.0,0.13531712631075227,1.6885837969872208,-0.003185089118117441,2.9048991728310525,38.99286064653823,47.01907638446672,50.67317999588502,31.083706145478626,94.34960612561797
MIH119_1156,15,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,61.5,64.0,47.5,69.0,23.0,0.0019542395681890604,2.574341123030845,-1.170059952158189,1.5854908509972068,50.8760947467606,55.66668514282934,46.60751546468499,30.739796638412926,90.86963593912887
MIH119_1157,14,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,81.5,60.5,47.5,52.0,25.5,0.011326270839409182,2.365444235813342,-0.3654047884343879,2.186161052764366,38.44927598677475,59.82075941474112,34.93645623395024,8.900570886734016,91.19904752658753
MIH119_1158,13,7,1,PHN11_PHW65_0001/PHT69,PHN11_PHW65_0001/PHT69,WIPV17/30757,1.0,66.0,49.5,40.0,60.5,17.5,0.003110426872479384,2.6803437639479935,-0.9434863013122478,1.316598088125377,38.84081508913884,45.3766753063958,46.08529552330822,19.116001334060947,95.74894119130084
MIH119_1159,12,7,1,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1.0,72.5,56.0,35.5,52.5,18.0,0.1208579150576545,2.2532098465793937,-0.0695044470374052,2.8841862314278046,30.066690376812765,52.68816539159657,42.48910439847987,17.077462153843904,92.6494214423787
MIH119_1160,11,7,1,PHN11_PHW65_0011/PHT69,PHN11_PHW65_0011/PHT69,WIPV17/30760,1.0,74.0,52.5,39.0,54.5,21.0,0.024023872529648892,2.1343117235915603,-0.3800999184027544,1.5669542316470817,33.74452106260699,50.20418567356,42.41845128405369,14.341448136987367,90.5787628827201
MIH119_1161,10,7,1,PHN11_PHW65_0016/PHT69,PHN11_PHW65_0016/PHT69,WIPV17/30762,1.0,73.0,49.5,40.0,53.5,19.0,0.007487271114724841,2.439194845312656,-0.7834585961459566,1.4164301113527675,34.30135177126931,47.27986236615466,41.01449415066177,14.427540901470579,87.21042545108017
MIH119_1162,9,7,1,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1.0,75.0,56.5,47.0,63.5,23.5,0.0032532925084135886,2.6084861818538005,-2.305855933895478,1.4731313511135644,45.138977216993865,53.03050631885393,44.00908317656598,14.791697513151304,99.06671990810536
MIH119_1163,8,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1.0,81.0,57.5,48.5,48.5,28.0,0.02007711964057469,2.1358431669707585,-0.1728189823750224,1.671018427005929,36.27682621184182,56.72652873391063,32.054268893955765,8.905117009293036,82.67155514174652
MIH119_1164,7,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,,55.5,60.5,39.0,61.0,19.0,0.008359738321177585,2.478700121510757,-0.3949050524133581,2.664918112419037,37.93454577489075,49.89178402047082,47.34355482866344,33.534184869173345,85.69658813097595
MIH119_1165,6,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0023/PHT69,WIPV17/30766,1.0,52.0,62.0,36.0,66.0,21.0,0.052533685031576766,1.892707994741756,-0.2857157867984781,1.7219130943698775,38.79382665130323,48.85666672361676,53.39512162874653,38.17101147019081,87.43780540059568
MIH119_1166,5,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,,77.5,66.0,54.5,58.5,22.5,5.2857948560604845e-05,3.510099655049772,-0.25355629414132236,2.2565760795631324,47.43432723810133,64.43686049807692,33.77571184072471,14.267431226807496,91.84515260818728
MIH119_1167,4,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0048/PHT69,WIPV17/30772,1.0,70.0,50.0,42.5,55.5,19.0,0.002791455391263947,2.664980270189381,-1.2139433710563883,1.8560337282174637,37.31485121085314,46.38961126914394,41.0125562138263,16.51485261934019,86.92965029178345
MIH119_1168,3,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0042/PHT69,WIPV17/30771,,72.5,55.0,45.0,58.0,23.5,0.016199516402138212,2.3550439624798862,-0.8894246316625221,1.3725028465588514,41.01219330881976,52.483686828301984,41.012193308819754,16.383359136618814,89.19021256358411
MIH119_1169,3,8,1,PHN11_PHW65_0049/PHT69,PHN11_PHW65_0049/PHT69,WIPV17/30773,1.0,70.0,83.0,50.0,56.0,26.0,0.0036936331382020336,2.4434569691118364,-9.224250435933082e-08,5.1230061437079595,42.89848881466277,77.99448752523041,35.996106142446195,28.3876718960305,96.76272319642143
MIH119_1170,4,8,1,PHN11_PHW65_0056/PHT69,PHN11_PHW65_0056/PHT69,WIPV17/30776,1.0,88.0,66.5,47.5,52.0,25.0,0.01006306642823415,2.350115373684986,-0.2931429815977118,1.8328859799484882,38.41980715580853,66.45948999676986,34.96861581970023,2.320816530716314,100.32423020249719
MIH119_1171,5,8,1,PHN11_PHW65_0058/PHT69,PHN11_PHW65_0058/PHT69,WIPV17/30778,1.0,55.0,66.0,40.5,65.0,13.5,0.00013436907623254067,3.5794346054946686,-0.025814993565931317,3.3551541839241166,41.14519750848954,50.88577505564362,49.945800522289616,38.47424070174324,89.17162157252613
MIH119_1172,6,8,1,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1.0,75.0,62.5,46.0,61.5,29.5,0.11715077822920857,1.8899479014884712,-1.5597217095507876,1.4325208499729543,44.54351657767398,60.151915464247715,42.190904214179824,16.072542039604038,95.94423496367713
MIH119_1173,7,8,1,PHN11_PHW65_0062/PHT69,PHN11_PHW65_0062/PHT69,WIPV17/30781,1.0,68.5,53.5,30.0,57.0,15.0,0.037909188226544696,2.2419734456316998,-0.42099696858620594,2.722135367243326,28.217404694028367,49.695682296440374,48.5266822324558,19.542842784252116,99.24394420844727
MIH119_1174,8,8,1,PHN11_PHW65_0064/PHT69,PHN11_PHW65_0064/PHT69,WIPV17/30183,1.0,73.5,55.5,47.0,56.0,19.0,0.004666797500873351,3.2389263472424537,-0.4833517386542774,1.6223372523520516,40.664949437888986,52.10883590462548,37.492884548033146,14.096246665409787,87.65217378588015
MIH119_1175,9,8,1,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1.0,64.0,64.0,44.0,64.0,25.5,0.02544988524719756,2.0321742088714516,-0.6732139071491189,1.372807209551353,43.89823045418703,56.047736972159115,46.361713848711304,28.397780129270025,88.9370192532111
MIH119_1176,10,8,1,PHN11_PHW65_0066/PHT69,PHN11_PHW65_0066/PHT69,WIPV17/30785,,76.0,56.5,41.5,55.5,25.0,0.044322325501899004,1.9034793779333246,-0.5185233083613662,1.3932481798241318,36.79221872331776,54.823914220969286,41.526780460358765,13.624170320912079,91.39698012362177
MIH119_1177,11,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0070/PHT69,WIPV17/30787,,74.0,50.5,47.0,59.0,17.0,0.0006006167490470116,3.6261244009542377,-2.242063335030252,1.6107262543230483,43.0193469278903,47.83826399586296,40.259310786395226,14.124248177852076,92.32460373999194
MIH119_1178,12,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0069/PHT69,WIPV17/30786,1.0,80.0,53.0,45.0,52.0,20.0,0.0018379955911197964,2.747477419454622,-0.4107489966777895,1.5374099461328128,36.76955262170048,52.19481090964704,36.76955262170047,9.203353416347307,88.48039099976478
MIH119_1179,13,8,1,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1.0,61.5,72.5,40.5,73.0,19.5,0.03813717212467057,2.504842822391188,-0.3999720724886515,2.3110248467176513,45.81307616519918,61.77726038526888,56.05198263162569,36.077703995489436,105.07939784601945
MIH119_1180,14,8,1,PHN11_PHW65_0074/PHT69,PHN11_PHW65_0074/PHT69,WIPV17/30791,1.0,85.0,57.0,50.0,56.0,21.0,0.00030770639399048665,3.1046242518767295,-0.7501593694267529,1.4149285164898735,42.89848881466277,56.783097791229494,35.996106142446195,4.9678773366165165,95.5111086299405
MIH119_1181,15,8,1,PHN11_PHW65_0075/PHT69,PHN11_PHW65_0075/PHT69,WIPV17/30792,1.0,81.0,75.5,56.0,54.5,20.5,0.00012423458269994022,4.135938873793241,-0.19317068627420203,3.3600528974790844,44.4966461688731,74.53317577149066,30.95899762575115,11.972759882526699,100.05285208540059
MIH119_1182,16,8,1,PHN11_PHW65_0076/PHT69,PHN11_PHW65_0080/PHT69,WIPV17/30796,,69.5,61.0,43.5,62.0,18.0,0.0009362408597213203,2.9244211205583666,-0.1538857843895339,1.8863384931336555,42.644370926493735,57.117424120066175,44.97581882872761,21.355329810128598,96.43745140934669
MIH119_1183,17,8,1,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1.0,70.0,61.0,49.0,66.0,17.5,5.4669910467753925e-05,3.7095892090354528,-2.3568838200499824,1.6982324913559215,49.826145481321866,57.32124986794042,43.2669581328258,20.863228742865793,98.1548611858767
MIH119_1184,18,8,1,PHN11_PHW65_0079/PHT69,PHN11_PHW65_0079/PHT69,WIPV17/30795,1.0,83.5,54.0,51.0,58.5,29.0,0.006346976955907084,2.2972645747888425,-1.532277408500451,1.4227321144727174,44.98375083528214,53.566628551445476,36.89788367969621,5.980259394142615,94.13430631085932
MIH119_1185,19,8,1,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1.0,77.0,60.5,51.5,55.5,28.5,0.015864883817118723,2.36723560945553,-1.0579503392507337,2.0379354273045127,43.40219514746481,58.65644848057967,34.01739460572978,13.854977197360183,86.45857448873139
MIH119_1186,20,8,1,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1.0,81.5,66.0,58.0,64.0,29.5,0.0004318596513322732,2.835454135698464,-1.3382174543130234,1.289340768121855,54.26050915847807,65.26998177996494,33.86457645932852,9.772311042089942,95.07946929093427
MIH119_1187,21,8,1,PHN11_PHW65_0086/PHT69,PHN11_PHW65_0086/PHT69,WIPV17/30799,1.0,82.0,61.0,42.0,54.5,25.5,0.04872111308824817,1.8897051854068216,-0.2945263773647142,1.5761239060898582,36.354629127614075,59.92217053521919,40.558453759085964,8.667645910629268,97.25436233373372
MIH119_1188,22,8,1,PHN11_PHW65_0087/PHT69,PHN11_PHW65_0087/PHT69,WIPV17/30800,1.0,69.5,56.5,45.0,54.5,22.0,0.004595752093246107,2.475086853416295,-0.294332458721866,2.3371778978327864,38.53731957466685,52.71762246236662,38.53731957466684,19.83595687544776,83.50811402439561
MIH119_1189,23,8,1,PHN11_PHW65_0088/PHT69,PHN11_PHW65_0088/PHT69,WIPV17/30801,1.0,71.5,53.0,35.0,55.5,18.5,0.0711792983241647,2.1069118474937194,-0.6307549518705889,1.832208384572244,31.890840680909648,49.676592984268936,45.164962050737984,16.273472639646563,94.09294524057067
MIH119_1190,24,8,1,PHN11_PHW65_0092/PHT69,PHN11_PHW65_0089/PHT69,WIPV17/30802,,64.0,53.5,38.5,54.5,13.5,0.00035347976523221534,3.3711687860432504,-0.31599368405791517,3.6293478105017334,33.79210128633904,44.25259862871272,42.62959511524271,24.662370443398785,84.45446391596997
MIH119_1191,25,8,1,PHN11_PHW65_0096/PHT69,PHN11_PHW65_0096/PHT69,WIPV17/30805,1.0,70.0,53.5,39.5,57.0,17.0,0.019121058062462778,2.818774960489095,-0.520103784482136,2.021986100583473,36.08415102703226,50.20115276253228,43.89692369386299,18.401712771727176,92.10574592406084
MIH119_1192,26,8,1,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1.0,72.5,59.5,45.5,61.5,20.0,0.0012117490465594432,2.8131450702278773,-0.6641490477384766,1.4391717262002786,43.80400205245345,56.69870710185635,43.13782523268054,17.854165581182848,95.5658564675613
MIH119_1193,27,8,1,PHN11_PHW65_0101/PHT69,PHN11_PHW65_0101/PHT69,WIPV17/30807,1.0,70.0,63.0,41.5,58.5,22.5,0.02040795882091078,2.1406777079596555,-0.16454143669098176,2.2493331812018744,38.6681101765168,59.200635109512234,43.75241388580818,21.54726902951713,93.93570071461818
MIH119_1194,28,8,1,PHN11_PHW65_0103/PHT69,PHN11_PHW65_0103/PHT69,WIPV17/30808,1.0,50.0,40.0,30.0,55.0,24.0,0.6477967167783182,1.2967499360233976,-2.3467124278224034,1.9517828984852,27.50000000000001,30.64177772475912,47.63139720814412,25.71150438746157,77.7035089957986
MIH119_1195,29,8,1,PHN11_PHW65_0105/PHT69,PHN11_PHW65_0105/PHT69,WIPV17/30209,1.0,77.5,63.5,50.5,64.5,23.5,0.0015804290463361812,2.8174698587011484,-0.6576083037506428,1.4881200750543586,49.77770664603915,61.9121887344116,40.982688098947705,13.83729790722456,99.7496721269551
MIH119_1196,30,8,1,PHN11_PHW65_0106/PHT69,PHN11_PHW65_0118/PHT69,WIPV17/30817,,72.0,64.5,51.5,70.5,23.0,0.00035929458007707716,2.9669586015803153,-6.867534310317546,1.3450090083990627,55.08163844852234,61.32195352072064,43.96443112726282,19.869667256719538,101.93868404885603
MIH119_1197,30,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0110/PHT69,WIPV17/30813,,70.0,62.0,47.0,64.0,26.0,0.009278738412735531,2.1986816857530407,-0.6811395295763174,1.433317040939087,46.80663690362691,58.26094248872632,43.6478950439999,21.205248886191463,93.02109091486784
MIH119_1199,28,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0107/PHT69,WIPV17/30211,1.0,80.0,48.0,40.0,59.0,20.0,0.010352695352626015,2.3054072893322783,-1.2470751151617259,1.515165982692875,37.92446897150583,47.27077214458597,45.1966221440197,8.335112528012656,101.03569296059023
MIH119_1200,27,9,1,PHN11_PHW65_0114/PHT69,PHN11_PHW65_0114/PHT69,WIPV17/30815,1.0,60.0,61.0,40.0,69.0,22.0,0.020077676706058943,2.076844465833348,-1.1334526794548156,1.395260639284935,44.35234506837122,52.827549630850754,52.85706657520947,30.5,96.61556113000894
MIH119_1201,26,9,1,PHN11_PHW65_0117/PHT69,PHN11_PHW65_0117/PHT69,WIPV17/30816,1.0,75.0,58.0,44.0,61.5,26.0,0.03155783307137398,1.9846268257170077,-1.1126808262737171,1.2775971876373025,42.783331095413054,56.02369792476596,44.127596978761844,15.011504615946201,96.48986705451611
MIH119_1202,25,9,1,PHN11_PHW65_0119/PHT69,PHN11_PHW65_0136/PHT69,WIPV17/30823,,59.5,58.5,37.5,66.0,22.0,0.06118631690673567,1.913602630123954,-0.349514952594811,1.449187454511255,38.59188309203679,46.39305802656163,52.86687383962989,26.124375369755196,96.15455081586958
MIH119_1203,24,9,1,PHN11_PHW65_0125/PHT69,PHN11_PHW65_0125/PHT69,WIPV17/30819,1.0,60.0,84.0,48.0,80.0,24.0,0.002009054752360662,2.4944765498646078,-0.014187430358830697,2.5896688587340635,59.451586038191536,72.74613391789285,53.53044850870866,41.99999999999999,104.38529051194864
MIH119_1204,23,9,1,PHN11_PHW65_0129/PHT69,PHN11_PHW65_0129/PHT69,WIPV17/30820,1.0,75.5,44.0,32.5,52.5,18.5,0.0892541301027511,1.9052258838839302,-0.6952917752577207,1.5849821132553767,28.162987345127206,42.590319306451036,44.247626351801415,11.041646419702428,91.60931182992701
MIH119_1205,22,9,1,PHN11_PHW65_0137/PHT69,PHN11_PHW65_0137/PHT69,WIPV17/30824,1.0,76.0,61.0,40.0,54.0,20.0,0.011621364329817212,2.3054072893322783,-0.008224174630539175,2.5273774406317173,34.71053092307312,59.188039302835776,41.36639992842481,14.757235631579732,96.27271099165053
MIH119_1206,21,9,1,PHN11_PHW65_0139/PHT69,PHN11_PHW65_0139/PHT69,WIPV17/30826,1.0,86.0,65.0,59.0,58.0,35.0,0.002773178828538516,2.3768374253806903,-0.6637280199742269,1.3408087323743658,49.71570344072251,64.84166326688857,29.87220834478314,4.534170793368145,90.52336183634
MIH119_1207,20,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0140/PHT69,WIPV17/30827,1.0,89.0,43.0,44.0,49.0,24.0,0.0167623579075404,2.168972500363195,-1.7465202780228162,1.3608280757723363,34.03826015249087,42.99345089172483,35.247650216593904,0.7504534768031909,87.48213969845153
