,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L1.End.Angle,RPlant.L1.End.Length,RPlant.L1.Mid.Angle,RPlant.L1.Mid.Length,RPlant.L1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
90,MIH119_1091,24,5,1,Mo44_PHW65_0151/PHT69,Mo44_PHW65_0147/PHT69,WIPV17/30661,,75.0,62.0,45.0,56.0,23.0,0.010067200392332878,2.25,-0.052337573028053516,2.0295731739321012,39.59797974644666,59.88740122992223,39.597979746446654,16.046780796356288,91.90492827072205,59.31112906990044,32.593799200821614,0.0
91,MIH119_1092,23,5,1,Mo44_PHW65_0151/PHT69,Mo44_PHW65_0151/PHT69,WIPV17/30663,1.0,80.0,82.0,41.0,53.0,21.0,0.0136242769439375,2.25,-0.012022295539787084,2.0034701933529933,34.77112853649689,80.75423574700106,39.99960775180691,14.239150568688288,110.52472761719079,56.20764866907923,54.31707894811157,0.0
92,MIH119_1093,22,5,1,Mo44_PHW65_0154/PHT69,Mo44_PHW65_0154/PHT69,WIPV17/30664,1.0,90.0,72.0,63.0,53.5,40.0,0.004067921355387355,2.25,-0.03983871659408209,2.0092124118981958,47.66884904407768,72.0,24.28849173606575,0.0,91.37344130563984,55.4042070846698,35.96923422097004,0.0
95,MIH119_1096,19,5,1,Mo44_PHW65_0159/PHT69,Mo44_PHW65_0159/PHT69,WIPV17/30667,1.0,80.0,67.0,45.0,45.0,25.0,0.019061290209559573,2.1445069205095586,-0.022157869124585658,1.929845208275376,31.81980515339464,65.98211945181794,31.819805153394636,11.634427903684331,88.25875661491187,47.41085951139788,40.84789710351401,0.0
96,MIH119_1097,18,5,1,Mo44_PHW65_0163/PHT69,Mo44_PHW65_0164/PHT69,WIPV17/30670,,60.0,58.0,38.0,49.0,20.0,0.025751597628093686,2.1465646169716632,-0.029826091794209447,1.9258970428791968,30.167412290957255,50.229473419497445,38.61252692672937,28.999999999999996,74.4434204764733,51.68807869258346,22.75534178388983,0.0
97,MIH119_1098,17,5,1,Mo44_PHW65_0163/PHT69,Mo44_PHW65_0163/PHT69,WIPV17/30669,1.0,85.0,60.0,40.0,48.0,20.0,0.016388928183002038,2.25,-0.03296105850363039,2.040062923726226,30.85380526495389,59.771681885504734,36.770133269710946,5.22934456485949,95.78885936883658,50.90895458417475,44.87990478466182,0.0
98,MIH119_1099,16,5,1,Mo44_PHW65_0165/PHT69,Mo44_PHW65_0165/PHT69,WIPV17/30671,1.0,65.0,60.0,39.0,58.0,21.0,0.022812147039814823,2.1095595296399567,-0.08894514220433188,1.873110711297133,36.500582680890574,54.378467222199,45.0744657645043,25.357095704441967,88.73848270858309,61.071644147860404,27.666838560722688,0.0
99,MIH119_1100,15,5,1,Mo44_PHW65_0167/PHT69,Mo44_PHW65_0174/PHT69,WIPV17/30676,,70.0,60.0,53.0,62.0,21.0,0.0057370551648593575,2.25,-0.3303955036449749,2.0389900394162153,49.51540162293215,56.381557247154504,37.31253143542699,20.521208599540124,83.97778570247979,65.20049665392949,18.777289048550312,0.0
100,MIH119_1101,14,5,1,Mo44_PHW65_0168/PHT69,Mo44_PHW65_0168/PHT69,WIPV17/30674,1.0,70.0,53.0,46.0,61.0,20.0,0.008550810401787517,2.25,-0.5995131347528094,2.079772922661897,43.87972782065772,49.803708901653145,42.37416059799883,18.127067596260442,90.06542786903114,64.56968808604896,25.49573978298215,0.0
101,MIH119_1102,13,5,1,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0176/PHT69,WIPV17/30678,,90.0,60.0,52.0,52.0,30.0,0.008520729907466305,2.2169239376810483,-0.0971697041115414,1.968135660743139,40.97655918754954,60.0,32.01439671693423,0.0,93.45097493399805,54.667997282999885,38.78297765099816,0.0
102,MIH119_1103,12,5,1,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0171/PHT69,WIPV17/30675,1.0,88.0,62.0,46.0,47.0,30.0,0.05907599060998538,1.7935911162630085,-0.16617138623635724,1.5615644188914468,33.80897061591661,61.96223127518394,32.64894341157287,2.16376879555506,90.99155521578768,48.595565676735816,42.39598953905186,0.0
103,MIH119_1104,11,5,1,Mo44_PHW65_0175/PHT69,Mo44_PHW65_0175/PHT69,WIPV17/30677,1.0,90.0,65.0,55.0,51.0,30.0,0.00659262559971227,2.25,-0.053369306257058415,2.005142372481703,41.776754258738585,65.0,29.252398253903348,0.0,92.60214410146162,53.493619079672534,39.10852502178908,0.0
104,MIH119_1105,10,5,1,Mo44_PHW65_0177/PHT69,Mo44_PHW65_0177/PHT69,WIPV17/30679,1.0,85.0,68.0,53.0,57.0,30.0,0.00637287012839582,2.25,-0.05080944297930125,2.0397782624126286,45.52222407269569,67.7412394702387,34.30345631966675,5.926590506840755,97.74791951922569,59.94239208506422,37.80552743416146,0.0
105,MIH119_1106,9,5,1,Mo44_PHW65_0178/PHT69,Mo44_PHW65_0178/PHT69,WIPV17/30680,1.0,76.0,65.0,44.0,56.0,20.0,0.010658931998808697,2.25,-0.03539606013255879,2.05403648601277,38.90086874570385,63.069222207939774,40.28302881896446,15.724923213978402,95.48075185065869,59.339460977952854,36.141290872705845,0.0
106,MIH119_1107,8,5,1,Mo44_PHW65_0179/PHT69,Mo44_PHW65_0179/PHT69,WIPV17/30681,1.0,63.0,64.0,45.0,47.0,25.0,0.018135848804021713,2.144506920509559,-0.0021626332839595184,2.3874212311547716,33.23401871576774,57.024417548055546,33.23401871576773,29.055391983330992,73.84925971652918,49.51800882301557,24.3312508935136,0.0
107,MIH119_1108,7,5,1,Mo44_PHW65_0180/PHT69,Mo44_PHW65_0180/PHT69,WIPV17/30682,1.0,80.0,64.0,50.0,54.0,27.0,0.007998413864691547,2.25,-0.04785272452728349,2.0161580930123635,41.36639992842481,63.02769619278131,34.71053092307312,11.113483370683541,90.52892145926928,56.9762365960634,33.55268486320588,0.0
108,MIH119_1109,6,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0193/PHT69,WIPV17/30689,,80.0,55.0,45.0,52.0,25.0,0.01615428550778492,2.144506920509559,-0.1163268435294493,1.9099887318498094,36.76955262170048,54.16442641567144,36.76955262170047,9.550649771681169,88.36626061651664,54.78588210205977,33.580378514456875,0.0
109,MIH119_1110,5,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0185/PHT69,WIPV17/30684,1.0,80.0,76.0,47.0,69.0,27.0,0.012259599300846118,2.1046420960694485,-0.07699922842080614,1.9056070948389259,50.46340541172276,74.84538922892781,47.05788684431239,13.197261502686706,115.89802879889166,72.46978067641581,43.428248122475864,0.0
110,MIH119_1111,4,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0200/PHT69,WIPV17/30691,,42.0,54.0,34.0,66.0,14.0,0.016297859843915234,2.25,0.0,0.0,36.90673162906929,36.13305274337834,54.71647978863275,40.129820575779284,69.87966664867565,69.87966664867565,0.0,1.0
111,MIH119_1112,3,5,1,Mo44_PHW65_0188/PHT69,Mo44_PHW65_0188/PHT69,WIPV17/30686,1.0,52.0,64.0,40.0,64.0,15.0,0.011438712151932779,2.25,-0.10546796195479165,2.024608619533075,41.13840701993852,50.4326882308302,49.02684435961459,39.40233442084213,81.89399929530597,67.878606112233,14.015393183072966,0.0
112,MIH119_1113,3,6,1,Mo44_PHW65_0191/PHT69,Mo44_PHW65_0191/PHT69,WIPV17/30688,1.0,70.0,69.0,55.0,59.0,21.0,0.005494853500531742,2.25,-0.03314890426370099,2.0447291457324903,48.32997061305051,64.83879083422768,33.84100974471172,23.59938988947114,82.00529885045836,61.88477501373881,20.120523836719556,0.0
113,MIH119_1114,4,6,1,Mo44_PHW65_0195/PHT69,Mo44_PHW65_0195/PHT69,WIPV17/30690,1.0,30.0,60.0,20.0,67.0,20.0,2.7474774194546194,1.0000000000000002,-1.5523534329889979,1.0,22.915349602819813,30.000000000000007,62.959405592655855,51.96152422706631,80.08226531537437,67.0,13.08226531537437,0.0
114,MIH119_1115,5,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0207/PHT69,WIPV17/30693,1.0,30.0,74.0,25.0,80.0,22.0,1.2463017881441487,1.1541519543467769,-2.939730768659378,0.9068709780955485,33.809460939255956,37.00000000000001,72.50462296293199,64.08587988004845,89.13667901693758,80.12927321498667,9.0074058019509,0.0
115,MIH119_1116,6,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0187/PHT69,WIPV17/30685,,60.0,60.0,45.0,64.0,20.0,0.008519591661447324,2.25,-0.3287353921291632,2.0163876494453055,45.254833995939045,51.96152422706632,45.25483399593904,29.999999999999996,85.05197145625402,67.78414750845766,17.267823947796373,0.0
116,MIH119_1117,7,6,1,Mo44_PHW65_0210/PHT69,Mo44_PHW65_0210/PHT69,WIPV17/30694,1.0,90.0,56.0,60.0,49.0,49.0,0.08677234219036138,1.5056487962435106,-1.715621641576806,1.019721274708236,42.4352447854375,56.0,24.499999999999996,0.0,77.61861372961332,49.61314569274715,28.005468036866148,0.0
117,MIH119_1118,8,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0230/PHT69,WIPV17/30702,,90.0,55.0,45.0,38.0,27.0,0.04208923494127602,1.9626105055051508,-0.08806558950896928,1.7144050306015195,26.870057685088806,55.0,26.870057685088803,0.0,79.70765133206658,39.66101978713509,40.04663154493149,0.0
118,MIH119_1119,9,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0224/PHT69,WIPV17/30700,,70.0,51.0,45.0,57.0,25.0,0.01454301770344096,2.144506920509559,-0.38346102236808827,2.013120521839417,40.305086527633215,47.92432366008133,40.30508652763321,17.443027309609104,84.8245799073407,60.053755381104,24.770824526236705,0.0
119,MIH119_1120,10,6,1,Mo44_PHW65_0217/PHT69,Mo44_PHW65_0217/PHT69,WIPV17/30696,1.0,63.0,59.0,45.0,65.0,33.0,0.1266278899673203,1.539864963814583,-1.6230374627282553,1.3078012405631947,45.96194077712559,52.5693849271137,45.961940777125584,26.785439484633258,86.67693948398843,66.31126625601824,20.365673227970195,0.0
120,MIH119_1121,11,6,1,Mo44_PHW65_0218/PHT69,Mo44_PHW65_0218/PHT69,WIPV17/30697,1.0,73.0,55.0,40.0,64.0,20.0,0.011438712151932779,2.25,-0.20731784272121231,2.078297646972347,41.13840701993852,52.59676157796696,49.02684435961459,16.08044375975052,103.86503502235362,67.878606112233,35.98642891012062,0.0
121,MIH119_1122,12,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0220/PHT69,WIPV17/30698,1.0,76.0,59.0,45.0,54.0,20.0,0.010535412573117759,2.25,-0.05943640134657728,2.0344634280732405,38.18376618407357,57.24744785028379,38.18376618407356,14.273391840380397,89.26333416671397,57.19287446026115,32.07045970645283,0.0
122,MIH119_1123,13,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0223/PHT69,WIPV17/30699,,69.0,64.0,53.0,67.0,25.0,0.005206970705962077,2.25,-0.4262054341236161,2.0253184964048723,53.50857917316862,59.74914729582091,40.32160655118724,22.935548770899217,89.49534419531287,70.4586012227948,19.036742972518073,0.0
123,MIH119_1124,14,6,1,Mo44_PHW65_0253/PHT69,Mo44_PHW65_0253/PHT69,WIPV17/30111,1.0,90.0,62.0,50.0,54.0,20.0,0.007998413864691547,2.25,-0.07986249137039148,2.0068222695985614,41.36639992842481,62.0,34.71053092307312,0.0,99.11331744031006,56.9762365960634,42.137080844246675,0.0
124,MIH119_1125,15,6,1,Mo44_PHW65_0260/PHT69,Mo44_PHW65_0260/PHT69,WIPV17/30715,1.0,73.0,76.0,40.0,52.0,20.0,0.014828523825660725,2.25,-0.01115688746162077,2.0066153195919028,33.42495570370005,72.6791614531907,39.834311042186854,22.22024955892799,99.1798003394128,55.15136746618931,44.02843287322347,0.0
125,MIH119_1126,16,6,1,Mo44_PHW65_0271/PHT69,Mo44_PHW65_0271/PHT69,WIPV17/30118,1.0,75.0,65.0,44.0,61.0,26.0,0.026343670865607734,1.9799554047569479,-0.14229027655155008,1.7399478631989234,42.37416059799884,62.78517870878944,43.87972782065771,16.823237931663847,98.71306849062142,63.74805935620522,34.96500913441621,0.0
126,MIH119_1127,17,6,1,Mo44_PHW65_0288/PHT69,Mo44_PHW65_0288/PHT69,WIPV17/30721,1.0,78.0,63.0,50.0,61.0,25.0,0.006868055219369662,2.25,-0.11691566498101566,2.002475582696356,46.72871103025766,61.62329884622976,39.2100441908789,13.098436521518837,95.69748232564136,64.36204504370124,31.335437281940127,0.0
127,MIH119_1128,18,6,1,Mo44_PHW65_0296/PHT69,Mo44_PHW65_0296/PHT69,WIPV17/30122,1.0,80.0,53.0,44.0,50.0,22.0,0.012281070370271,2.25,-0.08346186898485032,2.0176109466132224,34.732918522949866,52.194810909647025,35.966990016932556,9.203353416347307,86.40168290148816,52.98166158745789,33.420021314030265,0.0
128,MIH119_1129,19,6,1,Mo44_PHW65_0307/PHT69,Mo44_PHW65_0307/PHT69,WIPV17/30724,1.0,78.0,66.0,52.0,60.0,32.0,0.013714531340193672,2.0483347891557444,-0.1266380837333315,1.8289332715907176,47.280645216403315,64.55774164843118,36.939688519539494,13.722171593972115,92.59428576781212,62.59178782487268,30.00249794293945,0.0
129,MIH119_1130,20,6,1,Mo44_PHW65_0315/PHT69,Mo44_PHW65_0315/PHT69,WIPV17/30725,1.0,66.0,69.0,45.0,64.0,26.0,0.01824100301718081,2.050303841579296,-0.09584026501822315,1.8030878051136927,45.254833995939045,63.03463657733946,45.25483399593904,28.06482837223021,92.68835104641138,67.1045292714239,25.58382177498748,0.0
130,MIH119_1131,21,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0316/PHT69,WIPV17/30726,,75.0,58.0,45.0,53.0,20.0,0.010784472573020207,2.25,-0.05927489063447103,2.0331864304451135,37.47665940288702,56.02369792476596,37.476659402887016,15.011504615946203,86.68584918883705,56.1337471554415,30.55210203339556,0.0
131,MIH119_1132,22,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0236/PHT69,WIPV17/30703,,90.0,42.0,40.0,40.0,22.0,0.03611590384960007,2.0768444658333474,-0.16664790056670262,1.8685944885987316,25.711504387461574,42.0,30.64177772475912,0.0,77.92485030413657,42.047308004229826,35.877542299906736,0.0
132,MIH119_1133,23,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0281/PHT69,WIPV17/30720,,70.0,60.0,40.0,48.0,20.0,0.016388928183002038,2.25,-0.021383333890898984,2.0474225076490242,30.85380526495389,56.381557247154504,36.770133269710946,20.521208599540124,82.27891005152401,50.90895458417475,31.369955467349257,0.0
133,MIH119_1134,24,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0317/PHT69,WIPV17/30727,,90.0,67.0,45.0,52.0,25.0,0.01615428550778492,2.144506920509559,-0.050696433348081105,1.9321972527601987,36.76955262170048,67.0,36.76955262170047,0.0,104.43568112667819,54.78588210205977,49.64979902461841,0.0
134,MIH119_1135,25,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0237/PHT69,WIPV17/30704,,88.0,59.0,50.0,47.0,25.0,0.009514232269701061,2.25,-0.04648820600686456,2.0442500313165017,36.00408882659197,58.96405879412665,30.211017655267344,2.059070305447557,87.71071339082367,49.59042814842555,38.12028524239811,0.0
135,MIH119_1136,26,6,1,Mo44_PHW65_0324/PHT69,Mo44_PHW65_0324/PHT69,WIPV17/30131,1.0,65.0,67.0,36.0,62.0,18.0,0.016161526612019465,2.236067977499789,-0.03455656822290542,2.02187271800274,36.442685642133334,60.72262173145555,50.159053651246744,28.315423536626863,99.80092450125105,65.66379324269379,34.13713125855727,0.0
136,MIH119_1137,27,6,1,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1.0,60.0,60.0,45.0,65.0,20.0,0.008356069653969697,2.25,-0.37809507853159174,2.0889867579508605,45.96194077712559,51.96152422706632,45.961940777125584,29.999999999999996,86.48457829162669,68.84327481327733,17.641303478349368,0.0
137,MIH119_1138,28,6,1,Mo44_PHW65_0333/PHT69,Mo44_PHW65_0333/PHT69,WIPV17/30733,1.0,80.0,61.0,47.0,54.0,25.0,0.009418990024277917,2.25,-0.05607029716549091,2.0329333942488135,39.49309988743521,60.07327293374469,36.827911443374916,10.592538837682751,92.08639935398506,57.121842021247694,34.964557332737364,0.0
138,MIH119_1139,29,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0336/PHT69,WIPV17/30734,1.0,58.0,65.0,40.0,68.0,20.0,0.01060390816748453,2.25,-0.1346295722902874,2.0025245670306524,43.70955745868468,55.12312625016769,52.09102213209051,34.44475217515832,94.0790060452359,72.12101899424756,21.95798705098834,0.0
139,MIH119_1140,30,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0350/PHT69,WIPV17/30738,,88.0,62.0,45.0,49.0,25.0,0.017291168623234675,2.144506920509559,-0.05758671061583915,1.9154703456146718,34.64823227814083,61.96223127518394,34.648232278140824,2.16376879555506,95.85337314898587,51.625158134633246,44.228215014352635,0.0
140,MIH119_1141,30,7,1,Mo44_PHW65_0339/PHT69,Mo44_PHW65_0339/PHT69,WIPV17/30735,1.0,75.0,69.0,50.0,62.0,27.0,0.00672986666892392,2.25,-0.054879539257890395,2.0299278323524432,47.494755473376635,66.64888201394571,39.85283180056543,17.85851411207393,95.99745243026591,65.41716053622093,30.580291894044976,0.0
141,MIH119_1142,29,7,1,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1.0,80.0,60.0,50.0,45.0,30.0,0.019394378896273972,2.0641777724759116,-0.05251457215924016,1.8307925816264485,34.47199994035401,59.088465180732484,28.925442435894265,10.418890660015819,78.83414526735558,47.064180260909716,31.769965006445844,0.0
142,MIH119_1143,28,7,1,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1.0,75.0,60.0,45.0,55.0,25.0,0.015149849353419086,2.144506920509559,-0.08188201395065745,1.9178722242946185,38.890872965260115,57.9555495773441,38.89087296526011,15.529142706151244,89.37277718415248,57.9466060694863,31.426171114666197,0.0
143,MIH119_1144,27,7,1,Mo44_PHW65_0397/PHT69,Mo44_PHW65_0397/PHT69,WIPV17/30146,1.0,88.0,61.0,50.0,52.0,26.0,0.008384784255150744,2.25,-0.062245826018136934,2.0389783795013345,39.834311042186854,60.96284044816484,33.42495570370004,2.128869298852559,94.41987039968458,54.86600561102401,39.55386478866058,0.0
144,MIH119_1145,26,7,1,Mo44_PHW65_0404/PHT69,Mo44_PHW65_0404/PHT69,WIPV17/30747,1.0,86.0,51.0,52.0,50.0,21.0,0.007914657920749949,2.25,-0.16131284218176956,2.1017060164079564,39.40053768033609,50.875766563251034,30.783073766282914,3.5575801609503905,83.33373574832228,52.643446064715945,30.690289683606327,0.0
145,MIH119_1146,25,7,1,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1.0,78.0,64.0,45.0,58.0,20.0,0.009635156105441373,2.25,-0.04910661126449795,2.062174981437027,41.01219330881976,62.601446446963564,41.012193308819754,13.306348212336596,98.31658764816598,61.429383679539754,36.88720396862622,0.0
146,MIH119_1147,24,7,1,Mo44_PHW65_0433/PHT69,Mo44_PHW65_0433/PHT69,WIPV17/30749,1.0,82.0,59.0,50.0,46.0,27.0,0.009773469959159379,2.25,-0.03732650202982401,2.0197803284490106,35.23804438347299,58.42581605575265,29.568230045580805,8.21121295664386,81.49639588620482,48.535312655905855,32.96108323029899,0.0
147,MIH119_1148,23,7,1,Mo44_PHW65_0435/PHT69,Mo44_PHW65_0435/PHT69,WIPV17/30750,1.0,90.0,65.0,65.0,45.0,35.0,0.004524413257994443,2.25,-0.030610370832289357,2.0181214571224886,40.783850416649244,65.0,19.017821778331474,0.0,78.51488515094752,46.43480811017426,32.08007704077325,0.0
148,MIH119_1149,22,7,1,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1.0,72.0,67.0,50.0,48.0,22.0,0.009267114421047822,2.25,-0.012652713866982909,2.0301484845876767,36.770133269710946,63.72078659177529,30.853805264953884,20.704138623121477,79.98208550901991,50.64554364094524,29.336541868074665,0.0
149,MIH119_1150,21,7,1,Mo44_PHW65_0446/PHT69,Mo44_PHW65_0446/PHT69,WIPV17/30752,1.0,75.0,62.0,40.0,51.0,20.0,0.015192854502129267,2.25,-0.02606218011395347,2.0558362498230864,32.78216809401351,59.88740122992223,39.068266599067876,16.046780796356288,91.2798199457167,54.09076424568568,37.18905570003103,0.0
150,MIH119_1151,20,7,1,Mo44_PHW65_0475/PHT69,Mo44_PHW65_0475/PHT69,WIPV17/30156,1.0,53.0,64.0,42.0,72.0,18.0,0.008750005448725411,2.25,0.0,0.0,48.17740365783779,51.11267264302674,53.50642743437238,38.51616148173109,76.34390238197939,76.34390238197939,0.0,1.0
151,MIH119_1152,19,7,1,MoG/PHT69,MoG/PHT69,,1.0,78.0,58.0,50.0,60.0,24.0,0.007011436562702642,2.25,-0.22632081899374465,2.0041035961147737,45.96266658713868,56.73256084256073,38.56725658119235,12.05887806743004,92.87448350813092,63.30692955118155,29.567553956949375,0.0
152,MIH119_1153,18,7,1,MoG/PHT69,MoG/PHT69,,1.0,62.0,59.0,42.0,65.0,20.0,0.009943339047000819,2.25,-0.2592973893892002,2.033330242471921,43.49348941332578,52.09390797867669,48.30441365603062,27.69882220436756,92.04158983049504,68.92157853928694,23.12001129120809,0.0
153,MIH119_1154,17,7,1,OH43/B37,LH74/PHN82,,,52.0,72.0,46.0,71.0,20.0,0.007072885617450383,2.25,-0.14575482885254934,2.0379185381730194,51.07312582404423,56.736774259683976,49.32074430258881,44.327626223447396,83.05000802091075,75.1548828542537,7.895125166657048,0.0
154,MIH119_1155,16,7,1,OH43/B37,LH74/PHN82,,,52.0,49.0,40.0,66.0,30.0,0.21791511389792254,1.4533631938113547,0.0,0.0,42.4239822393116,38.61252692672937,50.55893324585255,30.167412290957255,67.0416791058743,67.0416791058743,0.0,1.0
155,MIH119_1156,15,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,68.0,60.0,47.0,68.0,22.0,0.007060905446321965,2.25,-0.46940304505855823,2.2144446749308155,49.73205171010359,55.63103127400724,46.3758884842499,22.47639560495472,97.17592156904917,71.9312084712008,25.24471309784836,0.0
156,MIH119_1157,14,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,83.0,62.0,45.0,47.0,20.0,0.012532029971624486,2.25,-0.02817490137277832,2.0385784921339356,33.23401871576774,61.537861401761965,33.23401871576773,7.555899291119143,89.76374172003514,49.778983326523594,39.98475839351155,0.0
157,MIH119_1158,13,7,1,PHN11_PHW65_0001/PHT69,PHN11_PHW65_0001/PHT69,WIPV17/30757,1.0,60.0,40.0,35.0,59.0,15.0,0.017497220983053206,2.25,0.0,0.0,33.84100974471173,34.64101615137755,48.32997061305051,19.999999999999996,62.50239117065921,62.50239117065921,0.0,1.0
158,MIH119_1159,12,7,1,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1.0,64.0,59.0,28.0,54.0,18.0,0.2403096720291597,1.6364333643853435,-0.19477550801611618,1.420976843331381,25.351464390438107,53.028848731650854,47.67917001438205,25.863897660555565,90.86517927509463,55.18340885085613,35.6817704242385,0.0
159,MIH119_1160,11,7,1,PHN11_PHW65_0011/PHT69,PHN11_PHW65_0011/PHT69,WIPV17/30760,1.0,68.0,52.0,33.0,59.0,17.0,0.031151798432081802,2.1241165266735615,-0.14196660082468524,1.9273801243910318,32.13370306588661,48.21356043747295,49.48156350878001,19.479542857627425,97.33879408641471,62.0369475345611,35.30184655185361,0.0
160,MIH119_1161,10,7,1,PHN11_PHW65_0016/PHT69,PHN11_PHW65_0016/PHT69,WIPV17/30762,1.0,70.0,49.0,38.0,56.0,18.0,0.01532066647635348,2.25,-0.1707610780993708,2.0737086717258393,34.477042618236865,46.04493841850951,44.12860220197643,16.75898702295777,90.2161663588713,59.38453785400477,30.831628504866536,0.0
161,MIH119_1162,9,7,1,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1.0,62.0,59.0,40.0,75.0,16.0,0.009381569918861994,2.25,-1.534351120429462,2.1847428287420705,48.20907072649045,52.09390797867669,57.45333323392335,27.69882220436756,109.87476398861006,79.54524153777302,30.329522450837022,0.0
162,MIH119_1163,8,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1.0,78.0,56.0,45.0,48.0,27.0,0.033612966353116926,1.9626105055051508,-0.11372490853074266,1.7382604690783154,33.941125496954285,54.77626564109312,33.94112549695428,11.643054685794521,81.58138241923902,50.098130257433795,31.48325216180523,0.0
163,MIH119_1164,7,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,,62.0,66.0,45.0,58.0,25.0,0.014256401381760975,2.144506920509559,-0.04241488383777859,1.9187260810918765,41.01219330881976,58.27454112868918,41.012193308819754,30.985123143868794,81.63891929967872,61.10733003691281,20.531589262765895,0.0
164,MIH119_1165,6,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0023/PHT69,WIPV17/30766,1.0,90.0,58.0,50.0,56.0,25.0,0.0076429503484394205,2.25,-0.123604685722224,2.09005761983015,42.89848881466277,58.0,35.996106142446195,0.0,99.60945716743379,59.086467581102774,40.52298958633101,0.0
165,MIH119_1166,5,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,,77.0,64.0,60.0,59.0,28.0,0.004226307266110711,2.25,-0.10398444862395341,2.05581351867269,51.095498823281886,62.359684146255056,29.499999999999996,14.396867478007358,81.19017696425806,61.41550656419624,19.774670400061815,0.0
166,MIH119_1167,4,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0048/PHT69,WIPV17/30772,1.0,60.0,48.0,40.0,60.0,18.0,0.012399753047703873,2.25,-2.016051516174656,2.172542763066864,38.56725658119236,41.569219381653056,45.96266658713868,23.999999999999996,86.05305228027633,63.63619323021844,22.416859050057894,0.0
167,MIH119_1168,3,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0042/PHT69,WIPV17/30771,,74.0,61.0,45.0,64.0,20.0,0.008519591661447324,2.25,-0.14388591171941217,2.038059913713185,45.254833995939045,58.63696345223745,45.25483399593904,16.81387870483695,100.44858225234947,67.78414750845766,32.664434743891825,0.0
168,MIH119_1169,3,8,1,PHN11_PHW65_0049/PHT69,PHN11_PHW65_0049/PHT69,WIPV17/30773,1.0,90.0,71.0,58.0,50.0,22.0,0.00577498837660141,2.25,-0.03032836250503319,2.0196876605254332,42.4024048078213,71.0,26.495963211660246,0.0,92.98054935193224,52.21466610824613,40.76588324368612,0.0
169,MIH119_1170,4,8,1,PHN11_PHW65_0056/PHT69,PHN11_PHW65_0056/PHT69,WIPV17/30776,1.0,88.0,79.0,50.0,56.0,25.0,0.0076429503484394205,2.25,-0.023916110703325007,2.0186685112496314,42.89848881466277,78.95187533450857,35.996106142446195,2.7570602394975765,110.35661519853507,59.086467581102774,51.27014761743229,0.0
170,MIH119_1171,5,8,1,PHN11_PHW65_0058/PHT69,PHN11_PHW65_0058/PHT69,WIPV17/30778,1.0,40.0,75.0,35.0,77.0,12.0,0.012543556342971676,2.25,-0.3045432582357049,2.086751498990705,44.16538559903056,48.20907072649045,63.074707410252365,57.45333323392335,88.8481853738148,81.57091729052135,7.2772680832934515,0.0
