plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,End.Angle_L1,End.Length_L1,Mid.Angle_L1,Mid.Length_L1,Stem.Angle_L1,A1_L1,N1_L1,A2_L1,N2_L1,a_L1,b_L1,c_L1,d_L1,model_leaf_length_L1,End.Angle_L2,End.Length_L2,Mid.Angle_L2,Mid.Length_L2,Stem.Angle_L2,A1_L2,N1_L2,A2_L2,N2_L2,a_L2,b_L2,c_L2,d_L2,model_leaf_length_L2
MIH119_1136,26,6,1,Mo44_PHW65_0324/PHT69,Mo44_PHW65_0324/PHT69,WIPV17/30131,1.0,57.5,71.0,38.0,66.0,16.5,0.008259137031134406,2.683815216832852,-0.00022020356577962642,4.043550538441234,40.71890916009554,59.08797748268946,51.8910823347876,38.26224713155866,96.86475134009581,42.0,67.5,25.5,64.0,15.0,0.33912323151227153,1.7776274387506823,-5.33368005930865e-06,5.34173793804912,26.906809188789982,44.77847333231527,57.74709344786805,49.627537409936245,87.58975241459585
MIH119_1137,27,6,1,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1.0,66.0,59.0,50.0,59.5,24.0,0.001210446911544835,2.716716586083064,-0.9727321394836036,1.421833999860341,45.09807558436557,53.56140108609261,38.46753417004104,23.96149283687348,81.2827587859489,67.5,38.0,44.0,46.5,22.5,0.013355590974502249,2.3511442219160386,-3.993028182717552,1.53650812678768,31.41034350681953,34.24697915200514,33.95587188018919,15.257440682632348,68.31197909474447
MIH119_1138,28,6,1,Mo44_PHW65_0333/PHT69,Mo44_PHW65_0333/PHT69,WIPV17/30733,1.0,80.0,59.5,48.5,52.5,25.5,0.006036801350303139,2.3715795445488377,-0.18273783173858169,1.6559231170256754,39.280683243251545,58.59606130422638,34.80503976869421,10.332066571182356,87.79291431961158,50.0,53.0,33.0,64.0,29.0,0.8373056424261175,1.1715623107641873,-1.304644414664288,1.5502687975434066,34.85689824096174,40.600355485305826,53.67491634850714,34.06774331338658,84.79481233235677
MIH119_1139,29,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0336/PHT69,WIPV17/30734,1.0,71.5,64.0,47.5,60.0,24.0,0.004927506574421676,2.495681521021893,-0.2293116657405605,1.6677255828895876,43.15273188085613,58.94169611497382,40.95849841117245,19.967781984130394,90.89732992890677,73.0,56.0,46.5,55.5,25.0,0.015214462141351697,2.3355573613303133,-0.5073438173650211,1.6337939825800012,40.2534915959971,52.93947623236186,38.1810934606781,16.021639914061492,85.02041406212872
MIH119_1140,30,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0350/PHT69,WIPV17/30738,,86.0,62.0,46.5,50.5,24.5,0.010557894673512869,2.3194917351870843,-0.08788729914338908,1.8145014626218032,36.64588160148266,61.811294394008435,34.72151190440073,4.322266759074788,94.50072575542276,78.0,53.0,52.0,51.0,22.0,0.0002601174031907954,3.1679667069812836,-0.6307455923859865,1.4152940793324311,40.18854843394282,51.84182283889171,31.398735241608573,11.019319613341244,79.42866263415398
MIH119_1141,30,7,1,Mo44_PHW65_0339/PHT69,Mo44_PHW65_0339/PHT69,WIPV17/30735,1.0,70.5,66.0,46.0,59.0,24.0,0.0066225119404638025,2.3422904252026395,-0.07117857580069667,2.490295024846064,42.483034714736355,62.10112292271478,40.73447101364975,21.74146131292467,91.7692960789572,73.0,64.0,46.0,60.5,23.5,0.007431441080929712,2.3993563083533207,-0.334475381979116,2.0013717615559568,43.483120954332186,61.18397761182796,42.0518160491887,18.74231884470024,95.28397766561876
MIH119_1142,29,7,1,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1.0,81.0,63.0,49.0,50.5,26.0,0.010360232697966962,2.4065201035846284,-0.025401734821149158,2.1906667889921465,38.044055083544045,62.22307885883807,33.19837819599516,9.802157661690071,89.42963659604268,69.5,56.5,43.5,51.0,24.0,0.020346759568853314,2.154121617555764,-0.0974232716184171,2.4339217339406884,35.13202955723554,52.92149163432003,36.945377925639676,19.781876672049968,80.17228792866602
MIH119_1143,28,7,1,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1.0,73.0,60.0,45.5,56.5,23.0,0.008431965695674806,2.4210778085621567,-0.1302467061696293,1.816940068592515,40.306290692450936,57.34333205665156,39.590529225940976,17.53161598679032,89.18427648533104,70.5,57.0,46.5,57.5,24.5,0.009093123730438805,2.3247470714918164,-0.5501657592204892,1.4743052397863985,41.71644860724777,53.723106752194326,39.56938599469564,18.885529163911727,85.34681272447916
MIH119_1144,27,7,1,Mo44_PHW65_0397/PHT69,Mo44_PHW65_0397/PHT69,WIPV17/30146,1.0,85.0,56.5,47.0,54.0,22.0,0.002434291943465524,2.707770706685254,-0.6142324441256528,1.4341956578130066,39.36758989394535,56.228390011363246,36.85399226133225,4.68293527438798,95.26972416372386,88.0,33.0,44.0,44.0,22.0,0.00892192478015183,2.390163591016678,-2.5053963549754084,2.834684247070673,30.56496830019589,32.97989729163016,31.650951214900648,1.151683391182532,77.85356185017093
MIH119_1146,25,7,1,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1.0,77.0,61.5,45.0,56.0,17.5,0.000783182190272708,3.2397641135117508,-0.021131808592695537,2.5582371641594506,39.597979746446654,59.92444714862368,39.597979746446654,13.789870026358495,96.99832671362377,75.0,59.5,47.5,58.0,24.0,0.0044907208826953145,2.5161886437411334,-0.37426943487522996,1.8782981517159607,42.64108183006409,57.44802375778494,39.15615525491057,15.456389785026168,91.34135899310115
MIH119_1147,24,7,1,Mo44_PHW65_0433/PHT69,Mo44_PHW65_0433/PHT69,WIPV17/30749,1.0,76.0,61.0,49.0,52.0,22.5,0.003609946973678494,2.8785309869347566,-0.01613073437478296,2.500495273688672,39.17022213058093,58.813225582632434,34.18890260719729,14.879240993080494,85.92901916182541,70.5,55.5,42.5,56.5,18.5,0.0022896711357293965,2.7433469992999813,-0.4280400612541314,1.8237062039377567,37.95763882053969,51.62665903067522,41.77860065694528,18.194413531448323,89.66771743806461
MIH119_1148,23,7,1,Mo44_PHW65_0435/PHT69,Mo44_PHW65_0435/PHT69,WIPV17/30750,1.0,50.0,76.0,35.0,76.0,25.0,0.21500465784328635,1.5015999114836842,-0.0251391465983862,2.340318632953964,43.59180916267951,58.21937767704233,62.25555536596338,48.851858336176974,98.41754865592594,77.0,47.5,42.5,47.5,26.5,0.06322593096319215,1.8656537125717596,-0.6111248971325045,1.4680267354159808,31.864112889105066,46.281417922326156,34.676975673268245,10.658040023827464,77.78281500345133
MIH119_1149,22,7,1,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1.0,76.0,63.0,50.0,52.0,22.0,0.0006474405483221121,2.949693649541568,-0.24116721723893655,3.1457431688849646,39.83431104218686,60.91222200974778,33.424955703700036,15.474690552735186,87.12165515623255,88.0,50.0,54.0,45.5,26.0,0.0010131800238826292,2.8243775426198283,-0.8720027274726909,1.4195816507288919,36.82005426183174,49.963757988376855,26.718976763594647,1.692383742297193,77.76645344651901
MIH119_1150,21,7,1,Mo44_PHW65_0446/PHT69,Mo44_PHW65_0446/PHT69,WIPV17/30752,1.0,77.5,58.0,40.0,50.5,20.0,0.0126856184018183,2.3054072893322783,-0.033083844239979746,2.616683281050989,32.46077428917024,56.53350994629072,38.68524437750839,12.711891195185265,91.9471906529582,73.0,52.0,40.0,54.0,20.0,0.011621364329817212,2.3054072893322783,-0.3649024620942228,1.5770219492984028,34.71053092307312,49.72784731007785,41.36639992842481,15.203328645582307,88.19826984450611
MIH119_1151,20,7,1,Mo44_PHW65_0475/PHT69,Mo44_PHW65_0475/PHT69,WIPV17/30156,1.0,67.5,63.5,43.5,60.0,20.5,0.004783424652941736,2.563505534882617,-1.4139752007993152,2.1060621928343783,41.05926457739604,56.749780486872844,43.723776465663335,23.642033421107612,92.7656674333918,66.5,59.5,47.0,63.5,20.0,0.0005083181179059568,2.9608890469001206,-2.299748276029068,1.6458666669141042,46.32377477660573,54.60378552341014,43.304959411288884,23.585407353016034,91.90107204804859
MIH119_1152,19,7,1,MoG/PHT69,MoG/PHT69,,1.0,69.0,62.5,50.0,61.0,23.0,0.0009103877998076364,2.813208021970313,-0.6085387210208943,2.6992830928713683,46.72871103025766,57.378131448059065,39.21004419087889,22.77943903371501,87.08446264366822,49.5,52.0,32.5,56.5,24.5,1.5678898350082142,1.392360620804385,-0.6379482756963987,1.3996986054077998,27.38437280242377,33.50984500487973,47.41182649920879,31.13013252154787,74.2402967641672
MIH119_1153,18,7,1,MoG/PHT69,MoG/PHT69,,1.0,64.0,62.0,46.0,63.0,20.5,0.0022652797726887873,2.7892320159853314,-0.5059190837617669,1.9947941505867937,45.111100221791716,55.737181362722886,43.75722892345476,27.068352002147282,89.09484076991556,72.0,45.0,47.0,50.0,23.0,0.003835605953423222,2.5263423625470147,-1.7352407432546593,1.341592465931805,36.56768508095853,42.79754323328191,34.09991800312493,13.905764746872633,74.79422996665879
MIH119_1154,17,7,1,OH43/B37,LH74/PHN82,,,50.0,68.5,46.5,67.5,19.0,0.00040745421128188665,3.0727538394625884,-0.0224591572810684,3.1164386545662115,48.939881363835575,52.520593957857315,46.484319673294365,43.910557818386586,85.44224681669374,72.0,52.5,48.0,60.5,20.5,0.0017137018303651885,3.030744304118167,-0.5928902026800307,1.5118364907720008,44.671018129087564,49.91622762037528,40.67972772809495,16.163722261863533,81.72989678703503
MIH119_1155,16,7,1,OH43/B37,LH74/PHN82,,,56.0,56.5,37.5,64.0,25.0,0.13531712631075227,1.6885837969872208,-0.003185089118117441,2.9048991728310525,38.992860646538226,47.019076384466715,50.67317999588502,31.083706145478626,94.34960612561797,88.0,55.0,60.0,44.0,50.0,0.11083571587481036,1.4533631938113551,-0.4509191946909718,1.3437816674917398,38.1051177665153,54.96649548605027,22.0,1.9194723186375533,70.95507553139838
MIH119_1156,15,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,61.5,64.0,47.5,69.0,23.0,0.0019542395681890604,2.574341123030845,-1.170059952158189,1.5854908509972068,50.8760947467606,55.666685142829344,46.607515464684994,30.73979663841293,90.86963593912887,69.5,58.5,45.0,53.5,22.5,0.005908117211700957,2.4207722162068275,-0.6829509023242396,2.61027586559858,37.90466571594597,54.8436622359128,37.74423642172822,20.351482315163885,84.40011487118205
MIH119_1158,13,7,1,PHN11_PHW65_0001/PHT69,PHN11_PHW65_0001/PHT69,WIPV17/30757,1.0,66.0,49.5,40.0,60.5,17.5,0.0031104268724793838,2.680343763947993,-0.9434863013122478,1.316598088125377,38.84081508913884,45.376675306395796,46.08529552330822,19.11600133406095,95.74894119130084,74.5,45.0,40.0,50.0,23.5,0.04276824885708154,1.9984353600497,-1.0212896272950278,1.3393449118652356,30.85297774861752,42.96606190288699,38.39003871906815,11.60876739615067,81.83700769794969
MIH119_1159,12,7,1,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1.0,72.5,56.0,35.5,52.5,18.0,0.1208579150576545,2.2532098465793937,-0.0695044470374052,2.8841862314278046,30.06669037681277,52.68816539159658,42.48910439847987,17.077462153843904,92.64942144237871,78.0,46.0,43.5,47.5,26.0,0.03907770209106487,1.9467666048783316,-0.8120650048907758,1.3754439302541661,32.60019156084109,44.78732947922194,34.52456125792301,9.698046468258923,77.46918504070985
MIH119_1160,11,7,1,PHN11_PHW65_0011/PHT69,PHN11_PHW65_0011/PHT69,WIPV17/30760,1.0,74.0,52.5,39.0,54.5,21.0,0.02402387252964889,2.1343117235915603,-0.3800999184027544,1.5669542316470817,33.744521062606985,50.20418567356,42.41845128405369,14.341448136987367,90.57876288272008,82.0,44.0,44.0,46.0,21.0,0.005429253599370595,2.5157052671474647,-0.9547188539509138,1.3622415541306856,31.954285041113877,43.5717950246291,33.08963081557795,6.123616442242879,78.93737264207344
MIH119_1161,10,7,1,PHN11_PHW65_0016/PHT69,PHN11_PHW65_0016/PHT69,WIPV17/30762,1.0,73.0,49.5,40.0,53.5,19.0,0.007487271114724841,2.439194845312656,-0.7834585961459566,1.4164301113527675,34.30135177126931,47.27986236615465,41.014494150661776,14.42754090147058,87.21042545108017,57.5,49.0,35.0,53.0,19.0,0.07418214186113653,2.0606821725057487,-0.7054877574068229,1.7191088886876664,30.143534070578745,40.11399950872581,43.505652875097674,26.068696288410177,76.34718523199331
MIH119_1162,9,7,1,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1.0,75.0,56.5,47.0,63.5,23.5,0.003253292508413589,2.6084861818538005,-2.305855933895478,1.4731313511135644,45.13897721699386,53.03050631885393,44.00908317656598,14.791697513151306,99.06671990810536,71.5,45.0,39.5,50.0,22.5,0.06243495894437925,2.020997376318557,-1.0646449796968924,1.3545534439973044,31.87003611159293,41.5656047640354,38.52425252270877,15.64807111481604,77.59322427392419
MIH119_1163,8,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1.0,81.0,57.5,48.5,48.5,28.0,0.02007711964057469,2.1358431669707585,-0.1728189823750224,1.671018427005929,36.27682621184182,56.726528733910634,32.054268893955765,8.905117009293038,82.67155514174651,72.5,56.5,47.0,49.5,31.5,0.09079978782640208,1.7838244514725734,-0.29801373010966603,1.5773988079130117,36.059615594399354,51.4832536952951,33.900561819817725,17.77374725137961,73.89394274857005
MIH119_1164,7,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,,55.5,60.5,39.0,61.0,19.0,0.008359738321177585,2.478700121510757,-0.3949050524133581,2.6649181124190373,37.93454577489075,49.89178402047082,47.343554828663436,33.534184869173345,85.69658813097595,69.0,46.5,42.0,56.0,22.0,0.012654513701170357,2.2448600696969447,-1.0623331784125511,2.110243023152723,37.535553206120156,43.01394978665913,41.37470689911855,16.43697104274658,85.38243462496942
MIH119_1165,6,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0023/PHT69,WIPV17/30766,1.0,52.0,62.0,36.0,66.0,21.0,0.052533685031576766,1.8927079947417558,-0.2857157867984781,1.7219130943698775,38.79382665130323,48.85666672361676,53.39512162874653,38.17101147019081,87.43780540059568,66.5,49.5,42.0,52.5,22.0,0.014356121042154503,2.2304747290736118,-1.1979460379536562,1.9544929725343767,35.069053908241,45.051181975435256,39.02636487284801,20.144919078833816,78.59801102207119
MIH119_1166,5,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,,77.5,66.0,54.5,58.5,22.5,5.285794856060485e-05,3.510099655049772,-0.2535562941413224,2.2565760795631324,47.43432723810133,64.43686049807692,33.77571184072471,14.267431226807494,91.84515260818728,56.0,67.0,34.0,63.0,22.0,0.4976873508833394,1.7498231129378352,-0.01743876159275492,3.751732608121623,35.382796026682854,55.41021127260387,51.7094428338241,37.37465942340955,92.52966678774678
MIH119_1167,4,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0048/PHT69,WIPV17/30772,1.0,70.0,50.0,42.5,55.5,19.0,0.002791455391263947,2.664980270189381,-1.2139433710563885,1.856033728217464,37.31485121085314,46.389611269143934,41.0125562138263,16.51485261934019,86.92965029178345,70.5,44.5,36.5,49.0,20.0,0.05924498487169706,2.03891852406125,-0.5670132052428587,1.4704178790894609,28.78099389391515,41.83133115964126,39.37868080423499,14.77163466247432,79.52605862892997
MIH119_1168,3,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0042/PHT69,WIPV17/30771,,72.5,55.0,45.0,58.0,23.5,0.016199516402138212,2.3550439624798862,-0.8894246316625221,1.3725028465588514,41.012193308819754,52.48368682830198,41.012193308819754,16.383359136618814,89.19021256358411,70.0,61.0,47.0,56.0,25.0,0.007483866037880439,2.29970211998584,-0.060283082874645726,2.025301756252716,40.95580729067355,57.32124986794042,38.191908163499924,20.8632287428658,84.35208455852955
MIH119_1169,3,8,1,PHN11_PHW65_0049/PHT69,PHN11_PHW65_0049/PHT69,WIPV17/30773,1.0,70.0,83.0,50.0,56.0,26.0,0.0036936331382020336,2.4434569691118364,-9.224250435933082e-08,5.12300614370796,42.89848881466277,77.99448752523041,35.996106142446195,28.3876718960305,96.76272319642143,80.0,58.5,46.5,57.5,20.0,0.0023047097986835232,2.9466003532434537,-0.4069348976085915,1.8299836994754388,41.73978124695189,57.5367668111295,39.519354673395796,10.375630576538878,97.1625539632305
MIH119_1170,4,8,1,PHN11_PHW65_0056/PHT69,PHN11_PHW65_0056/PHT69,WIPV17/30776,1.0,88.0,66.5,47.5,52.0,25.0,0.01006306642823415,2.350115373684986,-0.2931429815977118,1.832885979948488,38.41980715580853,66.45948999676986,34.96861581970023,2.320816530716314,100.32423020249719,70.0,46.0,35.0,45.0,15.0,0.007537668477816166,2.6132101084413635,-0.0032192458377188985,3.0760390892797322,25.810939635797077,43.225860556151794,36.86184199300463,15.732926592980759,78.60648056087865
MIH119_1171,5,8,1,PHN11_PHW65_0058/PHT69,PHN11_PHW65_0058/PHT69,WIPV17/30778,1.0,55.0,66.0,40.5,65.0,13.5,0.00013436907623254067,3.5794346054946686,-0.025814993565931317,3.355154183924117,41.14519750848954,50.88577505564361,49.945800522289616,38.47424070174324,89.17162157252613,65.0,56.5,42.5,63.0,20.5,0.007513158912813028,2.4667033464115784,-0.7380260758604636,1.7467336036693284,42.360875383752216,50.7352821303568,46.55160772045513,24.379493511478888,91.76049972629431
MIH119_1172,6,8,1,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1.0,75.0,62.5,46.0,61.5,29.5,0.11715077822920855,1.8899479014884712,-1.5597217095507876,1.4325208499729545,44.54351657767398,60.15191546424772,42.190904214179824,16.072542039604038,95.94423496367712,79.5,46.5,43.5,51.0,26.5,0.03956006706728055,1.9263277179696612,-1.0485498820873376,1.3975586707286722,34.88403858701686,45.69770910944364,36.988067834401754,8.358664169086632,84.02580967809403
MIH119_1173,7,8,1,PHN11_PHW65_0062/PHT69,PHN11_PHW65_0062/PHT69,WIPV17/30781,1.0,68.5,53.5,30.0,57.0,15.0,0.037909188226544696,2.2419734456317,-0.4209969685862059,2.722135367243326,28.217404694028374,49.69568229644036,48.5266822324558,19.542842784252123,99.24394420844729,82.5,48.5,31.0,42.5,20.5,0.5876680561009295,1.6022286388608054,-0.29225756175224943,3.0285874504656265,22.55006243565407,48.042156175540754,35.12151539834252,6.3028719613239526,86.28796036568295
MIH119_1174,8,8,1,PHN11_PHW65_0064/PHT69,PHN11_PHW65_0064/PHT69,WIPV17/30183,1.0,73.5,55.5,47.0,56.0,19.0,0.004666797500873351,3.2389263472424537,-0.4833517386542774,1.6223372523520516,40.664949437888986,52.10883590462547,37.492884548033146,14.096246665409787,87.65217378588017,73.5,44.5,42.5,48.0,30.0,0.1666689396588846,1.5927070006901158,-1.065312795672409,1.3755379159726326,32.5261037239541,41.883961734671956,35.23775405946775,13.562777173019395,73.22717027255912
MIH119_1175,9,8,1,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1.0,64.0,64.0,44.0,64.0,25.5,0.02544988524719756,2.032174208871452,-0.6732139071491189,1.372807209551353,43.89823045418703,56.04773697215912,46.3617138487113,28.397780129270025,88.9370192532111,68.5,48.0,32.0,52.5,21.5,0.7562444386046115,1.5978589774008998,-0.21781683610832933,1.6846394247593628,27.618994503794926,44.711896567387505,43.70809857934272,17.415542075485998,86.09021254059928
MIH119_1176,10,8,1,PHN11_PHW65_0066/PHT69,PHN11_PHW65_0066/PHT69,WIPV17/30785,,76.0,56.5,41.5,55.5,25.0,0.044322325501899004,1.9034793779333248,-0.5185233083613662,1.3932481798241318,36.79221872331776,54.823914220969286,41.52678046035877,13.62417032091208,91.39698012362177,65.0,46.0,37.0,50.0,29.0,0.3888293911652879,1.3794936475082762,-1.5466093470330649,1.7612254657533088,29.924120769608464,41.826183433123866,39.9715400860046,18.734543869793054,77.1544002321596
MIH119_1177,11,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0070/PHT69,WIPV17/30787,,74.0,50.5,47.0,59.0,17.0,0.0006006167490470116,3.6261244009542377,-2.242063335030252,1.6107262543230485,43.019346927890304,47.83826399586296,40.259310786395226,14.124248177852076,92.32460373999193,82.5,38.5,37.0,47.0,20.0,0.057162465925824024,2.0793021042933364,-1.5467601000449016,1.3453679057901693,28.497326177843604,38.15991781018006,37.29544798003128,4.825867489412467,83.52260961351061
MIH119_1178,12,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0069/PHT69,WIPV17/30786,1.0,80.0,53.0,45.0,52.0,20.0,0.0018379955911197964,2.747477419454622,-0.4107489966777895,1.5374099461328128,36.76955262170048,52.19481090964704,36.76955262170047,9.203353416347307,88.48039099976478,67.0,50.0,43.0,49.0,23.0,0.016082077099774557,2.196867871843751,-0.16093760362504306,1.8221718930547537,33.417919643062426,46.02524267262202,35.83633137933936,19.536556424463686,73.16286402521439
MIH119_1179,13,8,1,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1.0,61.5,72.5,40.5,73.0,19.5,0.03813717212467057,2.504842822391188,-0.3999720724886515,2.3110248467176517,45.813076165199185,61.77726038526888,56.05198263162569,36.077703995489436,105.07939784601945,57.5,46.5,38.0,62.0,25.0,0.12167200700058975,1.6774969090812468,-0.4754881467564638,5.135615182417013,37.83001035135004,39.0749106088425,49.01525898409645,25.12619912695168,98.56678266953227
MIH119_1180,14,8,1,PHN11_PHW65_0074/PHT69,PHN11_PHW65_0074/PHT69,WIPV17/30791,1.0,85.0,57.0,50.0,56.0,21.0,0.0003077063939904866,3.104624251876729,-0.7501593694267529,1.4149285164898735,42.89848881466277,56.783097791229494,35.996106142446195,4.9678773366165165,95.5111086299405,56.5,54.0,39.0,62.5,28.5,0.3788749770582068,1.5127029012974234,-1.9516863370010824,1.4078869145334203,39.32014143901361,44.235885702030174,48.14108742692551,29.040011020381087,83.63473092630366
MIH119_1181,15,8,1,PHN11_PHW65_0075/PHT69,PHN11_PHW65_0075/PHT69,WIPV17/30792,1.0,81.0,75.5,56.0,54.5,20.5,0.00012423458269994022,4.135938873793242,-0.19317068627420206,3.3600528974790844,44.4966461688731,74.53317577149066,30.95899762575115,11.972759882526699,100.0528520854006,88.0,68.0,55.0,45.0,33.0,0.009261001965100914,2.1991550787238148,-0.020903110878120936,2.043059713683325,36.86184199300463,67.95857623729853,25.810939635797077,2.3731657757700657,87.67155557273735
MIH119_1182,16,8,1,PHN11_PHW65_0076/PHT69,PHN11_PHW65_0080/PHT69,WIPV17/30796,,69.5,61.0,43.5,62.0,18.0,0.0009362408597213204,2.9244211205583666,-0.1538857843895339,1.8863384931336555,42.644370926493735,57.117424120066175,44.97581882872761,21.3553298101286,96.43745140934669,60.0,45.0,27.0,60.0,20.0,0.523461275044918,1.3999096671234097,-1.326912946745042,1.2792344705348146,27.239429984372805,38.97114317029974,53.46039145130207,22.5,93.84510554882506
MIH119_1183,17,8,1,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1.0,70.0,61.0,49.0,66.0,17.5,5.466991046775393e-05,3.7095892090354528,-2.3568838200499824,1.6982324913559217,49.82614548132186,57.32124986794042,43.26695813282579,20.863228742865797,98.1548611858767,68.0,55.0,38.5,57.5,26.5,0.1636874426713014,1.599671146234123,-0.5414114965691794,1.6155105556563845,35.649164787872294,49.179780641042115,45.09046962104732,21.888080997403296,86.66806072403266
MIH119_1185,19,8,1,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1.0,77.0,60.5,51.5,55.5,28.5,0.015864883817118727,2.3672356094555296,-1.0579503392507337,2.0379354273045127,43.40219514746481,58.65644848057967,34.01739460572978,13.854977197360187,86.45857448873139,72.0,57.5,46.5,59.5,28.5,0.040203458356265535,1.9558752983590728,-0.8968219508839348,1.330206419359438,43.28012796434294,54.72253610006686,40.80065162387199,17.541909040948525,88.23945998840372
MIH119_1186,20,8,1,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1.0,81.5,66.0,58.0,64.0,29.5,0.0004318596513322732,2.835454135698464,-1.3382174543130234,1.289340768121855,54.26050915847807,65.26998177996494,33.86457645932852,9.772311042089944,95.07946929093427,85.5,51.5,50.5,52.5,31.0,0.01920201211987569,2.019312526303171,-1.1883601188128483,1.3865972469305166,40.51152349970315,51.34099946026302,33.389468214670714,4.0187404884090085,86.34609025218613
MIH119_1187,21,8,1,PHN11_PHW65_0086/PHT69,PHN11_PHW65_0086/PHT69,WIPV17/30799,1.0,82.0,61.0,42.0,54.5,25.5,0.04872111308824817,1.8897051854068216,-0.2945263773647142,1.5761239060898582,36.35462912761408,59.92217053521918,40.55845375908597,8.667645910629268,97.25436233373371,80.0,62.0,50.0,62.0,25.5,0.12464990805304313,2.9500492238096867,-1.3029541890807363,1.4021055369497009,47.65966864262185,60.71979520449585,37.548525449477246,11.326039981597564,95.69558666645945
MIH119_1188,22,8,1,PHN11_PHW65_0087/PHT69,PHN11_PHW65_0087/PHT69,WIPV17/30800,1.0,69.5,56.5,45.0,54.5,22.0,0.004595752093246107,2.475086853416295,-0.29433245872186603,2.3371778978327864,38.53731957466685,52.71762246236662,38.537319574666846,19.835956875447764,83.50811402439561,73.5,43.5,35.0,55.5,28.0,0.7261331894844508,1.3319774072286077,-1.3121944287213076,1.4004777548640701,31.5338716566933,41.68321396871138,45.414914452401625,12.388082320589252,90.86714553668209
MIH119_1189,23,8,1,PHN11_PHW65_0088/PHT69,PHN11_PHW65_0088/PHT69,WIPV17/30801,1.0,71.5,53.0,35.0,55.5,18.5,0.0711792983241647,2.1069118474937194,-0.6307549518705889,1.8322083845722443,31.890840680909648,49.67659298426894,45.16496205073797,16.273472639646563,94.09294524057069,77.5,42.0,40.0,45.0,21.0,0.027356448022112914,2.2068585637948313,-1.9725535604617703,1.412534862372576,28.92544243589427,40.82313992834825,34.47199994035401,8.248100405805832,77.35429953434658
MIH119_1190,24,8,1,PHN11_PHW65_0092/PHT69,PHN11_PHW65_0089/PHT69,WIPV17/30802,,64.0,53.5,38.5,54.5,13.5,0.00035347976523221534,3.3711687860432504,-0.3159936840579152,3.629347810501733,33.79210128633904,44.25259862871272,42.62959511524271,24.662370443398785,84.45446391596997,64.0,54.0,40.0,55.0,26.5,0.09579624873595896,1.8265054949964992,-0.6487865750876365,1.4041166845318809,34.26297300268681,47.810446397323524,42.34862553346179,22.894123864823843,81.54228109851189
MIH119_1191,25,8,1,PHN11_PHW65_0096/PHT69,PHN11_PHW65_0096/PHT69,WIPV17/30805,1.0,70.0,53.5,39.5,57.0,17.0,0.019121058062462774,2.8187749604890953,-0.520103784482136,2.021986100583473,36.084151027032256,50.20115276253228,43.896923693862995,18.401712771727176,92.10574592406084,62.5,43.0,40.0,53.0,34.5,0.5375798913198986,1.2274807150627836,-1.5938222224556833,1.6384189893588519,33.33721871298648,35.543059569796256,40.95006255906279,20.536607425908624,69.61781599905828
MIH119_1192,26,8,1,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1.0,72.5,59.5,45.5,61.5,20.0,0.0012117490465594432,2.8131450702278773,-0.6641490477384766,1.4391717262002786,43.80400205245345,56.69870710185636,43.13782523268054,17.854165581182848,95.5658564675613,72.5,48.0,41.0,51.0,13.0,0.00020218391303183372,3.8007563897812937,-0.22758608304076555,2.1564914449928416,33.519772000838444,44.367859209260146,38.42707730510353,15.12384846907465,84.22666505186605
