,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,LPlantL2.End.Angle,LPlantL2.End.Length,LPlantL2.Mid.Angle,LPlantL2.Mid.Length,LPlantL2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
113,MIH119_1114,4,6,1,Mo44_PHW65_0195/PHT69,Mo44_PHW65_0195/PHT69,WIPV17/30690,1.0,70,56.0,45.0,54.0,22.0,0.004640784847819219,2.475086853416295,-0.12645778788832487,1.8779102265099086,38.18376618407357,52.62278676401087,38.18376618407356,19.153128026237447,82.64241750326818,0.0
114,MIH119_1115,5,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0207/PHT69,WIPV17/30693,1.0,71,59.0,52.0,56.0,23.0,0.0003785447648573011,3.0153535223183807,-0.18425567426860676,1.7986126760610663,44.12860220197643,55.78559596035969,34.477042618236865,19.208521112972246,80.6903971952082,0.0
115,MIH119_1116,6,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0187/PHT69,WIPV17/30685,,76,52.0,52.0,49.0,28.0,0.004570187114308151,2.407220101764104,-0.768696454353053,1.2664219633877294,38.61252692672937,50.455377766351816,30.167412290957255,12.579938571182723,73.28004303505766,0.0
116,MIH119_1117,7,6,1,Mo44_PHW65_0210/PHT69,Mo44_PHW65_0210/PHT69,WIPV17/30694,1.0,89,49.0,57.0,50.0,32.0,0.0027327644594405277,2.4642990716530258,-2.1105326829702076,1.292297944492919,41.9335283972712,48.992537062663175,27.23195175075135,0.8551679154268921,80.1045116315504,0.0
117,MIH119_1118,8,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0230/PHT69,WIPV17/30702,,81,58.0,52.0,52.0,35.0,0.0361174750333097,1.827946090762794,-0.6872763137744774,1.2565474829065915,40.97655918754954,57.28592375451799,32.01439671693423,9.07319897233339,81.9927282789703,0.0
118,MIH119_1119,9,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0224/PHT69,WIPV17/30700,,81,55.0,61.0,47.0,45.0,0.027930938945950928,1.8040477552714234,-0.5174181037514207,1.2825902167645133,41.1071262355516,54.32285873273258,22.78605215157784,8.603895577212699,67.59833158207559,0.0
120,MIH119_1121,11,6,1,Mo44_PHW65_0218/PHT69,Mo44_PHW65_0218/PHT69,WIPV17/30697,1.0,85,49.0,52.0,48.0,30.0,0.00939246614574273,2.216923937681048,-1.0238004513380197,1.3377864244827031,37.82451617312265,48.81354020649553,29.5517508156316,4.2706313946352505,78.2071076381955,0.0
121,MIH119_1122,12,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0220/PHT69,WIPV17/30698,1.0,40,58.0,30.0,61.0,19.0,0.17142148969133017,1.6767469320095758,-0.09422967585120617,2.3455399094140037,30.500000000000007,37.28168136181928,52.827549630850754,44.43057770090073,74.04204943151788,0.0
122,MIH119_1123,13,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0223/PHT69,WIPV17/30699,,50,63.0,39.0,62.0,15.0,0.0007479096116170334,3.0221551550418093,-0.000356443113899849,4.487208942257043,39.017864245089925,48.260799916495614,48.18304961033219,40.495619410251976,81.73025932951926,0.0
123,MIH119_1124,14,6,1,Mo44_PHW65_0253/PHT69,Mo44_PHW65_0253/PHT69,WIPV17/30111,1.0,72,54.0,44.0,52.0,23.0,0.0106897792528479,2.275020184778687,-0.18507221859668205,1.7322944405185938,36.122235263867864,51.35705187993829,37.40566961760986,16.68691769624716,81.6847324197832,0.0
124,MIH119_1125,15,6,1,Mo44_PHW65_0260/PHT69,Mo44_PHW65_0260/PHT69,WIPV17/30715,1.0,59,61.0,37.0,61.0,25.0,0.14420165848528113,1.6160018754234489,-0.08619172357547243,1.930922704251513,36.71071641227495,52.287205342828855,48.71676611288486,31.417322569513303,86.77219760635414,0.0
125,MIH119_1126,16,6,1,Mo44_PHW65_0271/PHT69,Mo44_PHW65_0271/PHT69,WIPV17/30118,1.0,71,56.0,50.0,52.0,17.0,1.9328015180214272e-05,3.898050358924653,-0.010611165022636452,2.8234024689417336,39.834311042186854,52.949040233561746,33.42495570370004,18.231816649600773,80.1378680758595,0.0
126,MIH119_1127,17,6,1,Mo44_PHW65_0288/PHT69,Mo44_PHW65_0288/PHT69,WIPV17/30721,1.0,71,65.0,49.0,56.0,31.0,0.028324304984981948,1.9145345372821707,-0.03638789859779658,2.050781667115554,42.26373649247523,61.458707413955594,36.73930562346841,21.161930039715184,83.99595099679205,0.0
127,MIH119_1128,18,6,1,Mo44_PHW65_0296/PHT69,Mo44_PHW65_0296/PHT69,WIPV17/30122,1.0,88,55.0,47.0,46.0,30.0,0.045762406762442,1.8573970902098458,-0.6348297243793436,1.2540429975811023,33.64227027448184,54.96649548605027,31.37192456287493,1.9194723186375533,84.2766536855739,0.0
128,MIH119_1129,19,6,1,Mo44_PHW65_0307/PHT69,Mo44_PHW65_0307/PHT69,WIPV17/30724,1.0,61,41.0,32.0,51.0,10.0,0.00036478293221589033,3.5438101951196677,-0.21918411697856885,2.1433645087470206,27.02588247589345,35.85940799271523,43.250452903977724,19.87719443009982,82.64989934896678,0.0
129,MIH119_1130,20,6,1,Mo44_PHW65_0315/PHT69,Mo44_PHW65_0315/PHT69,WIPV17/30725,1.0,60,59.0,40.0,59.0,25.0,0.06514955112578992,1.7994549660566952,-0.1517402912468007,1.7994549660566947,37.924468971505824,51.095498823281886,45.196622144019706,29.499999999999996,82.30689917796893,0.0
130,MIH119_1131,21,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0316/PHT69,WIPV17/30726,,80,52.0,45.0,49.0,26.0,0.024147214755234323,2.0503038415792965,-0.6203848859370499,1.325472865915694,34.64823227814083,51.21000315663482,34.648232278140824,9.029705238680377,82.14153193299056,0.0
132,MIH119_1133,23,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0281/PHT69,WIPV17/30720,,66,53.0,40.0,55.0,32.0,0.35101242494380536,1.3428401130786118,-0.7466627177238535,1.2904123972896706,35.353318532759666,48.41790925505784,42.13244437154379,21.557042083017407,80.0966032178274,0.0
134,MIH119_1135,25,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0237/PHT69,WIPV17/30704,,89,59.0,63.0,45.0,47.0,0.023786777279305827,1.8301639045958158,-0.39110821756026753,1.3283850362319514,40.09529358847656,58.99101401422708,20.429572488279604,1.0296919797997273,73.30278569382018,0.0
135,MIH119_1136,26,6,1,Mo44_PHW65_0324/PHT69,Mo44_PHW65_0324/PHT69,WIPV17/30131,1.0,50,68.0,31.0,58.0,16.0,0.04028511990634764,2.095450001531905,-3.3865700000657606e-07,5.3825822355312045,29.872208344783154,52.09102213209051,49.71570344072251,43.70955745868467,85.01726852139333,0.0
136,MIH119_1137,27,6,1,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1.0,77,32.0,50.0,37.0,25.0,0.004615232719159487,2.5557238268604126,-2.603943049709442,1.776036056932604,28.343644395402187,31.179842073127528,23.78314155840195,7.198433739003679,56.5303327755787,0.0
137,MIH119_1138,28,6,1,Mo44_PHW65_0333/PHT69,Mo44_PHW65_0333/PHT69,WIPV17/30733,1.0,50,53.0,33.0,64.0,29.0,0.8373056424261175,1.1715623107641873,-1.304644414664288,1.5502687975434066,34.85689824096174,40.60035548530583,53.67491634850713,34.06774331338658,84.79481233235677,0.0
138,MIH119_1139,29,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0336/PHT69,WIPV17/30734,1.0,82,57.0,48.0,56.0,30.0,0.028762532718355164,1.9236373032060048,-0.8684890144621691,1.3078313676594666,41.61611022673408,56.44527991826951,37.47131395609606,7.93286675472373,91.50412398101736,0.0
139,MIH119_1140,30,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0350/PHT69,WIPV17/30738,,78,53.0,52.0,51.0,22.0,0.0002601174031907954,3.1679667069812836,-0.6307455923859865,1.4152940793324311,40.18854843394282,51.8418228388917,31.398735241608573,11.019319613341244,79.42866263415398,0.0
140,MIH119_1141,30,7,1,Mo44_PHW65_0339/PHT69,Mo44_PHW65_0339/PHT69,WIPV17/30735,1.0,72,66.0,47.0,58.0,22.0,0.001893844678655973,2.6542056961970824,-0.006955235128671324,2.6288604683808243,42.41851469391189,62.76973007548013,39.55590488362491,20.395121628746526,92.5792542585566,0.0
141,MIH119_1142,29,7,1,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1.0,69,56.0,45.0,53.0,27.0,0.030554927085528705,1.9626105055051508,-0.19381432632824228,1.6690079384560113,37.47665940288702,52.280503883843295,37.476659402887016,20.068605174536813,78.80585190607457,0.0
142,MIH119_1143,28,7,1,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1.0,68,54.0,46.0,56.0,26.0,0.015206925545696234,2.1231517804366185,-0.65076066105327,1.4716700883028642,40.28302881896447,50.06792814660652,38.900868745703846,20.22875604445925,80.27400860284354,0.0
144,MIH119_1145,26,7,1,Mo44_PHW65_0404/PHT69,Mo44_PHW65_0404/PHT69,WIPV17/30747,1.0,81,49.0,55.0,46.0,26.0,0.0006400979217642025,2.928137344567172,-0.7406457501234607,1.3617936793476895,37.68099403729362,48.39672868916175,26.384516072148116,7.665288786971312,71.29489645398034,0.0
145,MIH119_1146,25,7,1,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1.0,76,56.0,51.0,57.0,29.0,0.0077077007238027535,2.2278134432381234,-0.7189661119964863,1.4895230230955212,44.297319803047344,54.3365606714558,35.871262289840736,13.547626153581392,84.80633754573839,0.0
146,MIH119_1147,24,7,1,Mo44_PHW65_0433/PHT69,Mo44_PHW65_0433/PHT69,WIPV17/30749,1.0,61,55.0,40.0,62.0,18.0,0.003495319032924273,2.5824831209241412,-0.8029774550444411,1.542782328660297,39.85283180056544,48.104083892666765,47.494755473376635,26.66452911354854,89.50844591471396,0.0
147,MIH119_1148,23,7,1,Mo44_PHW65_0435/PHT69,Mo44_PHW65_0435/PHT69,WIPV17/30750,1.0,76,46.0,35.0,47.0,21.0,0.09456664654738559,1.8241030008062828,-0.21822425762922426,1.682256299248057,26.95809250849917,44.63360340869584,38.50014608158261,11.128407197584716,82.15061637012495,0.0
148,MIH119_1149,22,7,1,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1.0,89,53.0,53.0,44.0,25.0,0.0010562982843601246,2.8458568037913423,-0.3406656332278573,1.498095789842809,35.139962442080886,52.991927843288735,26.479861018690123,0.9249775411760262,79.12088586148477,0.0
150,MIH119_1151,20,7,1,Mo44_PHW65_0475/PHT69,Mo44_PHW65_0475/PHT69,WIPV17/30156,1.0,68,65.0,50.0,62.0,22.0,0.00045171877535455426,2.9496936495415684,-0.08603808558188539,2.0390550158318708,47.494755473376635,60.26695054684118,39.85283180056543,24.34942857203428,88.43693024654078,0.0
151,MIH119_1152,19,7,1,MoG/PHT69,MoG/PHT69,,1.0,78,48.0,47.0,47.0,31.0,0.05809613284117266,1.7847212416087703,-0.6379482756963987,1.3996986054077998,34.37362397610101,46.95108483522267,32.05392292293743,9.979761159252448,74.2402967641672,0.0
153,MIH119_1154,17,7,1,OH43/B37,LH74/PHN82,,,74,54.0,51.0,54.0,19.0,5.139338588723694e-05,3.586401754820039,-0.5928902026800307,1.5118364907720008,41.96588191867643,51.90813158066922,33.98330111669122,14.884417214117954,81.72989678703503,0.0
155,MIH119_1156,15,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,69,42.0,44.0,47.0,21.0,0.005255129237590829,2.5157052671474647,-1.365850948429453,1.3926238777270454,32.64894341157287,39.21037791288247,33.8089706159166,15.051453880902612,70.43707280972188,0.0
157,MIH119_1158,13,7,1,PHN11_PHW65_0001/PHT69,PHN11_PHW65_0001/PHT69,WIPV17/30757,1.0,83,47.0,50.0,44.0,31.0,0.026390640639511846,1.9834110521720612,-0.610239921105945,1.4097619180874714,33.70595549723503,46.64966912714213,28.282654826207725,5.727859140041931,72.14367254874439,0.0
158,MIH119_1159,12,7,1,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1.0,73,48.0,42.0,52.0,25.0,0.04078795759651765,1.9309227042515136,-0.9562674889934304,1.3489737536943724,34.79479153066063,45.902628286225706,38.643530924824496,14.033841826691361,81.41905750812337,0.0
159,MIH119_1160,11,7,1,PHN11_PHW65_0011/PHT69,PHN11_PHW65_0011/PHT69,WIPV17/30760,1.0,82,44.0,44.0,46.0,21.0,0.005429253599370595,2.515705267147465,-0.9547188539509138,1.3622415541306856,31.954285041113877,43.5717950246291,33.08963081557795,6.123616442242879,78.93737264207343,0.0
160,MIH119_1161,10,7,1,PHN11_PHW65_0016/PHT69,PHN11_PHW65_0016/PHT69,WIPV17/30762,1.0,70,47.0,38.0,48.0,18.0,0.011007346576555698,2.4045499105313772,-0.08487855794397452,2.0679333020170563,29.5517508156316,44.1655531769377,37.82451617312265,16.07494673630643,78.7754054313916,0.0
161,MIH119_1162,9,7,1,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1.0,81,35.0,39.0,40.0,25.0,0.11474188845485668,1.7365874633048355,-1.2562583527363531,1.3457357120631153,25.172815641993502,34.56909192082982,31.085838458278833,5.47520627640808,68.7000012887784,0.0
162,MIH119_1163,8,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1.0,57,62.0,46.0,61.0,35.0,0.15789649987735693,1.4788905535610382,-0.5125795494276165,1.347055494609813,43.87972782065772,51.99757521261629,42.37416059799883,33.76762017093167,73.97365792906542,0.0
163,MIH119_1164,7,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,,61,46.0,38.0,53.0,19.0,0.015359657983141255,2.2690182150725784,-1.1071364722579085,1.4132595673299446,32.63005819225989,40.2325065284122,41.76456994115626,22.301242531331503,77.32300915868404,0.0
164,MIH119_1165,6,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0023/PHT69,WIPV17/30766,1.0,62,56.0,40.0,54.0,21.0,0.017754496928799178,2.1859292733685347,-0.015980886053117635,2.5460860597693733,34.71053092307312,49.44506520009991,41.36639992842481,26.290407516009886,79.73531000799282,0.0
165,MIH119_1166,5,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,,52,67.0,28.0,59.0,24.0,0.9866053962616788,1.1942389365433919,-5.751975863516307e-07,5.198057926910969,27.69882220436756,52.79672049165037,52.09390797867668,41.24931884681911,89.05525434169267,0.0
166,MIH119_1167,4,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0048/PHT69,WIPV17/30772,1.0,66,44.0,31.0,52.0,18.0,0.1020042455292807,1.8492588353180548,-0.47986593578633974,1.547595763042734,26.781979895322827,40.196000136274435,44.57269963650984,17.896412295335207,84.18984286925605,0.0
168,MIH119_1169,3,8,1,PHN11_PHW65_0049/PHT69,PHN11_PHW65_0049/PHT69,WIPV17/30773,1.0,78,65.0,48.0,60.0,18.0,9.256020813417424e-05,3.418113853070613,-0.04165160560151742,2.194522926419987,44.588689528643656,63.57959404769737,40.14783638153149,13.514259903154356,101.02718029729058,0.0
169,MIH119_1170,4,8,1,PHN11_PHW65_0056/PHT69,PHN11_PHW65_0056/PHT69,WIPV17/30776,1.0,70,46.0,35.0,45.0,15.0,0.007537668477816165,2.6132101084413635,-0.0032192458377188985,3.0760390892797322,25.810939635797077,43.22586055615179,36.86184199300463,15.73292659298076,78.60648056087865,0.0
170,MIH119_1171,5,8,1,PHN11_PHW65_0058/PHT69,PHN11_PHW65_0058/PHT69,WIPV17/30778,1.0,70,49.0,45.0,58.0,20.0,0.0015186963893093267,2.747477419454622,-0.998131999709138,1.9743109679773614,41.01219330881976,46.04493841850951,41.012193308819754,16.75898702295777,87.97841228091049,0.0
171,MIH119_1172,6,8,1,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1.0,82,49.0,48.0,49.0,31.0,0.04264850286014538,1.8483696212719356,-0.9206523320956013,1.3390531937171746,36.41409644839232,48.523135368336945,32.78739971158405,6.819481947043206,79.61761919059637,0.0
172,MIH119_1173,7,8,1,PHN11_PHW65_0062/PHT69,PHN11_PHW65_0062/PHT69,WIPV17/30781,1.0,85,49.0,20.0,36.0,15.0,1.1173772227515886,1.3583554067242145,-1.8647705977078035e-06,4.608616959025039,12.312725159724078,48.81354020649553,33.8289343482927,4.2706313946352505,89.72841164207136,0.0
173,MIH119_1174,8,8,1,PHN11_PHW65_0064/PHT69,PHN11_PHW65_0064/PHT69,WIPV17/30183,1.0,65,52.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.5954080151637298,1.3742346705242747,36.76955262170048,47.1280049259058,36.76955262170047,21.97614961051637,71.8648733892274,0.0
174,MIH119_1175,9,8,1,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1.0,70,55.0,42.0,54.0,24.0,0.028369611678242306,2.0223405948650286,-0.23788887555137786,1.6382773820800867,36.13305274337834,51.68309414322496,40.129820575779284,18.81110788291178,83.6524102395301,0.0
175,MIH119_1176,10,8,1,PHN11_PHW65_0066/PHT69,PHN11_PHW65_0066/PHT69,WIPV17/30785,,60,38.0,34.0,53.0,24.0,0.25885646775055715,1.5149709331396808,-3.0008489316340117,1.7864652443117022,29.63722388394958,32.908965343808674,43.938991345417215,18.999999999999996,79.25302018952725,0.0
176,MIH119_1177,11,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0070/PHT69,WIPV17/30787,,80,34.0,34.0,41.0,20.0,0.1024165083924265,1.8531969192543942,-1.4118006473980578,1.268877497868844,22.92690904230062,33.48346360241507,33.99054047475671,5.904038040675632,72.63433185190291,0.0
178,MIH119_1179,13,8,1,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1.0,60,42.0,41.0,55.0,26.0,0.06959110816623312,1.7823019379785443,0.0,0.0,36.083246594477906,36.373066958946424,41.50902691225245,20.999999999999996,99.56281921657042,1.0
179,MIH119_1180,14,8,1,PHN11_PHW65_0074/PHT69,PHN11_PHW65_0074/PHT69,WIPV17/30791,1.0,68,55.0,45.0,65.0,29.0,0.04606301186502172,1.8040477552714238,-2.328160305723864,1.4777007567027203,45.96194077712559,50.99511200117331,45.961940777125584,20.60336263787516,93.22614792374706,0.0
182,MIH119_1183,17,8,1,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1.0,56,64.0,37.0,64.0,27.0,0.23092379299907348,1.4789330951976987,-0.10472275905525918,1.8624478279867656,38.516161481731096,53.05840464352267,51.11267264302674,35.788345822127795,87.02306685520693,0.0
183,MIH119_1184,18,8,1,PHN11_PHW65_0079/PHT69,PHN11_PHW65_0079/PHT69,WIPV17/30795,1.0,40,34.0,26.0,52.0,20.0,0.7081157972755165,1.3400342738168556,0.0,0.0,22.795299633032027,21.85477872934234,46.737290407556685,26.045511066045254,91.67063779002137,1.0
184,MIH119_1185,19,8,1,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1.0,74,64.0,48.0,67.0,27.0,0.00896008215150842,2.1796997891492684,-0.945882668673973,1.3640584474300084,49.790703306985414,61.52074854005241,44.8317506260435,17.640790772287946,100.41071186978763,0.0
185,MIH119_1186,20,8,1,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1.0,86,54.0,51.0,53.0,31.0,0.016011512785342182,2.055214000434281,-0.7066317659578835,1.4703067291936005,41.18873595721946,53.86845871403051,33.353980725641385,3.7668495821827666,87.91227007398666,0.0
186,MIH119_1187,21,8,1,PHN11_PHW65_0086/PHT69,PHN11_PHW65_0086/PHT69,WIPV17/30799,1.0,85,55.0,38.0,53.0,28.0,0.2492994530126273,1.469384554765873,-0.6765452697839168,1.2913101838972758,32.63005819225989,54.790708395046,41.76456994115626,4.793565851121199,97.26634242567079,0.0
187,MIH119_1188,22,8,1,PHN11_PHW65_0087/PHT69,PHN11_PHW65_0087/PHT69,WIPV17/30800,1.0,75,42.0,30.0,58.0,28.0,1.2972730884319938,1.0858379310397583,-1.5321087545525238,1.3258408275147568,29.000000000000007,40.56888470414087,50.22947341949744,10.870399894305871,99.21026671094062,0.0
188,MIH119_1189,23,8,1,PHN11_PHW65_0088/PHT69,PHN11_PHW65_0088/PHT69,WIPV17/30801,1.0,70,36.0,40.0,46.0,19.0,0.009177508402590004,2.4369222763188274,-3.6580350869437526,1.2662288854807828,29.568230045580812,33.828934348292705,35.23804438347299,12.312725159724074,72.57928037987914,0.0
189,MIH119_1190,24,8,1,PHN11_PHW65_0092/PHT69,PHN11_PHW65_0089/PHT69,WIPV17/30802,,53,52.0,32.0,62.0,16.0,0.026053565230325485,2.1791784033620965,-0.9877553010072958,1.4212159797544233,32.854994382458706,41.529046522459225,52.57898196169841,31.29438120390651,88.51334719329185,0.0
190,MIH119_1191,25,8,1,PHN11_PHW65_0096/PHT69,PHN11_PHW65_0096/PHT69,WIPV17/30805,1.0,80,37.0,45.0,44.0,40.0,0.5172777957079887,1.1917535925942102,-1.5938222224556833,1.6384189893588519,31.112698372208094,36.437886861451695,31.112698372208087,6.424982573676422,69.61781599905827,0.0
191,MIH119_1192,26,8,1,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1.0,85,43.0,40.0,46.0,14.0,0.00039539424325877134,3.3654448020627954,-0.3987843032794301,1.6899023085916354,29.568230045580812,42.83637201794506,35.23804438347299,3.7476969381493013,86.00159639902604,0.0
192,MIH119_1193,27,8,1,PHN11_PHW65_0101/PHT69,PHN11_PHW65_0101/PHT69,WIPV17/30807,1.0,68,51.0,35.0,56.0,20.0,0.05791670479564663,1.9238044001630872,-0.38847986758879016,1.5566782459601494,32.120280435658586,47.28637658290616,45.87251448018354,19.104936264211513,89.66782476998515,0.0
193,MIH119_1194,28,8,1,PHN11_PHW65_0103/PHT69,PHN11_PHW65_0103/PHT69,WIPV17/30808,1.0,72,34.0,36.0,52.0,20.0,0.04562694446693797,1.9961591899682063,-15.139959246071966,1.2852227719652969,30.564833119208604,32.33592155403522,42.068883707497264,10.506577808748212,86.00782384808363,0.0
194,MIH119_1195,29,8,1,PHN11_PHW65_0105/PHT69,PHN11_PHW65_0105/PHT69,WIPV17/30209,1.0,66,53.0,41.0,59.0,21.0,0.011296921374875915,2.2645693747684006,-1.1004714235462625,1.336655778969436,38.70748271043993,48.41790925505784,44.527865233143544,21.557042083017407,87.71064110716644,0.0
195,MIH119_1196,30,8,1,PHN11_PHW65_0106/PHT69,PHN11_PHW65_0118/PHT69,WIPV17/30817,,80,55.0,50.0,59.0,15.0,1.6501732617515634e-06,4.4476849576643325,-0.8692807449192282,1.5889364859563304,45.196622144019706,54.16442641567144,37.92446897150582,9.550649771681169,97.20173236499255,0.0
197,MIH119_1198,29,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0113/PHT69,WIPV17/30814,,65,58.0,41.0,55.0,23.0,0.026848432274349396,2.0479112178635708,-0.028186509774417487,2.2845326188719874,36.083246594477906,52.565851648125694,41.50902691225245,24.511859180960567,82.85312108210154,0.0
198,MIH119_1199,28,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0107/PHT69,WIPV17/30211,1.0,85,39.0,45.0,48.0,30.0,0.07575836969675481,1.7320508075688772,-2.677269027675585,1.5296935625050394,33.941125496954285,38.85159322557808,33.94112549695428,3.3990739671586683,80.52381965524944,0.0
199,MIH119_1200,27,9,1,PHN11_PHW65_0114/PHT69,PHN11_PHW65_0114/PHT69,WIPV17/30815,1.0,18,62.0,10.0,60.0,6.0,1.1586854099947574,1.6776391575730116,0.0,0.0,10.418890660015824,19.159053651246744,59.088465180732484,58.96550401029952,105.68095042934304,1.0
203,MIH119_1204,23,9,1,PHN11_PHW65_0129/PHT69,PHN11_PHW65_0129/PHT69,WIPV17/30820,1.0,55,31.0,30.0,62.0,23.0,0.5028561132190099,1.360151997579361,0.0,0.0,31.000000000000007,25.393713372958747,53.693575034635195,17.780869526882427,109.51771410933499,1.0
206,MIH119_1207,20,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0140/PHT69,WIPV17/30827,1.0,88,41.0,50.0,46.0,27.0,0.007119426160908057,2.3389481207989014,-2.303449321697862,1.4326195683323786,35.23804438347299,40.975023907782926,29.568230045580805,1.4308793648025397,77.5500726404662,0.0
207,MIH119_1208,19,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0141/PHT69,WIPV17/30828,1.0,75,86.0,45.0,50.0,24.0,0.01176435494312156,2.2460367739042155,-1.0379703792708711e-08,5.421613977314123,35.35533905932738,83.06962106085987,35.35533905932737,22.258437878816785,105.06825379331258,0.0
208,MIH119_1209,18,9,1,PHN11_PHW65_0144/PHT69,PHN11_PHW65_0144/PHT69,WIPV17/30230,1.0,75,52.0,50.0,52.0,25.0,0.002718035368067262,2.555723826860412,-0.9410187597120037,1.3048116176321232,39.834311042186854,50.22814296703155,33.42495570370004,13.458590345331078,78.27021053380457,0.0
209,MIH119_1210,17,9,1,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1.0,64,59.0,46.0,64.0,24.0,0.00602303547050678,2.3258391652661907,-1.0120973028811853,1.4968476622354443,46.037747221673676,53.028848731650854,44.458135709375824,25.863897660555565,88.07126487693235,0.0
213,MIH119_1214,13,9,1,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1.0,70,41.0,25.0,45.0,19.0,0.755400666000804,1.3542557731572857,-0.04962707195667471,2.117255331746904,19.017821778331474,38.527397452222246,40.783850416649244,14.022825876352417,80.20474807753571,0.0
214,MIH119_1215,12,9,1,PHN11_PHW65_0172/PHT69,PHN11_PHW65_0172/PHT69,WIPV17/30839,1.0,89,39.0,33.0,41.0,20.0,0.13478356448042125,1.7842326983325336,-0.7380264091704545,1.3583676814234245,22.330200435616113,38.99406011109926,34.38549328576238,0.680643851054057,80.25115274934973,0.0
215,MIH119_1216,11,9,1,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1.0,39,40.0,34.0,47.0,18.0,0.04401160109639762,2.0759237579704326,0.0,0.0,26.282066463125098,25.172815641993502,38.96476591008696,31.085838458278833,86.32106110574307,1.0
216,MIH119_1217,10,9,1,PHN11_PHW65_0178/PHT69,PHN11_PHW65_0178/PHT69,WIPV17/30841,1.0,80,58.0,63.0,54.0,20.0,2.080807990984177e-08,5.392228047059822,-0.3348697358249336,1.7128106487318935,48.11435230617187,57.118849674708066,24.515486985935524,10.071594304681959,77.67324236209465,0.0
217,MIH119_1218,9,9,1,PHN11_PHW65_0180/PHT69,PHN11_PHW65_0180/PHT69,WIPV17/30843,1.0,75,46.0,42.0,45.0,18.0,0.0026699844158611205,2.7711587039414796,-0.09271962241793351,2.0467133449738255,30.11087728614862,44.43258800929714,33.44151714648274,11.905676074715954,75.97151526360136,0.0
218,MIH119_1219,8,9,1,PHN11_PHW65_0184/PHT69,PHN11_PHW65_0184/PHT69,WIPV17/30844,1.0,80,44.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-4.164011176578451,1.3519890531719403,38.890872965260115,43.331541132537154,38.89087296526011,7.640519817344934,88.30000905859285,0.0
