plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,End.Angle,End.Length,Mid.Angle,Mid.Length,Stem.Angle,A1,N1,A2,N2,a,b,c,d,model_leaf_length
MIH119_1119,9,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0224/PHT69,WIPV17/30700,,75.5,53.0,53.0,43.5,35.0,0.024871500122157643,1.9742773378904914,-0.2587603605126674,2.5837949063516907,34.69569874150675,51.123591196406956,25.535161699519872,13.023461443410904,67.09052732310113
MIH119_1121,11,6,1,Mo44_PHW65_0218/PHT69,Mo44_PHW65_0218/PHT69,WIPV17/30697,1.0,85.0,52.0,51.0,48.5,28.0,0.006935638066369784,2.330190453396442,-0.818690334415553,1.3313093216816116,37.680346942976286,51.802124300770764,30.524171845136014,4.532098622878225,81.21095273274389
MIH119_1122,12,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0220/PHT69,WIPV17/30698,1.0,51.5,51.0,37.5,55.0,19.5,0.08673030318216561,2.212112175732099,-1.001423167742048,1.845260643117292,32.57411613907042,38.24298421305373,43.73789095449579,32.20307984472039,71.27964093861212
MIH119_1123,13,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0223/PHT69,WIPV17/30699,,57.0,52.0,46.0,54.0,20.5,0.0011374013913448824,2.8715001253790238,-0.00035644311389984904,4.487208942257043,37.8775488536327,42.55567790738074,37.9332703376632,29.234418214302075,81.73025932951926
MIH119_1124,14,6,1,Mo44_PHW65_0253/PHT69,Mo44_PHW65_0253/PHT69,WIPV17/30111,1.0,72.0,54.0,44.0,52.0,23.0,0.0106897792528479,2.275020184778687,-0.18507221859668205,1.7322944405185938,36.12223526386785,51.35705187993829,37.40566961760986,16.68691769624716,81.6847324197832
MIH119_1125,15,6,1,Mo44_PHW65_0260/PHT69,Mo44_PHW65_0260/PHT69,WIPV17/30715,1.0,59.0,61.0,37.0,61.0,25.0,0.14420165848528113,1.6160018754234489,-0.08619172357547243,1.9309227042515131,36.710716412274955,52.287205342828855,48.716766112884855,31.417322569513306,86.77219760635414
MIH119_1126,16,6,1,Mo44_PHW65_0271/PHT69,Mo44_PHW65_0271/PHT69,WIPV17/30118,1.0,72.5,53.5,48.5,53.0,20.0,0.0017149133646783847,3.212196360735834,-0.45690475045280127,2.127417964021585,39.66370546481103,50.986693363208005,35.12643357353748,16.144660898133864,81.45728565054652
MIH119_1127,17,6,1,Mo44_PHW65_0288/PHT69,Mo44_PHW65_0288/PHT69,WIPV17/30721,1.0,70.5,62.0,49.5,54.0,29.0,0.017182952796074506,2.126741329040536,-0.029712456152431652,2.1816677051510163,41.049023767331036,58.450286020162096,35.08213066358422,20.670559247964817,80.37674999299084
MIH119_1128,18,6,1,Mo44_PHW65_0296/PHT69,Mo44_PHW65_0296/PHT69,WIPV17/30122,1.0,83.0,54.5,46.0,49.5,28.5,0.038158666923985354,1.9100037978574982,-0.6723244635100241,1.2881003684053964,35.559464838684434,53.89323296283789,34.42429198288097,6.573351811398279,85.1178778169034
MIH119_1129,19,6,1,Mo44_PHW65_0307/PHT69,Mo44_PHW65_0307/PHT69,WIPV17/30724,1.0,66.5,49.5,38.5,54.0,18.5,0.014426449684693185,2.7532103503124095,-0.4424353596607341,1.72302677154135,33.66548450176334,45.51034296891706,41.77776971580547,18.900090051923385,84.60471169665382
MIH119_1130,20,6,1,Mo44_PHW65_0315/PHT69,Mo44_PHW65_0315/PHT69,WIPV17/30725,1.0,60.0,53.5,40.0,59.0,22.5,0.03775112323920797,2.052431127694487,-1.3533474375237855,1.7177229992762462,37.92446897150583,46.33235910246747,45.1966221440197,26.75,83.34130691764354
MIH119_1131,21,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0316/PHT69,WIPV17/30726,,80.5,52.0,48.5,47.5,28.5,0.018826666672413894,2.090242219322235,-0.5325917871846654,1.3652212572460884,35.448363472025015,51.284898433791,31.484330071560553,8.58214871038619,77.92666439338316
MIH119_1133,23,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0281/PHT69,WIPV17/30720,,64.0,50.0,35.0,57.0,26.0,0.294585832258594,1.4645484703965783,-0.8263344551190391,1.3428623071335841,32.426659266379836,44.9582230597137,46.613971597412835,21.81110276697714,85.98494799502618
MIH119_1135,25,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0237/PHT69,WIPV17/30704,,89.0,59.0,63.0,45.0,47.0,0.023786777279305827,1.830163904595816,-0.3911082175602675,1.3283850362319514,40.095293588476565,58.991014014227076,20.429572488279604,1.0296919797997273,73.30278569382018
MIH119_1136,26,6,1,Mo44_PHW65_0324/PHT69,Mo44_PHW65_0324/PHT69,WIPV17/30131,1.0,42.0,67.5,25.5,64.0,15.0,0.33912323151227153,1.7776274387506823,-5.33368005930865e-06,5.3417379380491194,26.906809188789985,44.77847333231527,57.747093447868046,49.62753740993624,87.58975241459585
MIH119_1137,27,6,1,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1.0,67.5,38.0,44.0,46.5,22.5,0.013355590974502247,2.3511442219160386,-3.9930281827175516,1.5365081267876801,31.410343506819526,34.24697915200514,33.95587188018919,15.257440682632348,68.31197909474447
MIH119_1138,28,6,1,Mo44_PHW65_0333/PHT69,Mo44_PHW65_0333/PHT69,WIPV17/30733,1.0,50.0,53.0,33.0,64.0,29.0,0.8373056424261175,1.1715623107641873,-1.304644414664288,1.5502687975434066,34.85689824096174,40.600355485305826,53.67491634850714,34.06774331338658,84.79481233235677
MIH119_1139,29,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0336/PHT69,WIPV17/30734,1.0,73.0,56.0,46.5,55.5,25.0,0.015214462141351696,2.3355573613303133,-0.5073438173650211,1.6337939825800012,40.253491595997104,52.939476232361855,38.181093460678085,16.021639914061492,85.02041406212872
MIH119_1140,30,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0350/PHT69,WIPV17/30738,,78.0,53.0,52.0,51.0,22.0,0.0002601174031907954,3.167966706981284,-0.6307455923859865,1.4152940793324311,40.18854843394282,51.84182283889171,31.398735241608573,11.019319613341244,79.42866263415398
MIH119_1141,30,7,1,Mo44_PHW65_0339/PHT69,Mo44_PHW65_0339/PHT69,WIPV17/30735,1.0,73.0,64.0,46.0,60.5,23.5,0.007431441080929713,2.3993563083533207,-0.334475381979116,2.001371761555957,43.48312095433219,61.183977611827956,42.0518160491887,18.742318844700236,95.28397766561875
MIH119_1142,29,7,1,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1.0,69.5,56.5,43.5,51.0,24.0,0.020346759568853314,2.154121617555764,-0.0974232716184171,2.4339217339406884,35.13202955723554,52.921491634320034,36.94537792563967,19.781876672049968,80.17228792866601
MIH119_1143,28,7,1,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1.0,70.5,57.0,46.5,57.5,24.5,0.009093123730438805,2.3247470714918164,-0.5501657592204892,1.4743052397863983,41.71644860724777,53.723106752194326,39.56938599469563,18.885529163911727,85.34681272447915
MIH119_1145,26,7,1,Mo44_PHW65_0404/PHT69,Mo44_PHW65_0404/PHT69,WIPV17/30747,1.0,81.5,46.5,52.5,46.5,23.0,0.0004411499097094039,3.1012267148868435,-1.1370159620060247,1.3613217749039714,36.84254143194279,45.98426185689542,28.297766863707736,6.894452614607095,74.16498686218918
MIH119_1146,25,7,1,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1.0,75.0,59.5,47.5,58.0,24.0,0.0044907208826953145,2.516188643741133,-0.37426943487523,1.8782981517159607,42.641081830064095,57.44802375778494,39.15615525491057,15.456389785026168,91.34135899310115
MIH119_1147,24,7,1,Mo44_PHW65_0433/PHT69,Mo44_PHW65_0433/PHT69,WIPV17/30749,1.0,70.5,55.5,42.5,56.5,18.5,0.0022896711357293965,2.7433469992999813,-0.4280400612541314,1.823706203937757,37.957638820539685,51.626659030675214,41.77860065694528,18.19441353144832,89.66771743806461
MIH119_1148,23,7,1,Mo44_PHW65_0435/PHT69,Mo44_PHW65_0435/PHT69,WIPV17/30750,1.0,77.0,47.5,42.5,47.5,26.5,0.06322593096319215,1.8656537125717594,-0.6111248971325045,1.4680267354159808,31.864112889105066,46.281417922326156,34.676975673268245,10.658040023827462,77.78281500345133
MIH119_1149,22,7,1,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1.0,88.0,50.0,54.0,45.5,26.0,0.0010131800238826292,2.8243775426198283,-0.8720027274726909,1.419581650728892,36.82005426183174,49.963757988376855,26.718976763594643,1.692383742297193,77.76645344651902
MIH119_1151,20,7,1,Mo44_PHW65_0475/PHT69,Mo44_PHW65_0475/PHT69,WIPV17/30156,1.0,66.5,59.5,47.0,63.5,20.0,0.0005083181179059568,2.96088904690012,-2.2997482760290677,1.6458666669141042,46.32377477660573,54.60378552341014,43.30495941128888,23.585407353016027,91.9010720480486
MIH119_1152,19,7,1,MoG/PHT69,MoG/PHT69,,1.0,49.5,52.0,32.5,56.5,24.5,1.5678898350082142,1.392360620804385,-0.6379482756963987,1.3996986054077998,27.384372802423773,33.509845004879736,47.411826499208786,31.13013252154787,74.2402967641672
MIH119_1154,17,7,1,OH43/B37,LH74/PHN82,,,72.0,52.5,48.0,60.5,20.5,0.0017137018303651885,3.030744304118167,-0.5928902026800307,1.5118364907720008,44.67101812908756,49.916227620375274,40.679727728094946,16.163722261863533,81.72989678703503
MIH119_1156,15,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,69.5,58.5,45.0,53.5,22.5,0.005908117211700957,2.4207722162068275,-0.6829509023242396,2.6102758655985796,37.90466571594597,54.8436622359128,37.74423642172822,20.351482315163885,84.40011487118204
MIH119_1158,13,7,1,PHN11_PHW65_0001/PHT69,PHN11_PHW65_0001/PHT69,WIPV17/30757,1.0,74.5,45.0,40.0,50.0,23.5,0.04276824885708154,1.9984353600496996,-1.0212896272950278,1.3393449118652356,30.85297774861752,42.96606190288699,38.390038719068144,11.60876739615067,81.83700769794969
MIH119_1159,12,7,1,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1.0,78.0,46.0,43.5,47.5,26.0,0.03907770209106487,1.946766604878332,-0.8120650048907758,1.375443930254166,32.60019156084109,44.78732947922194,34.52456125792301,9.698046468258925,77.46918504070985
MIH119_1160,11,7,1,PHN11_PHW65_0011/PHT69,PHN11_PHW65_0011/PHT69,WIPV17/30760,1.0,82.0,44.0,44.0,46.0,21.0,0.005429253599370595,2.5157052671474647,-0.9547188539509138,1.3622415541306856,31.954285041113877,43.5717950246291,33.08963081557795,6.123616442242879,78.93737264207344
MIH119_1161,10,7,1,PHN11_PHW65_0016/PHT69,PHN11_PHW65_0016/PHT69,WIPV17/30762,1.0,57.5,49.0,35.0,53.0,19.0,0.07418214186113652,2.0606821725057487,-0.7054877574068229,1.7191088886876664,30.143534070578742,40.11399950872581,43.50565287509768,26.068696288410177,76.34718523199331
MIH119_1162,9,7,1,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1.0,71.5,45.0,39.5,50.0,22.5,0.062434958944379254,2.020997376318557,-1.0646449796968924,1.3545534439973044,31.87003611159293,41.5656047640354,38.524252522708764,15.64807111481604,77.59322427392419
MIH119_1163,8,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1.0,72.5,56.5,47.0,49.5,31.5,0.09079978782640208,1.7838244514725734,-0.29801373010966603,1.5773988079130115,36.05961559439935,51.48325369529509,33.900561819817725,17.77374725137961,73.89394274857005
MIH119_1164,7,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,,69.0,46.5,42.0,56.0,22.0,0.012654513701170355,2.2448600696969447,-1.0623331784125511,2.110243023152723,37.535553206120156,43.01394978665913,41.37470689911855,16.43697104274658,85.38243462496942
MIH119_1165,6,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0023/PHT69,WIPV17/30766,1.0,66.5,49.5,42.0,52.5,22.0,0.014356121042154505,2.2304747290736113,-1.1979460379536562,1.9544929725343771,35.069053908240996,45.051181975435256,39.026364872848006,20.144919078833816,78.59801102207118
MIH119_1166,5,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,,56.0,67.0,34.0,63.0,22.0,0.4976873508833394,1.7498231129378352,-0.01743876159275492,3.751732608121623,35.38279602668285,55.410211272603874,51.709442833824106,37.374659423409554,92.52966678774678
MIH119_1167,4,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0048/PHT69,WIPV17/30772,1.0,70.5,44.5,36.5,49.0,20.0,0.05924498487169706,2.0389185240612506,-0.5670132052428587,1.4704178790894609,28.780993893915152,41.83133115964126,39.37868080423499,14.77163466247432,79.52605862892997
MIH119_1169,3,8,1,PHN11_PHW65_0049/PHT69,PHN11_PHW65_0049/PHT69,WIPV17/30773,1.0,80.0,58.5,46.5,57.5,20.0,0.002304709798683523,2.946600353243454,-0.4069348976085915,1.8299836994754388,41.73978124695189,57.53676681112951,39.519354673395796,10.375630576538878,97.1625539632305
MIH119_1170,4,8,1,PHN11_PHW65_0056/PHT69,PHN11_PHW65_0056/PHT69,WIPV17/30776,1.0,70.0,46.0,35.0,45.0,15.0,0.007537668477816166,2.6132101084413635,-0.0032192458377188985,3.076039089279732,25.810939635797077,43.225860556151794,36.86184199300463,15.732926592980759,78.60648056087865
MIH119_1171,5,8,1,PHN11_PHW65_0058/PHT69,PHN11_PHW65_0058/PHT69,WIPV17/30778,1.0,65.0,56.5,42.5,63.0,20.5,0.007513158912813028,2.4667033464115784,-0.7380260758604636,1.7467336036693284,42.360875383752216,50.735282130356794,46.55160772045513,24.379493511478884,91.76049972629431
MIH119_1172,6,8,1,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1.0,79.5,46.5,43.5,51.0,26.5,0.03956006706728055,1.9263277179696614,-1.0485498820873376,1.3975586707286722,34.88403858701686,45.69770910944365,36.98806783440175,8.358664169086632,84.02580967809403
MIH119_1173,7,8,1,PHN11_PHW65_0062/PHT69,PHN11_PHW65_0062/PHT69,WIPV17/30781,1.0,82.5,48.5,31.0,42.5,20.5,0.5876680561009295,1.6022286388608054,-0.29225756175224943,3.028587450465627,22.550062435654063,48.042156175540754,35.12151539834251,6.302871961323953,86.28796036568295
MIH119_1174,8,8,1,PHN11_PHW65_0064/PHT69,PHN11_PHW65_0064/PHT69,WIPV17/30183,1.0,73.5,44.5,42.5,48.0,30.0,0.1666689396588846,1.5927070006901158,-1.065312795672409,1.3755379159726326,32.5261037239541,41.883961734671956,35.23775405946775,13.562777173019397,73.22717027255912
MIH119_1175,9,8,1,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1.0,68.5,48.0,32.0,52.5,21.5,0.7562444386046115,1.5978589774008998,-0.21781683610832933,1.6846394247593628,27.61899450379493,44.71189656738751,43.70809857934272,17.415542075486,86.09021254059928
MIH119_1176,10,8,1,PHN11_PHW65_0066/PHT69,PHN11_PHW65_0066/PHT69,WIPV17/30785,,65.0,46.0,37.0,50.0,29.0,0.3888293911652879,1.3794936475082762,-1.5466093470330649,1.7612254657533088,29.924120769608464,41.826183433123866,39.971540086004595,18.734543869793058,77.1544002321596
MIH119_1177,11,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0070/PHT69,WIPV17/30787,,82.5,38.5,37.0,47.0,20.0,0.05716246592582403,2.0793021042933364,-1.5467601000449016,1.3453679057901693,28.497326177843604,38.15991781018006,37.29544798003127,4.825867489412467,83.52260961351061
MIH119_1179,13,8,1,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1.0,57.5,46.5,38.0,62.0,25.0,0.12167200700058976,1.6774969090812468,-0.4754881467564638,5.135615182417013,37.83001035135004,39.0749106088425,49.01525898409645,25.126199126951676,98.56678266953227
MIH119_1180,14,8,1,PHN11_PHW65_0074/PHT69,PHN11_PHW65_0074/PHT69,WIPV17/30791,1.0,56.5,54.0,39.0,62.5,28.5,0.3788749770582068,1.5127029012974234,-1.9516863370010824,1.4078869145334203,39.32014143901361,44.235885702030174,48.14108742692551,29.040011020381087,83.63473092630366
MIH119_1183,17,8,1,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1.0,68.0,55.0,38.5,57.5,26.5,0.1636874426713014,1.5996711462341233,-0.5414114965691794,1.6155105556563845,35.6491647878723,49.17978064104212,45.09046962104731,21.888080997403296,86.66806072403264
MIH119_1185,19,8,1,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1.0,72.0,57.5,46.5,59.5,28.5,0.040203458356265535,1.9558752983590728,-0.8968219508839348,1.330206419359438,43.28012796434294,54.72253610006686,40.800651623871985,17.541909040948525,88.23945998840372
MIH119_1186,20,8,1,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1.0,85.5,51.5,50.5,52.5,31.0,0.01920201211987569,2.019312526303171,-1.1883601188128483,1.3865972469305166,40.51152349970316,51.34099946026302,33.389468214670714,4.0187404884090085,86.34609025218612
MIH119_1187,21,8,1,PHN11_PHW65_0086/PHT69,PHN11_PHW65_0086/PHT69,WIPV17/30799,1.0,80.0,62.0,50.0,62.0,25.5,0.12464990805304312,2.950049223809687,-1.3029541890807363,1.4021055369497009,47.65966864262185,60.71979520449585,37.54852544947725,11.326039981597564,95.69558666645946
MIH119_1188,22,8,1,PHN11_PHW65_0087/PHT69,PHN11_PHW65_0087/PHT69,WIPV17/30800,1.0,73.5,43.5,35.0,55.5,28.0,0.7261331894844508,1.3319774072286075,-1.3121944287213076,1.40047775486407,31.5338716566933,41.683213968711385,45.41491445240163,12.388082320589252,90.8671455366821
MIH119_1189,23,8,1,PHN11_PHW65_0088/PHT69,PHN11_PHW65_0088/PHT69,WIPV17/30801,1.0,77.5,42.0,40.0,45.0,21.0,0.027356448022112914,2.206858563794831,-1.9725535604617703,1.412534862372576,28.92544243589427,40.82313992834825,34.47199994035401,8.248100405805832,77.35429953434658
MIH119_1190,24,8,1,PHN11_PHW65_0092/PHT69,PHN11_PHW65_0089/PHT69,WIPV17/30802,,64.0,54.0,40.0,55.0,26.5,0.09579624873595897,1.826505494996499,-0.6487865750876365,1.4041166845318809,34.26297300268681,47.810446397323524,42.3486255334618,22.894123864823836,81.54228109851189
MIH119_1191,25,8,1,PHN11_PHW65_0096/PHT69,PHN11_PHW65_0096/PHT69,WIPV17/30805,1.0,62.5,43.0,40.0,53.0,34.5,0.5375798913198986,1.2274807150627836,-1.5938222224556833,1.638418989358852,33.33721871298648,35.543059569796256,40.95006255906279,20.536607425908624,69.61781599905828
MIH119_1192,26,8,1,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1.0,72.5,48.0,41.0,51.0,13.0,0.00020218391303183374,3.800756389781294,-0.22758608304076555,2.1564914449928416,33.51977200083844,44.36785920926015,38.42707730510353,15.12384846907465,84.22666505186604
MIH119_1193,27,8,1,PHN11_PHW65_0101/PHT69,PHN11_PHW65_0101/PHT69,WIPV17/30807,1.0,63.5,54.0,32.5,54.0,19.5,0.1244470037540529,1.8002756660863315,-0.19425370129756164,2.8957597341381716,29.0601402178293,48.07245636146328,45.45291773848717,24.231053267042306,86.9725711134963
MIH119_1194,28,8,1,PHN11_PHW65_0103/PHT69,PHN11_PHW65_0103/PHT69,WIPV17/30808,1.0,79.0,44.0,38.0,52.0,20.0,0.028917595422249677,2.150783239650243,-7.7340954005196565,1.4212642301497016,31.99489441145433,43.10219013403286,40.951597374842066,7.13671369546549,91.77355130774549
MIH119_1195,29,8,1,PHN11_PHW65_0105/PHT69,PHN11_PHW65_0105/PHT69,WIPV17/30209,1.0,74.0,46.0,43.0,52.5,17.5,0.005662454566402518,3.137675154152123,-0.9120724035595351,1.670668099902223,35.61719732251056,43.51918196798954,38.52738858386236,13.49239651022998,84.01838851601718
MIH119_1196,30,8,1,PHN11_PHW65_0106/PHT69,PHN11_PHW65_0118/PHT69,WIPV17/30817,,81.0,53.0,47.5,57.0,19.5,0.005224321677740641,3.346860865784274,-0.8841126910636731,1.5215531942321436,42.04374755463991,52.33404896074576,38.40767096838296,8.324238960322253,94.79552109299858
MIH119_1198,29,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0113/PHT69,WIPV17/30814,,73.5,45.5,36.0,49.0,19.5,0.04138046134385834,2.0716806096977374,-0.48929819728311613,1.8908228168319274,29.114941907805118,42.62234895829876,39.18361042122164,14.552285756321364,81.0914804794744
MIH119_1199,28,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0107/PHT69,WIPV17/30211,1.0,85.0,39.0,45.0,48.0,30.0,0.07575836969675481,1.7320508075688772,-2.677269027675585,1.5296935625050394,33.941125496954285,38.85159322557808,33.94112549695428,3.3990739671586683,80.52381965524944
MIH119_1204,23,9,1,PHN11_PHW65_0129/PHT69,PHN11_PHW65_0129/PHT69,WIPV17/30820,1.0,62.5,46.5,35.0,59.0,22.5,0.2639973633818263,1.7184982317063544,-0.008183940511971707,2.5403030582728885,33.498053071223104,41.827327930842536,48.296031924648986,19.493059206536945,92.2256493031066
MIH119_1207,20,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0140/PHT69,WIPV17/30827,1.0,76.5,48.5,50.0,53.0,24.5,0.003800483228670084,2.6443208851702344,-1.820223439347496,1.4857791522729729,40.60035548530584,45.86412999091767,34.06774331338658,12.548751011140855,79.27630044352011
MIH119_1208,19,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0141/PHT69,WIPV17/30828,1.0,75.0,86.0,45.0,50.0,24.0,0.01176435494312156,2.2460367739042155,-1.0379703792708711e-08,5.421613977314123,35.355339059327385,83.06962106085987,35.35533905932737,22.258437878816785,105.06825379331256
MIH119_1209,18,9,1,PHN11_PHW65_0144/PHT69,PHN11_PHW65_0144/PHT69,WIPV17/30230,1.0,78.5,45.5,45.5,48.5,22.5,0.006591683564067419,2.4720347550209327,-1.1465990880112051,1.3429266847955268,34.678483673379844,44.42429882397639,33.693443406862386,9.443170641386814,78.21582290780714
MIH119_1210,17,9,1,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1.0,49.5,68.5,40.5,71.0,23.0,0.04703329013232433,2.0294568188760156,-1.0120973028811853,1.4968476622354443,45.38835462852764,48.88390538351622,54.1759975819586,44.87887855754846,88.07126487693233
MIH119_1214,13,9,1,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1.0,46.0,35.5,22.5,51.0,19.5,1.7514390427277118,1.177127886578643,-0.04962707195667471,2.117255331746904,19.256484973947302,24.88279762734981,47.17316490072301,20.919170756678017,80.20474807753571
MIH119_1215,12,9,1,PHN11_PHW65_0172/PHT69,PHN11_PHW65_0172/PHT69,WIPV17/30839,1.0,79.5,41.0,38.5,45.5,22.0,0.07557734678809842,1.976602599347864,-1.306231099527949,1.3786961719244335,28.531559479282986,39.700421402446665,35.17624165134747,7.693755007028908,77.56184618173253
MIH119_1216,11,9,1,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1.0,48.5,47.0,32.0,51.0,16.5,0.04086539697994848,2.1153121481748425,-0.0005581155276370061,3.5905152996676377,26.891033231562552,35.483706417220255,43.298081559115545,29.850739363435952,87.29538307392788
MIH119_1217,10,9,1,PHN11_PHW65_0178/PHT69,PHN11_PHW65_0178/PHT69,WIPV17/30841,1.0,80.0,55.0,56.5,46.0,22.5,0.002213846244500304,3.9739759369601177,-0.16799451649888428,2.3955579509429112,38.612020572346516,54.16442641567144,24.470708077012006,9.550649771681169,73.7269326740576
MIH119_1218,9,9,1,PHN11_PHW65_0180/PHT69,PHN11_PHW65_0180/PHT69,WIPV17/30843,1.0,75.0,46.0,42.0,45.0,18.0,0.0026699844158611205,2.77115870394148,-0.09271962241793352,2.046713344973825,30.110877286148618,44.43258800929714,33.44151714648274,11.905676074715956,75.97151526360136
MIH119_1219,8,9,1,PHN11_PHW65_0184/PHT69,PHN11_PHW65_0184/PHT69,WIPV17/30844,1.0,80.0,51.5,47.5,58.0,37.5,0.2350267341121552,1.4619022000815436,-2.572310675784203,1.3722278033958386,42.80979199775889,50.71759928012871,39.0504585780695,8.94288114984691,90.43304821190189
MIH119_1220,7,9,1,PHN11_PHW65_0190/PHT69,PHN11_PHW65_0190/PHT69,WIPV17/30246,1.0,89.0,57.0,44.0,51.0,21.0,0.004643204604951723,2.5157052671474647,-0.28405106160622634,1.573915376153585,35.42757689340887,56.991318623914296,36.68632981727121,0.99478716692516,97.27657059903507
MIH119_1221,6,9,1,PHN11_PHW65_0194/PHT69,PHN11_PHW65_0194/PHT69,WIPV17/30247,1.0,80.0,47.0,40.0,47.0,26.0,0.10229672610230198,1.7204091972705478,-0.6139168976361692,1.3734620163243478,30.21101765526735,46.285964391573785,36.00408882659197,8.161464350345726,80.92112063888817
MIH119_1222,5,9,1,PHN11_PHW65_0205/PHT69,PHN11_PHW65_0205/PHT69,WIPV17/30848,1.0,72.5,32.5,46.0,56.5,27.0,0.036273285543415336,2.07031518273427,-0.515093963350361,1.3210544239165165,40.642570369369686,31.32700634063682,39.23594313500453,8.619621711389794,88.26741929268525
MIH119_1223,4,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0206/PHT69,WIPV17/30849,1.0,70.0,47.0,36.0,51.0,18.0,0.02057441701774617,2.2360679774997894,-0.2534055254881766,1.733883976997965,29.977047866916127,44.165553176937706,41.25986671312232,16.07494673630643,83.72730793705166
MIH119_1224,3,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0209/PHT69,WIPV17/30250,,76.5,60.0,43.5,55.0,24.5,0.03477792013168504,2.1735070136609838,-0.2744933502570784,1.8530458683810078,37.90349241974019,58.30998103624148,39.82786211682212,14.052829431893162,92.13240620654464
MIH119_1225,3,10,1,PHN11_PHW65_0211/PHT69,PHN11_PHW65_0211/PHT69,WIPV17/30851,1.0,57.5,49.5,30.0,56.5,19.5,0.1459882572074736,1.87569040585311,-0.3792284100900465,2.4917780468534465,28.046394622365533,41.846573564084224,48.056835922062845,25.65324493700018,86.11237703132994
MIH119_1226,4,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0212/PHT69,WIPV17/30852,1.0,72.0,67.0,47.0,58.0,25.0,0.007150206559274488,2.29970211998584,-0.01138206051072003,2.423267341440313,42.41851469391189,63.720786591775294,39.555904883624905,20.70413862312148,91.79581674709983
MIH119_1227,5,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0237/PHT69,WIPV17/30860,,81.0,52.0,55.0,56.0,26.0,0.00043805159621223834,2.928137344567172,-2.6344099768781857,1.297436480104682,45.87251448018353,51.35979371094717,32.12028043565858,8.134592182092005,84.94417208843834
MIH119_1230,8,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0216/PHT69,WIPV17/30253,,67.5,53.5,32.5,45.0,18.0,0.07622450259173735,1.9686320340452128,-0.06710827301780165,3.4088333837709053,24.486563781478246,48.46299421371112,37.705562463922675,19.488348101625725,80.49592895298107
MIH119_1231,9,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0224/PHT69,WIPV17/30857,1.0,60.0,44.0,35.0,53.0,16.0,0.010389782555950062,2.4419138824388265,-1.6516577242929815,1.254841521427262,30.399551126605445,38.1051177665153,43.41505834731657,22.0,79.49601061241019
