,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L1.End.Angle,RPlant.L1.End.Length,RPlant.L1.Mid.Angle,RPlant.L1.Mid.Length,RPlant.L1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
113,MIH119_1114,4,6,1,Mo44_PHW65_0195/PHT69,Mo44_PHW65_0195/PHT69,WIPV17/30690,1.0,30,60.0,20.0,67.0,20.0,2.7474774194546194,1.0000000000000002,-0.34383373490083724,1.7698787924631685,22.915349602819813,30.000000000000007,62.959405592655855,51.96152422706631,80.49933252528746,0.0
114,MIH119_1115,5,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0207/PHT69,WIPV17/30693,1.0,30,74.0,25.0,80.0,22.0,1.2463017881441487,1.1541519543467769,-1.668850571460643,1.3948797939663207,33.809460939255956,37.00000000000001,72.50462296293199,64.08587988004845,89.19784578295635,0.0
115,MIH119_1116,6,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0187/PHT69,WIPV17/30685,,60,60.0,45.0,64.0,20.0,0.001278682848934787,2.747477419454622,-0.9050948122739573,1.4842119408941719,45.254833995939045,51.96152422706632,45.25483399593904,29.999999999999996,86.20412653127337,0.0
118,MIH119_1119,9,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0224/PHT69,WIPV17/30700,,70,51.0,45.0,57.0,25.0,0.01454301770344096,2.144506920509559,-0.9470129395041486,1.5679118001895247,40.305086527633215,47.92432366008133,40.30508652763321,17.443027309609104,84.43239494548533,0.0
119,MIH119_1120,10,6,1,Mo44_PHW65_0217/PHT69,Mo44_PHW65_0217/PHT69,WIPV17/30696,1.0,63,59.0,45.0,65.0,33.0,0.1266278899673203,1.539864963814583,-1.1581479220023936,1.4865311483342716,45.96194077712559,52.5693849271137,45.961940777125584,26.785439484633258,86.78339635567148,0.0
120,MIH119_1121,11,6,1,Mo44_PHW65_0218/PHT69,Mo44_PHW65_0218/PHT69,WIPV17/30697,1.0,73,55.0,40.0,64.0,20.0,0.009309707897409909,2.3054072893322783,-0.8361995527804417,1.5064342514944955,41.13840701993852,52.59676157796696,49.02684435961459,16.08044375975052,103.30085430373211,0.0
121,MIH119_1122,12,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0220/PHT69,WIPV17/30698,1.0,76,59.0,45.0,54.0,20.0,0.0017206897953551362,2.747477419454622,-0.03751635334600164,2.190556875300412,38.18376618407357,57.24744785028379,38.18376618407356,14.273391840380397,90.83668432605458,0.0
122,MIH119_1123,13,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0223/PHT69,WIPV17/30699,,69,64.0,53.0,67.0,25.0,0.0004860626834525237,2.845856803791342,-1.5603599821349552,1.3165801660949161,53.50857917316862,59.74914729582091,40.32160655118724,22.935548770899217,90.73532017984667,0.0
124,MIH119_1125,15,6,1,Mo44_PHW65_0260/PHT69,Mo44_PHW65_0260/PHT69,WIPV17/30715,1.0,73,76.0,40.0,52.0,20.0,0.012208246377561379,2.305407289332279,-1.1929195225254662e-07,5.125364903855315,33.42495570370005,72.6791614531907,39.834311042186854,22.22024955892799,102.4504013961394,0.0
125,MIH119_1126,16,6,1,Mo44_PHW65_0271/PHT69,Mo44_PHW65_0271/PHT69,WIPV17/30118,1.0,75,65.0,44.0,61.0,26.0,0.026343670865607734,1.9799554047569479,-0.2548465708657943,1.5467190686890229,42.37416059799884,62.78517870878944,43.87972782065771,16.823237931663847,98.33928846414324,0.0
126,MIH119_1127,17,6,1,Mo44_PHW65_0288/PHT69,Mo44_PHW65_0288/PHT69,WIPV17/30721,1.0,78,63.0,50.0,61.0,25.0,0.0021203240000010337,2.555723826860412,-0.5491276358837431,1.4297694609505296,46.72871103025766,61.62329884622976,39.2100441908789,13.098436521518837,95.67719068351052,0.0
127,MIH119_1128,18,6,1,Mo44_PHW65_0296/PHT69,Mo44_PHW65_0296/PHT69,WIPV17/30122,1.0,80,53.0,44.0,50.0,22.0,0.0074693083690913304,2.390163591016678,-0.2640787627330522,1.614866504394964,34.732918522949866,52.194810909647025,35.966990016932556,9.203353416347307,86.04638247131987,0.0
128,MIH119_1129,19,6,1,Mo44_PHW65_0307/PHT69,Mo44_PHW65_0307/PHT69,WIPV17/30724,1.0,78,66.0,52.0,60.0,32.0,0.013714531340193672,2.0483347891557444,-0.5144828454493843,1.3369567422661244,47.280645216403315,64.55774164843118,36.939688519539494,13.722171593972115,91.80930374423042,0.0
129,MIH119_1130,20,6,1,Mo44_PHW65_0315/PHT69,Mo44_PHW65_0315/PHT69,WIPV17/30725,1.0,66,69.0,45.0,64.0,26.0,0.01824100301718081,2.050303841579296,-0.0384253281214981,2.1206507044354086,45.254833995939045,63.03463657733946,45.25483399593904,28.06482837223021,93.11596389247846,0.0
130,MIH119_1131,21,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0316/PHT69,WIPV17/30726,,75,58.0,45.0,53.0,20.0,0.0017778225600245201,2.747477419454622,-0.0298325352892519,2.2682937206486318,37.47665940288702,56.02369792476596,37.476659402887016,15.011504615946203,88.34591984732938,0.0
132,MIH119_1133,23,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0281/PHT69,WIPV17/30720,,70,60.0,40.0,48.0,20.0,0.013552892457476266,2.3054072893322783,-1.3727455519764011e-05,4.316403919903014,30.85380526495389,56.381557247154504,36.770133269710946,20.521208599540124,84.73094569351846,0.0
134,MIH119_1135,25,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0237/PHT69,WIPV17/30704,,88,59.0,50.0,47.0,25.0,0.003180972494746978,2.5557238268604126,-0.11726456011867513,1.7490020806814612,36.00408882659197,58.96405879412665,30.211017655267344,2.059070305447557,87.77515108254252,0.0
135,MIH119_1136,26,6,1,Mo44_PHW65_0324/PHT69,Mo44_PHW65_0324/PHT69,WIPV17/30131,1.0,65,67.0,36.0,62.0,18.0,0.016161526612019465,2.236067977499789,-0.0003985315233381272,3.4209496861861064,36.442685642133334,60.72262173145555,50.159053651246744,28.315423536626863,101.84383114123409,0.0
136,MIH119_1137,27,6,1,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1.0,60,60.0,45.0,65.0,20.0,0.001244504312385084,2.747477419454622,-1.6433143072581085,1.2689092491271643,45.96194077712559,51.96152422706632,45.961940777125584,29.999999999999996,87.53370228823633,0.0
137,MIH119_1138,28,6,1,Mo44_PHW65_0333/PHT69,Mo44_PHW65_0333/PHT69,WIPV17/30733,1.0,80,61.0,47.0,54.0,25.0,0.007846100153965129,2.2997021199858403,-0.16193630656037702,1.6822449669923636,39.49309988743521,60.07327293374469,36.827911443374916,10.592538837682751,91.5528433309502,0.0
138,MIH119_1139,29,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0336/PHT69,WIPV17/30734,1.0,58,65.0,40.0,68.0,20.0,0.008601339031019716,2.3054072893322783,-0.2331036203794676,1.7770623823916178,43.70955745868468,55.12312625016769,52.09102213209051,34.44475217515832,94.0156206406476,0.0
139,MIH119_1140,30,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0350/PHT69,WIPV17/30738,,88,62.0,45.0,49.0,25.0,0.017291168623234675,2.144506920509559,-0.08348849491539428,1.8031715348277473,34.64823227814083,61.96223127518394,34.648232278140824,2.16376879555506,95.57969026765191,0.0
140,MIH119_1141,30,7,1,Mo44_PHW65_0339/PHT69,Mo44_PHW65_0339/PHT69,WIPV17/30735,1.0,75,69.0,50.0,62.0,27.0,0.004773885295441594,2.3389481207989014,-0.14148243774532404,1.7091728193035012,47.494755473376635,66.64888201394571,39.85283180056543,17.85851411207393,95.73012856412308,0.0
141,MIH119_1142,29,7,1,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1.0,80,60.0,50.0,45.0,30.0,0.019394378896273972,2.0641777724759116,-0.011537225866476554,2.3038850789406378,34.47199994035401,59.088465180732484,28.925442435894265,10.418890660015819,79.52442950543052,0.0
142,MIH119_1143,28,7,1,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1.0,75,60.0,45.0,55.0,25.0,0.015149849353419086,2.144506920509559,-0.13428641399682067,1.7500557740559397,38.890872965260115,57.9555495773441,38.89087296526011,15.529142706151244,89.08143068690106,0.0
143,MIH119_1144,27,7,1,Mo44_PHW65_0397/PHT69,Mo44_PHW65_0397/PHT69,WIPV17/30146,1.0,88,61.0,50.0,52.0,26.0,0.004110654381859981,2.443456969111836,-0.4587877586738218,1.3841955970982978,39.834311042186854,60.96284044816484,33.42495570370004,2.128869298852559,93.5394999007086,0.0
144,MIH119_1145,26,7,1,Mo44_PHW65_0404/PHT69,Mo44_PHW65_0404/PHT69,WIPV17/30747,1.0,86,51.0,52.0,50.0,21.0,0.0001473432784506814,3.334361949472526,-1.0534063667577438,1.3327338410730265,39.40053768033609,50.875766563251034,30.783073766282914,3.5575801609503905,84.61384393317032,0.0
145,MIH119_1146,25,7,1,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1.0,78,64.0,45.0,58.0,20.0,0.0015186963893093267,2.747477419454622,-0.038554581721951156,2.1409195530176843,41.01219330881976,62.601446446963564,41.012193308819754,13.306348212336596,99.87675386596766,0.0
146,MIH119_1147,24,7,1,Mo44_PHW65_0433/PHT69,Mo44_PHW65_0433/PHT69,WIPV17/30749,1.0,82,59.0,50.0,46.0,27.0,0.007119426160908057,2.3389481207989014,-0.026325746620909318,2.130848334004681,35.23804438347299,58.42581605575265,29.568230045580805,8.21121295664386,81.87839156160382,0.0
148,MIH119_1149,22,7,1,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1.0,72,67.0,50.0,48.0,22.0,0.0007440077727631651,2.949693649541568,-1.2496218208703355e-06,4.8300164067060924,36.770133269710946,63.72078659177529,30.853805264953884,20.704138623121477,83.06473335205773,0.0
149,MIH119_1150,21,7,1,Mo44_PHW65_0446/PHT69,Mo44_PHW65_0446/PHT69,WIPV17/30752,1.0,75,62.0,40.0,51.0,20.0,0.012521662780648096,2.3054072893322783,-0.0005326276429915037,3.2348483772142473,32.78216809401351,59.88740122992223,39.068266599067876,16.046780796356288,93.2992588309827,0.0
150,MIH119_1151,20,7,1,Mo44_PHW65_0475/PHT69,Mo44_PHW65_0475/PHT69,WIPV17/30156,1.0,53,64.0,42.0,72.0,18.0,0.0011613947073502544,2.7711587039414796,-2.824560585559565,1.5500089587870738,48.17740365783779,51.11267264302674,53.50642743437238,38.51616148173109,93.55421828855395,0.0
151,MIH119_1152,19,7,1,MoG/PHT69,MoG/PHT69,,1.0,78,58.0,50.0,60.0,24.0,0.0013690568242607185,2.6767223943990577,-1.2166709752034255,1.29644951100119,45.96266658713868,56.73256084256073,38.56725658119235,12.05887806743004,93.24335674755194,0.0
152,MIH119_1153,18,7,1,MoG/PHT69,MoG/PHT69,,1.0,62,59.0,42.0,65.0,20.0,0.0042735395148200735,2.4738397800939342,-0.9935514902842649,1.4090605724828476,43.49348941332578,52.09390797867669,48.30441365603062,27.69882220436756,92.19259388971165,0.0
153,MIH119_1154,17,7,1,OH43/B37,LH74/PHN82,,,52,72.0,46.0,71.0,20.0,0.0006808600990308185,2.845096154300349,-0.022459157281068395,3.116438654566212,51.07312582404423,56.736774259683976,49.32074430258881,44.327626223447396,85.44224681669374,0.0
154,MIH119_1155,16,7,1,OH43/B37,LH74/PHN82,,,52,49.0,40.0,66.0,30.0,0.21791511389792254,1.4533631938113547,0.0,0.0,42.4239822393116,38.61252692672937,50.55893324585255,30.167412290957255,117.32293843528001,1.0
155,MIH119_1156,15,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,68,60.0,47.0,68.0,22.0,0.001455694724329962,2.6542056961970824,-1.2303856840316179,1.671492010823987,49.73205171010359,55.63103127400724,46.3758884842499,22.47639560495472,98.13648131129374,0.0
156,MIH119_1157,14,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,83,62.0,45.0,47.0,20.0,0.0021931498685658223,2.747477419454622,-0.0010298249298632087,3.0284214890331365,33.23401871576774,61.537861401761965,33.23401871576773,7.555899291119143,92.68265370194355,0.0
157,MIH119_1158,13,7,1,PHN11_PHW65_0001/PHT69,PHN11_PHW65_0001/PHT69,WIPV17/30757,1.0,60,40.0,35.0,59.0,15.0,0.0048692245752282644,2.613210108441364,0.0,0.0,33.84100974471173,34.64101615137755,48.32997061305051,19.999999999999996,111.25708986750354,1.0
158,MIH119_1159,12,7,1,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1.0,64,59.0,28.0,54.0,18.0,0.2403096720291597,1.6364333643853435,-5.101360033554278e-05,3.9047062423715873,25.351464390438107,53.028848731650854,47.67917001438205,25.863897660555565,94.56325193862219,0.0
159,MIH119_1160,11,7,1,PHN11_PHW65_0011/PHT69,PHN11_PHW65_0011/PHT69,WIPV17/30760,1.0,68,52.0,33.0,59.0,17.0,0.031151798432081802,2.1241165266735615,-0.23040160398370388,1.7530433766528377,32.13370306588661,48.21356043747295,49.48156350878001,19.479542857627425,97.0311838062554,0.0
160,MIH119_1161,10,7,1,PHN11_PHW65_0016/PHT69,PHN11_PHW65_0016/PHT69,WIPV17/30762,1.0,70,49.0,38.0,56.0,18.0,0.008864465078832009,2.4045499105313777,-1.132896522488245,1.3007973342478827,34.477042618236865,46.04493841850951,44.12860220197643,16.75898702295777,89.70083206661603,0.0
161,MIH119_1162,9,7,1,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1.0,62,59.0,40.0,75.0,16.0,0.0006823315368495494,2.9262881735892257,-3.7667501079686505,1.5229511155615474,48.20907072649045,52.09390797867669,57.45333323392335,27.69882220436756,112.08954896014339,0.0
162,MIH119_1163,8,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1.0,78,56.0,45.0,48.0,27.0,0.033612966353116926,1.9626105055051508,-0.08507374542951394,1.8338476578024712,33.941125496954285,54.77626564109312,33.94112549695428,11.643054685794521,81.74762445627954,0.0
163,MIH119_1164,7,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,,62,66.0,45.0,58.0,25.0,0.014256401381760975,2.144506920509559,-0.00027157515014112986,3.6919283255194126,41.01219330881976,58.27454112868918,41.012193308819754,30.985123143868794,82.8371718306935,0.0
165,MIH119_1166,5,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,,77,64.0,60.0,59.0,28.0,8.030488996892697e-05,3.257513793119275,-0.5056726973080583,1.4026793062056986,51.095498823281886,62.359684146255056,29.499999999999996,14.396867478007358,82.52573854128535,0.0
166,MIH119_1167,4,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0048/PHT69,WIPV17/30772,1.0,60,48.0,40.0,60.0,18.0,0.003681476871109631,2.5824831209241412,-2.016051516174707,2.172542763066841,38.56725658119236,41.569219381653056,45.96266658713868,23.999999999999996,87.07019313758154,0.0
167,MIH119_1168,3,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0042/PHT69,WIPV17/30771,,74,61.0,45.0,64.0,20.0,0.001278682848934787,2.747477419454622,-0.9945498848324785,1.292751882947519,45.254833995939045,58.63696345223745,45.25483399593904,16.81387870483695,100.94038836330789,0.0
169,MIH119_1170,4,8,1,PHN11_PHW65_0056/PHT69,PHN11_PHW65_0056/PHT69,WIPV17/30776,1.0,88,79.0,50.0,56.0,25.0,0.00242205847991411,2.5557238268604126,-0.007944467216321017,2.3260817150216884,42.89848881466277,78.95187533450857,35.996106142446195,2.7570602394975765,111.94105734516855,0.0
170,MIH119_1171,5,8,1,PHN11_PHW65_0058/PHT69,PHN11_PHW65_0058/PHT69,WIPV17/30778,1.0,40,75.0,35.0,77.0,12.0,0.0002402134373998323,3.294217467145188,-0.049701137056191065,3.384233500058793,44.16538559903056,48.20907072649045,63.074707410252365,57.45333323392335,92.9165530798376,0.0
171,MIH119_1172,6,8,1,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1.0,80,63.0,42.0,53.0,32.0,0.23024366047226322,1.4409476821780411,-0.21085723057851052,1.4952534864057314,35.46392213701949,62.04288843976911,39.38667575030189,10.939835193016611,93.43376115359192,0.0
172,MIH119_1173,7,8,1,PHN11_PHW65_0062/PHT69,PHN11_PHW65_0062/PHT69,WIPV17/30781,1.0,72,54.0,40.0,58.0,21.0,0.016311878010061603,2.1859292733685347,-0.8419651764174222,1.3216566888476484,37.28168136181928,51.35705187993829,44.43057770090073,16.68691769624716,92.64108495839093,0.0
173,MIH119_1174,8,8,1,PHN11_PHW65_0064/PHT69,PHN11_PHW65_0064/PHT69,WIPV17/30183,1.0,60,50.0,38.0,54.0,18.0,0.009329027430060923,2.4045499105313777,-0.2998823000929821,1.7631482706647224,33.24571966758555,43.30127018922194,42.55258069476298,24.999999999999996,78.52995438949384,0.0
174,MIH119_1175,9,8,1,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1.0,53,69.0,40.0,73.0,24.0,0.03959070931690323,1.884648628593635,-0.9837082713990921,1.2765948616527583,46.92349550711737,55.10585019326321,55.921244347685395,41.52523659749133,92.6000029577219,0.0
175,MIH119_1176,10,8,1,PHN11_PHW65_0066/PHT69,PHN11_PHW65_0066/PHT69,WIPV17/30785,,75,54.0,40.0,54.0,23.0,0.037279651671189996,1.976794851270834,-0.3748644067649057,1.5008434811192888,34.71053092307312,52.15999461960969,41.36639992842481,13.97622843553612,89.48975654491133,0.0
176,MIH119_1177,11,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0070/PHT69,WIPV17/30787,,65,53.0,44.0,61.0,19.0,0.0011993749831344237,2.8045638442441425,-2.4588557064117236,1.2503792540025018,42.37416059799884,48.034312712942445,43.87972782065771,22.39876787225707,88.54175201214676,0.0
178,MIH119_1179,13,8,1,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1.0,52,86.0,33.0,85.0,20.0,0.07608891004388584,1.7842326983325338,-0.0009517790658033501,3.2170468373664964,46.29431797627731,67.76892481017808,71.28699827536103,52.946886878006616,118.79177720479984,0.0
180,MIH119_1181,15,8,1,PHN11_PHW65_0075/PHT69,PHN11_PHW65_0075/PHT69,WIPV17/30792,1.0,80,85.0,62.0,47.0,20.0,9.614386686642192e-08,5.167253495709752,-2.5529966767748354e-08,5.2027117159796665,41.49853686436957,83.70865900603768,22.06516345093687,14.760095101689078,96.26193137889538,0.0
181,MIH119_1182,16,8,1,PHN11_PHW65_0076/PHT69,PHN11_PHW65_0080/PHT69,WIPV17/30796,,68,61.0,42.0,63.0,18.0,0.001471271370826984,2.7711587039414796,-0.17259441364078246,1.8495268690106028,42.15522820060807,56.558215128574034,46.81812400507583,22.851002198370633,97.37207804016265,0.0
182,MIH119_1183,17,8,1,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1.0,70,59.0,50.0,68.0,20.0,0.00010455675579387678,3.2743160852065145,-4.571946503291608,1.3548931899840246,52.09102213209051,55.4418646263686,43.70955745868467,20.179188456214455,98.54700335956906,0.0
183,MIH119_1184,18,8,1,PHN11_PHW65_0079/PHT69,PHN11_PHW65_0079/PHT69,WIPV17/30795,1.0,87,56.0,57.0,55.0,36.0,0.00890875002656514,2.11944229616139,-1.0777491846885565,1.4118517590218649,46.12688123699832,55.92325394625613,29.955146925826483,2.930813549604854,86.18146685940093,0.0
184,MIH119_1185,19,8,1,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1.0,82,57.0,58.0,59.0,30.0,0.0006094176788958103,2.7718607134059097,-2.113480839213144,1.2925716425000229,50.034837673229134,56.44527991826951,31.265236589759088,7.93286675472373,87.05217881518627,0.0
185,MIH119_1186,20,8,1,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1.0,81,68.0,56.0,63.0,28.0,0.0005712876185823472,2.7882916499714003,-0.7156857919940166,1.3082243754398455,52.229367070967626,67.16280716046937,35.22915291865705,10.637543622735699,96.34372985153752,0.0
186,MIH119_1187,21,8,1,PHN11_PHW65_0086/PHT69,PHN11_PHW65_0086/PHT69,WIPV17/30799,1.0,89,59.0,44.0,51.0,26.0,0.03139621465953132,1.979955404756948,-0.49300886804242045,1.354928803715043,35.42757689340887,58.99101401422708,36.68632981727121,1.0296919797997273,96.46153486680096,0.0
187,MIH119_1188,22,8,1,PHN11_PHW65_0087/PHT69,PHN11_PHW65_0087/PHT69,WIPV17/30800,1.0,65,58.0,45.0,52.0,22.0,0.0049064651892803315,2.475086853416295,-0.0018428478466874568,3.1896059598776905,36.76955262170048,52.565851648125694,36.76955262170047,24.511859180960567,77.50254150266879,0.0
188,MIH119_1189,23,8,1,PHN11_PHW65_0088/PHT69,PHN11_PHW65_0088/PHT69,WIPV17/30801,1.0,81,55.0,30.0,53.0,18.0,0.13578096433996367,1.7769014186686123,-0.01800217439361149,2.2959892530711437,26.500000000000007,54.32285873273258,45.89934640057525,8.603895577212699,104.06270505154984,0.0
189,MIH119_1190,24,8,1,PHN11_PHW65_0092/PHT69,PHN11_PHW65_0089/PHT69,WIPV17/30802,,83,45.0,42.0,53.0,16.0,0.0005356630580338228,3.140082069377057,-0.6319844375540117,1.7944515838177253,35.46392213701949,44.66457682385949,39.38667575030189,5.484120453231636,94.08810728557037,0.0
190,MIH119_1191,25,8,1,PHN11_PHW65_0096/PHT69,PHN11_PHW65_0096/PHT69,WIPV17/30805,1.0,72,50.0,35.0,58.0,19.0,0.038167142332456924,2.0335503490992486,-1.0267238108158272,1.2940683911153743,33.26743330836068,47.552825814757675,47.51081856876152,15.450849718747369,96.04540931683448,0.0
191,MIH119_1192,26,8,1,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1.0,70,59.0,47.0,59.0,22.0,0.0018410411892799598,2.6542056961970824,-0.4463077767317071,1.5167351744882902,43.14986839553106,55.4418646263686,40.23790324368741,20.179188456214455,87.50352068413747,0.0
192,MIH119_1193,27,8,1,PHN11_PHW65_0101/PHT69,PHN11_PHW65_0101/PHT69,WIPV17/30807,1.0,70,59.0,45.0,58.0,24.0,0.00977802389448243,2.2460367739042155,-0.32757836894066117,1.555684004485438,41.01219330881976,55.4418646263686,41.012193308819754,20.179188456214455,87.28244856301524,0.0
194,MIH119_1195,29,8,1,PHN11_PHW65_0105/PHT69,PHN11_PHW65_0105/PHT69,WIPV17/30209,1.0,80,61.0,49.0,63.0,25.0,0.0030121228017808443,2.466973010421013,-0.7026260940832835,1.4947348792177793,47.546703554034636,60.07327293374469,41.33171882640196,10.592538837682751,100.77625725915408,0.0
195,MIH119_1196,30,8,1,PHN11_PHW65_0106/PHT69,PHN11_PHW65_0118/PHT69,WIPV17/30817,,74,66.0,53.0,66.0,23.0,0.00016436787478223746,3.1263216825686033,-0.7829973244953602,1.3963227221030048,52.70994366312133,63.44327193192905,39.71979152803519,18.192065483921944,96.10888912995472,0.0
197,MIH119_1198,29,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0113/PHT69,WIPV17/30814,,89,52.0,58.0,60.0,19.0,3.721450455997921e-07,4.647708947161233,-26.04430327741089,1.645761022151315,50.88288576938556,51.992080148132345,31.795155853992295,0.9075251347387426,98.09395492106782,0.0
200,MIH119_1201,26,9,1,PHN11_PHW65_0117/PHT69,PHN11_PHW65_0117/PHT69,WIPV17/30816,1.0,75,56.0,42.0,58.0,26.0,0.05025258378182009,1.8461018709973962,-0.8946558645230609,1.2707777043566362,38.80957516881378,54.09184627218782,43.10239987768886,14.493866525741161,92.81096241680707,0.0
201,MIH119_1202,25,9,1,PHN11_PHW65_0119/PHT69,PHN11_PHW65_0136/PHT69,WIPV17/30823,,84,61.0,45.0,54.0,26.0,0.021804526462542485,2.050303841579296,-0.349514952594811,1.449187454511255,38.18376618407357,60.66583561746467,38.18376618407356,6.376236259326861,96.15455081586958,0.0
203,MIH119_1204,23,9,1,PHN11_PHW65_0129/PHT69,PHN11_PHW65_0129/PHT69,WIPV17/30820,1.0,76,41.0,35.0,52.0,19.0,0.042727295865538514,2.033550349099248,-1.1780941004098089,1.4458230875800353,29.8259746902544,39.78212477731586,42.595906303027576,9.918797719586378,88.87206114924604,0.0
209,MIH119_1210,17,9,1,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1.0,70,68.0,50.0,65.0,28.0,0.006561658471882501,2.2413625217635014,-0.4183492849007771,1.432205364244025,49.79288880273357,63.899098213441775,41.78119462962505,23.25736974614547,92.17457335222184,0.0
210,MIH119_1211,16,9,1,PHN11_PHW65_0155/PHT69,PHN11_PHW65_0155/PHT69,WIPV17/30835,1.0,83,64.0,50.0,56.0,32.0,0.027723938780036705,1.9072044243372357,-0.5282958491669882,1.3141663598301088,42.89848881466277,63.52295370504461,35.996106142446195,7.7996379779294385,93.34828757579622,0.0
211,MIH119_1212,15,9,1,PHN11_PHW65_0167/PHT69,PHN11_PHW65_0167/PHT69,WIPV17/30237,1.0,66,46.0,30.0,51.0,15.0,0.041155503927132575,2.1547005383792524,-0.028526869151736443,2.422281578314668,25.500000000000007,42.02309105155964,44.167295593006365,18.70988558148681,85.95534603724823,0.0
212,MIH119_1213,14,9,1,PHN11_PHW65_0167/PHT69,PHN11_PHW65_0154/PHT69,WIPV17/30234,,60,60.0,49.0,60.0,22.0,0.0007589704987933712,2.847261721298163,-0.32767929476791413,1.7654622949848529,45.282574813366324,51.96152422706632,39.36354173943044,29.999999999999996,76.89741430099428,0.0
213,MIH119_1214,13,9,1,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1.0,69,67.0,45.0,70.0,22.0,0.0031647749505503684,2.4750868534162946,-0.9820196073296431,1.2675514408798247,49.49747468305833,62.549888575312515,49.49747468305832,24.01065261953512,103.71426556719469,0.0
214,MIH119_1215,12,9,1,PHN11_PHW65_0172/PHT69,PHN11_PHW65_0172/PHT69,WIPV17/30839,1.0,69,61.0,37.0,58.0,20.0,0.0296085479450616,2.070372736996004,-0.011549744187753456,2.4759602651919916,34.90527134281881,56.94840601632931,46.32085958274298,21.860444922263316,96.22218134693051,0.0
215,MIH119_1216,11,9,1,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1.0,80,61.0,54.0,59.0,30.0,0.0034502446616581327,2.3839634168752974,-0.8415393191887749,1.3347609546620762,47.7320026681219,60.07327293374469,34.67932988525592,10.592538837682751,89.5858988250436,0.0
218,MIH119_1219,8,9,1,PHN11_PHW65_0184/PHT69,PHN11_PHW65_0184/PHT69,WIPV17/30844,1.0,80,58.0,40.0,57.0,30.0,0.23289092722244886,1.4533631938113545,-0.5378339211082445,1.3692977025398685,36.638893752132745,57.118849674708066,43.66453325778175,10.071594304681959,97.64246991956966,0.0
219,MIH119_1220,7,9,1,PHN11_PHW65_0190/PHT69,PHN11_PHW65_0190/PHT69,WIPV17/30246,1.0,65,52.0,30.0,51.0,20.0,0.2593981313100142,1.5862568277145448,-0.005906531799691285,2.6777551375069586,25.500000000000007,47.1280049259058,44.167295593006365,21.97614961051637,85.53151439858823,0.0
