,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L2.End.Angle,RPlant.L2.End.Length,RPlant.L2.Mid.Angle,RPlant.L2.Mid.Length,RPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
114,MIH119_1115,5,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0207/PHT69,WIPV17/30693,1.0,65,55.0,40.0,63.0,19.0,0.005840715348160512,2.4369222763188274,-1.2166342259567073,1.3524657268963498,40.49561941025198,49.84692828701575,48.260799916495614,23.244004395738468,94.29368249811138,0.0
115,MIH119_1116,6,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0187/PHT69,WIPV17/30685,,60,46.0,40.0,61.0,22.0,0.022926901821066437,2.076844465833348,0.0,0.0,39.210044190878904,39.83716857408418,46.72871103025766,22.999999999999996,112.21375323628837,1.0
116,MIH119_1117,7,6,1,Mo44_PHW65_0210/PHT69,Mo44_PHW65_0210/PHT69,WIPV17/30694,1.0,82,53.0,50.0,49.0,35.0,0.0658489390813931,1.7020005177911752,-0.559051103162204,1.3919254712846725,37.536177712829925,52.48420764330323,31.496592874640424,7.376174350883468,79.0281900420566,0.0
118,MIH119_1119,9,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0224/PHT69,WIPV17/30700,,70,51.0,45.0,40.0,25.0,0.021812061298364358,2.144506920509559,-0.0001026172739140731,3.884999595938868,28.284271247461902,47.92432366008133,28.2842712474619,17.443027309609104,66.58272306412667,0.0
119,MIH119_1120,10,6,1,Mo44_PHW65_0217/PHT69,Mo44_PHW65_0217/PHT69,WIPV17/30696,1.0,80,39.0,49.0,40.0,29.0,0.022277288975032165,2.0753195427822253,-1.0239072816216843,1.398198308102524,30.18838320891088,38.40750236747611,26.24236115962029,6.772278929010283,63.20197298249697,0.0
120,MIH119_1121,11,6,1,Mo44_PHW65_0218/PHT69,Mo44_PHW65_0218/PHT69,WIPV17/30697,1.0,85,55.0,50.0,49.0,26.0,0.00447880998699684,2.4434569691118364,-0.613580217493086,1.32483221888052,37.536177712829925,54.790708395046,31.496592874640424,4.793565851121199,84.2147978272923,0.0
121,MIH119_1122,12,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0220/PHT69,WIPV17/30698,1.0,63,44.0,45.0,49.0,20.0,0.0020391166730010903,2.747477419454622,-1.90861665963289,1.3449813768205798,34.64823227814083,39.20428706428819,34.648232278140824,19.975581988540057,68.51723244570637,0.0
122,MIH119_1123,13,6,1,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0223/PHT69,WIPV17/30699,,64,41.0,53.0,46.0,26.0,0.001526893171072731,2.720845095716238,0.0,0.0,36.73723346217547,36.850555898265846,27.68349106499422,17.973217018352173,86.31317203327423,1.0
125,MIH119_1126,16,6,1,Mo44_PHW65_0271/PHT69,Mo44_PHW65_0271/PHT69,WIPV17/30118,1.0,74,51.0,47.0,54.0,23.0,0.003410498714176555,2.5263423625470147,-0.9031983358829659,1.431433459101437,39.49309988743521,49.024346492854264,36.827911443374916,14.057505146666957,82.77670322523355,0.0
126,MIH119_1127,17,6,1,Mo44_PHW65_0288/PHT69,Mo44_PHW65_0288/PHT69,WIPV17/30721,1.0,70,59.0,50.0,52.0,27.0,0.006041600607167061,2.3389481207989014,-0.023037013707066723,2.3125537431864784,39.834311042186854,55.4418646263686,33.42495570370004,20.179188456214455,76.75754898918962,0.0
127,MIH119_1128,18,6,1,Mo44_PHW65_0296/PHT69,Mo44_PHW65_0296/PHT69,WIPV17/30122,1.0,78,54.0,45.0,53.0,27.0,0.030554927085528705,1.9626105055051508,-0.7098192026407045,1.3221577392296902,37.47665940288702,52.81997043962551,37.476659402887016,11.227231304159003,85.9591019482329,0.0
128,MIH119_1129,19,6,1,Mo44_PHW65_0307/PHT69,Mo44_PHW65_0307/PHT69,WIPV17/30724,1.0,72,58.0,45.0,57.0,27.0,0.02848811643717048,1.9626105055051508,-0.6656866023428993,1.3026890343356792,40.305086527633215,55.161277945118904,40.30508652763321,17.92298567374695,86.55952404434086,0.0
129,MIH119_1130,20,6,1,Mo44_PHW65_0315/PHT69,Mo44_PHW65_0315/PHT69,WIPV17/30725,1.0,60,48.0,40.0,59.0,20.0,0.010352695352626017,2.305407289332278,-2.5549545838007703,1.6359910324957976,37.924468971505824,41.569219381653056,45.196622144019706,23.999999999999996,84.37571465731813,0.0
130,MIH119_1131,21,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0316/PHT69,WIPV17/30726,,81,52.0,52.0,46.0,31.0,0.013506118589593464,2.130180597065173,-0.44479868843228104,1.4049696485764833,36.248494665909206,51.359793710947166,28.32042786498028,8.134592182092005,73.71179685377575,0.0
131,MIH119_1132,22,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0236/PHT69,WIPV17/30703,,85,36.0,46.0,38.0,30.0,0.06993116937353984,1.7935911162630085,-1.2383865584953577,1.3683618119921932,27.334912412868746,35.86300913130284,26.397018077441896,3.137606738915694,64.21638365068966,0.0
132,MIH119_1133,23,6,1,Mo44_PHW65_0319/PHT69,Mo44_PHW65_0281/PHT69,WIPV17/30720,,62,47.0,30.0,59.0,20.0,0.23815923957338264,1.5862568277145446,-0.9060061925142249,1.395312216977498,29.500000000000007,41.49853686436957,51.09549882328188,22.06516345093687,91.87329277222494,0.0
135,MIH119_1136,26,6,1,Mo44_PHW65_0324/PHT69,Mo44_PHW65_0324/PHT69,WIPV17/30131,1.0,34,67.0,20.0,70.0,14.0,0.6379613431181954,1.45980487596946,-1.0328703118610725e-05,5.300893640567033,23.941410032796817,37.465924532540036,65.77848345501359,55.5455173611878,90.16223630779835,0.0
136,MIH119_1137,27,6,1,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1.0,58,44.0,38.0,56.0,20.0,0.02209594922984501,2.1465646169716637,-5.382113315725662,1.2969801966427563,34.477042618236865,37.31411623088274,44.12860220197643,23.316447626261017,80.09362541391025,0.0
138,MIH119_1139,29,6,1,Mo44_PHW65_0336/PHT69,Mo44_PHW65_0336/PHT69,WIPV17/30734,1.0,64,55.0,45.0,55.0,20.0,0.001666391564348229,2.747477419454622,-0.14619862026787322,1.959756597500536,38.890872965260115,49.43367254645419,38.89087296526011,24.110413073399258,78.53670414324009,0.0
140,MIH119_1141,30,7,1,Mo44_PHW65_0339/PHT69,Mo44_PHW65_0339/PHT69,WIPV17/30735,1.0,74,62.0,45.0,63.0,25.0,0.012969037483203454,2.144506920509559,-0.6619955288295607,1.3738830547310905,44.5477272147525,59.59822514817577,44.54772721475249,17.08951606065395,97.9887010726809,0.0
141,MIH119_1142,29,7,1,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1.0,70,57.0,42.0,49.0,21.0,0.010138592052177924,2.345632729606377,-0.0010322169085919322,3.1988355294253656,32.78739971158405,53.56247938479678,36.414096448392314,19.495148169563116,81.53872395125747,0.0
142,MIH119_1143,28,7,1,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1.0,73,60.0,47.0,59.0,23.0,0.002979321915181375,2.5263423625470147,-0.44957085738770836,1.4769403912699324,43.14986839553106,57.37828535778213,40.23790324368741,17.542302283364204,90.41961684611475,0.0
143,MIH119_1144,27,7,1,Mo44_PHW65_0397/PHT69,Mo44_PHW65_0397/PHT69,WIPV17/30146,1.0,88,33.0,44.0,44.0,22.0,0.00892192478015183,2.390163591016678,-2.505396354975408,2.834684247070673,30.564968300195883,32.97989729163016,31.650951214900648,1.151683391182532,77.85356185017093,0.0
144,MIH119_1145,26,7,1,Mo44_PHW65_0404/PHT69,Mo44_PHW65_0404/PHT69,WIPV17/30747,1.0,82,44.0,50.0,47.0,20.0,0.00024220189765460513,3.274316085206515,-1.5333861738885888,1.360849870460253,36.00408882659197,43.5717950246291,30.211017655267344,6.123616442242879,77.03507727039802,0.0
145,MIH119_1146,25,7,1,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1.0,74,63.0,44.0,59.0,19.0,0.001273741041587875,2.8045638442441425,-0.029572757753973725,2.2670732803363998,40.98484385708085,60.55948684411409,42.441048219980416,17.365153416470946,97.87638044046392,0.0
146,MIH119_1147,24,7,1,Mo44_PHW65_0433/PHT69,Mo44_PHW65_0433/PHT69,WIPV17/30749,1.0,80,56.0,45.0,51.0,19.0,0.00108402323853452,2.904210877675822,-0.053102667463821716,2.1046300792152173,36.062445840513924,55.14923416868365,36.062445840513924,9.724297949348099,89.82698896141527,0.0
147,MIH119_1148,23,7,1,Mo44_PHW65_0435/PHT69,Mo44_PHW65_0435/PHT69,WIPV17/30750,1.0,78,49.0,50.0,48.0,32.0,0.031885215378998695,1.9072044243372355,-1.0040255366357849,1.2537971715839047,36.770133269710946,47.92923243595648,30.853805264953884,10.187672850070207,73.4150136367777,0.0
148,MIH119_1149,22,7,1,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1.0,87,47.0,55.0,47.0,27.0,0.000970061763405134,2.8028982814483143,-1.4033398217175246,1.341067511614975,38.50014608158261,46.93558813346497,26.958092508499163,2.45978994341836,76.41202103155328,0.0
149,MIH119_1150,21,7,1,Mo44_PHW65_0446/PHT69,Mo44_PHW65_0446/PHT69,WIPV17/30752,1.0,73,52.0,40.0,54.0,20.0,0.011621364329817212,2.305407289332278,-0.36490246209422283,1.5770219492984028,34.71053092307312,49.72784731007785,41.36639992842481,15.203328645582308,88.19826984450611,0.0
150,MIH119_1151,20,7,1,Mo44_PHW65_0475/PHT69,Mo44_PHW65_0475/PHT69,WIPV17/30156,1.0,65,54.0,44.0,65.0,18.0,0.0005649174604573593,2.972084444258672,-4.5134584664762505,1.2526783179963377,45.15279407983483,48.9406204999791,46.75708702201232,22.82138613399777,95.36521384955645,0.0
151,MIH119_1152,19,7,1,MoG/PHT69,MoG/PHT69,,1.0,21,56.0,18.0,66.0,18.0,3.0776835371752553,0.9999999999999998,0.0,0.0,20.39512162874653,20.06860517453681,62.76973007548013,52.280503883843295,115.5,1.0
152,MIH119_1153,18,7,1,MoG/PHT69,MoG/PHT69,,1.0,72,45.0,47.0,50.0,23.0,0.0038356059534232216,2.5263423625470147,-1.7352407432546593,1.341592465931805,36.567685080958526,42.79754323328191,34.09991800312493,13.905764746872633,74.79422996665878,0.0
153,MIH119_1154,17,7,1,OH43/B37,LH74/PHN82,,,70,51.0,45.0,67.0,22.0,0.00337601027484314,2.475086853416295,0.0,0.0,47.37615433949869,47.92432366008133,47.37615433949868,17.443027309609104,125.51702577419216,1.0
154,MIH119_1155,16,7,1,OH43/B37,LH74/PHN82,,,88,55.0,60.0,44.0,50.0,0.11083571587481036,1.4533631938113551,-0.4509191946909718,1.3437816674917398,38.105117766515306,54.96649548605027,21.999999999999996,1.9194723186375533,70.95507553139838,0.0
155,MIH119_1156,15,7,1,PHN11/PHT69,PHN11/PHT69,,1.0,70,75.0,46.0,60.0,24.0,0.006561105185811085,2.3258391652661903,-5.08562190264782e-05,3.827927853470114,43.16038802031907,70.47694655894313,41.679502227539835,25.651510749425153,98.36315693264218,0.0
157,MIH119_1158,13,7,1,PHN11_PHW65_0001/PHT69,PHN11_PHW65_0001/PHT69,WIPV17/30757,1.0,66,43.0,30.0,56.0,16.0,0.05914585707465123,2.0134596679273384,-1.4323393334841108,1.2689279056429998,28.000000000000007,39.28245467863184,48.49742261192856,17.489675652259407,91.53034284715498,0.0
158,MIH119_1159,12,7,1,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1.0,83,44.0,45.0,43.0,27.0,0.03736744658561209,1.9626105055051506,-0.6678625207881211,1.4019141068139593,30.405591591021544,43.67203067221817,30.40559159102154,5.362251109826489,73.5193125732963,0.0
160,MIH119_1161,10,7,1,PHN11_PHW65_0016/PHT69,PHN11_PHW65_0016/PHT69,WIPV17/30762,1.0,45,51.0,32.0,58.0,20.0,0.13735693714571734,1.7168144344801208,-1.3260969568696712,1.3702844753582766,30.735317325525884,36.062445840513924,49.18678957707271,36.062445840513924,73.91896503259504,0.0
161,MIH119_1162,9,7,1,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1.0,62,55.0,40.0,60.0,20.0,0.01012802943390182,2.3054072893322783,-0.8730316066574315,1.3633711759314935,38.56725658119236,48.562117607240985,45.96266658713868,25.820935953223994,86.48644725906999,0.0
162,MIH119_1163,8,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1.0,88,51.0,48.0,38.0,28.0,0.02370307577544723,2.0887583493841086,-0.08344791079171555,1.80774212121621,28.23950336814098,50.96893217797388,25.42696304163661,1.7798743318275494,73.8142275680747,0.0
163,MIH119_1164,7,7,1,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0022/PHT69,WIPV17/30765,,77,47.0,46.0,59.0,25.0,0.009949369419199454,2.220701924321311,-1.017529884567194,2.8072264789755015,42.44104821998042,45.795393044906056,40.98484385708084,10.572699554161654,93.4418600912548,0.0
164,MIH119_1165,6,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0023/PHT69,WIPV17/30766,1.0,71,43.0,44.0,51.0,23.0,0.01095774515550983,2.2750201847786875,-2.379911189854195,1.362899885299381,35.42757689340887,40.65729875077062,36.68632981727121,13.999430641657739,77.46071203614954,0.0
165,MIH119_1166,5,7,1,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,,60,67.0,40.0,67.0,20.0,0.008769305505000024,2.305407289332278,-0.034876947987923484,2.3054072893322775,43.066769848998135,58.02370205355739,51.32497768897153,33.49999999999999,96.00407923380087,0.0
166,MIH119_1167,4,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0048/PHT69,WIPV17/30772,1.0,75,45.0,42.0,46.0,22.0,0.01648572421411343,2.2285782128044467,-0.6541604746993777,1.3932399951361876,30.780007892507477,43.466662183008076,34.18466197196013,11.646857029613432,74.86227438860391,0.0
167,MIH119_1168,3,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0042/PHT69,WIPV17/30771,,70,61.0,47.0,56.0,25.0,0.007483866037880439,2.29970211998584,-0.060283082874645726,2.025301756252716,40.95580729067355,57.321249867940416,38.19190816349992,20.863228742865793,84.35208455852957,0.0
168,MIH119_1169,3,8,1,PHN11_PHW65_0049/PHT69,PHN11_PHW65_0049/PHT69,WIPV17/30773,1.0,82,52.0,45.0,55.0,22.0,0.0045168593892328706,2.475086853416295,-0.7722181896156656,1.465444472530891,38.890872965260115,51.49393957456166,38.89087296526011,7.237001249923403,93.29792762917043,0.0
170,MIH119_1171,5,8,1,PHN11_PHW65_0058/PHT69,PHN11_PHW65_0058/PHT69,WIPV17/30778,1.0,60,64.0,40.0,68.0,21.0,0.01350762143631673,2.185929273368535,-0.47792015201178917,1.5191562393612956,43.70955745868468,55.42562584220408,52.09102213209051,31.999999999999996,95.54258717167811,0.0
171,MIH119_1172,6,8,1,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1.0,77,44.0,39.0,53.0,22.0,0.03647163127441571,2.0042858146673868,-1.176447432079074,1.4560641477401697,33.353980725641385,42.87228285055035,41.18873595721945,9.89784639113006,88.4340001655917,0.0
172,MIH119_1173,7,8,1,PHN11_PHW65_0062/PHT69,PHN11_PHW65_0062/PHT69,WIPV17/30781,1.0,80,48.0,42.0,49.0,26.0,0.057958889450270515,1.8461018709973958,-0.5845132587339011,1.4485579419062145,32.78739971158405,47.27077214458598,36.414096448392314,8.335112528012656,82.84750908929453,0.0
173,MIH119_1174,8,8,1,PHN11_PHW65_0064/PHT69,PHN11_PHW65_0064/PHT69,WIPV17/30183,1.0,82,37.0,40.0,44.0,30.0,0.26189104475674657,1.4533631938113547,-1.5352175761810885,1.3768411614209906,28.282654826207732,36.63991854343811,33.70595549723503,5.149404735522421,74.58946715589083,0.0
174,MIH119_1175,9,8,1,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1.0,67,41.0,22.0,51.0,19.0,1.484119265530981,1.1733773599367712,-0.19774479666528078,1.7310014674386387,19.10493626421152,37.740698991550055,47.28637658290615,16.019976268060223,88.52801484166847,0.0
175,MIH119_1176,10,8,1,PHN11_PHW65_0066/PHT69,PHN11_PHW65_0066/PHT69,WIPV17/30785,,70,54.0,40.0,47.0,34.0,0.5188023145800187,1.2440163618768716,-0.09236976243211763,1.7359856871949153,30.21101765526735,50.74340152243906,36.00408882659197,18.46908773958611,75.05578027479196,0.0
176,MIH119_1177,11,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0070/PHT69,WIPV17/30787,,85,43.0,40.0,53.0,20.0,0.011908423459221561,2.3054072893322783,-1.6817195526917454,1.4218583137114946,34.067743313386586,42.83637201794506,40.60035548530583,3.7476969381493013,94.41088737511832,0.0
177,MIH119_1178,12,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0069/PHT69,WIPV17/30786,1.0,67,50.0,43.0,49.0,23.0,0.016082077099774557,2.196867871843751,-0.16093760362504303,1.8221718930547537,33.417919643062426,46.02524267262202,35.836331379339356,19.536556424463686,73.16286402521439,0.0
178,MIH119_1179,13,8,1,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1.0,55,51.0,35.0,69.0,24.0,0.1737529058349464,1.5726918801839491,-0.47548814675646384,5.135615182417013,39.57677410822218,41.776754258738585,56.52149105594044,29.252398253903348,98.56678266953229,0.0
179,MIH119_1180,14,8,1,PHN11_PHW65_0074/PHT69,PHN11_PHW65_0074/PHT69,WIPV17/30791,1.0,45,53.0,33.0,60.0,28.0,0.7116869422513918,1.221358047323423,-1.5752123682783008,1.33807307236412,32.67834210090163,37.47665940288702,50.320234076725434,37.476659402887016,74.04331392886026,0.0
180,MIH119_1181,15,8,1,PHN11_PHW65_0075/PHT69,PHN11_PHW65_0075/PHT69,WIPV17/30792,1.0,88,68.0,55.0,45.0,33.0,0.009261001965100914,2.1991550787238148,-0.020903110878120936,2.043059713683325,36.86184199300463,67.95857623729852,25.810939635797073,2.3731657757700657,87.67155557273736,0.0
181,MIH119_1182,16,8,1,PHN11_PHW65_0076/PHT69,PHN11_PHW65_0080/PHT69,WIPV17/30796,,60,45.0,27.0,60.0,20.0,0.523461275044918,1.3999096671234097,-1.326912946745042,1.2792344705348146,27.23942998437281,38.97114317029974,53.460391451302065,22.499999999999996,93.84510554882505,0.0
182,MIH119_1183,17,8,1,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1.0,80,46.0,40.0,51.0,26.0,0.09645109234352926,1.720409197270548,-0.9781002340830995,1.3685732833260031,32.78216809401351,45.30115663856157,39.068266599067876,7.987816172678795,86.31305459285835,0.0
184,MIH119_1185,19,8,1,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1.0,70,51.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.8477612330938965,1.2963543912888678,36.76955262170048,47.92432366008133,36.76955262170047,17.443027309609104,76.06820810701979,0.0
185,MIH119_1186,20,8,1,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1.0,85,49.0,50.0,52.0,31.0,0.022392511454409195,1.983411052172061,-1.6700884716678133,1.3028877646674326,39.834311042186854,48.81354020649553,33.42495570370004,4.2706313946352505,84.77991043038557,0.0
186,MIH119_1187,21,8,1,PHN11_PHW65_0086/PHT69,PHN11_PHW65_0086/PHT69,WIPV17/30799,1.0,75,69.0,62.0,71.0,23.0,3.630934589454964e-07,4.430713892853501,-1.9293631083775558,1.5129008900021255,62.68927909298382,66.64888201394571,33.332480957798246,17.85851411207393,94.12483090724814,0.0
187,MIH119_1188,22,8,1,PHN11_PHW65_0087/PHT69,PHN11_PHW65_0087/PHT69,WIPV17/30800,1.0,72,45.0,40.0,53.0,28.0,0.15499329053690772,1.5781168834174566,-1.0922801028900913,1.4751146822133832,34.067743313386586,42.79754323328191,40.60035548530583,13.905764746872633,82.52402436242357,0.0
188,MIH119_1189,23,8,1,PHN11_PHW65_0088/PHT69,PHN11_PHW65_0088/PHT69,WIPV17/30801,1.0,85,48.0,40.0,44.0,23.0,0.045535387641635824,1.976794851270834,-0.2870720339797878,1.5588408392643687,28.282654826207732,47.81734550840379,33.70595549723503,4.183475651887592,82.12931868881401,0.0
189,MIH119_1190,24,8,1,PHN11_PHW65_0092/PHT69,PHN11_PHW65_0089/PHT69,WIPV17/30802,,75,56.0,48.0,48.0,37.0,0.16553893224159247,1.4738325866309012,-0.3098178491679771,1.3870173893093383,35.67095162291493,54.09184627218782,32.118269105225195,14.493866525741161,74.57121500373195,0.0
190,MIH119_1191,25,8,1,PHN11_PHW65_0096/PHT69,PHN11_PHW65_0096/PHT69,WIPV17/30805,1.0,45,49.0,35.0,62.0,29.0,0.5578819869318083,1.2632078375313567,0.0,0.0,35.56173905376486,34.64823227814083,50.78742674591749,34.648232278140824,109.1639255055533,1.0
191,MIH119_1192,26,8,1,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1.0,60,53.0,42.0,56.0,12.0,8.973582804896144e-06,4.2360679774997925,-0.056387862802101035,2.6230805813940474,37.47131395609606,45.899346400575254,41.61611022673407,26.499999999999996,82.45173370470603,0.0
192,MIH119_1193,27,8,1,PHN11_PHW65_0101/PHT69,PHN11_PHW65_0101/PHT69,WIPV17/30807,1.0,59,57.0,30.0,52.0,19.0,0.1909773027124592,1.676746932009576,-2.7535006333145142e-05,4.234841222316194,26.000000000000007,48.858536140020405,45.033320996790806,29.357170269873087,84.27731745700743,0.0
193,MIH119_1194,28,8,1,PHN11_PHW65_0103/PHT69,PHN11_PHW65_0103/PHT69,WIPV17/30808,1.0,86,54.0,40.0,52.0,20.0,0.012208246377561379,2.305407289332279,-0.3282315549673482,1.5573056883341063,33.42495570370005,53.86845871403051,39.834311042186854,3.7668495821827666,97.53927876740735,0.0
194,MIH119_1195,29,8,1,PHN11_PHW65_0105/PHT69,PHN11_PHW65_0105/PHT69,WIPV17/30209,1.0,82,39.0,45.0,46.0,14.0,2.7987757929118296e-05,4.0107809335358455,-0.7236733835728077,2.00468042083501,32.526911934581186,38.62045468092124,32.526911934581186,5.427750937442552,80.32613592486791,0.0
195,MIH119_1196,30,8,1,PHN11_PHW65_0106/PHT69,PHN11_PHW65_0118/PHT69,WIPV17/30817,,82,51.0,45.0,55.0,24.0,0.010446993182219531,2.2460367739042155,-0.8989446372081179,1.4541699025079569,38.890872965260115,50.50367150582009,38.89087296526011,7.0978281489633375,92.38930982100459,0.0
197,MIH119_1198,29,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0113/PHT69,WIPV17/30814,,82,33.0,31.0,43.0,16.0,0.05591249041336728,2.0954500015319044,-0.9504098847918149,1.4971130147918672,22.146637221132337,32.67884626847182,36.85819393019082,4.59271233168216,79.32983987684725,0.0
201,MIH119_1202,25,9,1,PHN11_PHW65_0119/PHT69,PHN11_PHW65_0136/PHT69,WIPV17/30823,,58,51.0,45.0,61.0,25.0,0.013456840506909512,2.144506920509559,0.0,0.0,43.1335136523794,43.250452903977724,43.13351365237939,27.02588247589345,112.46909450759387,1.0
203,MIH119_1204,23,9,1,PHN11_PHW65_0129/PHT69,PHN11_PHW65_0129/PHT69,WIPV17/30820,1.0,70,62.0,40.0,56.0,22.0,0.02513861354464259,2.0768444658333474,-0.008183940511971707,2.5403030582728885,35.9961061424462,58.26094248872632,42.89848881466277,21.20524888619146,92.2256493031066,0.0
205,MIH119_1206,21,9,1,PHN11_PHW65_0139/PHT69,PHN11_PHW65_0139/PHT69,WIPV17/30826,1.0,80,65.0,55.0,58.0,27.0,0.0006639577459913079,2.802898281448314,-0.3532595952126042,1.473427500364249,47.51081856876152,64.01250394579353,33.26743330836067,11.287131548350471,90.10490410171921,0.0
206,MIH119_1207,20,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0140/PHT69,WIPV17/30827,1.0,65,56.0,50.0,60.0,22.0,0.00048154029643211266,2.949693649541568,-1.3369975569971304,1.5389387362135671,45.96266658713868,50.753236074052396,38.56725658119235,23.66662265747917,81.00252824657403,0.0
208,MIH119_1209,18,9,1,PHN11_PHW65_0144/PHT69,PHN11_PHW65_0144/PHT69,WIPV17/30230,1.0,82,39.0,41.0,45.0,20.0,0.010465331760067576,2.3883456831814533,-1.352179416310407,1.3810417519589302,29.522656304572834,38.62045468092124,33.961931110024736,5.427750937442552,78.16143528180973,0.0
209,MIH119_1210,17,9,1,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1.0,35,78.0,35.0,78.0,22.0,0.08804354479414188,1.7330744724858405,0.0,0.0,44.7389620353816,44.7389620353816,63.893859454541364,63.893859454541364,140.69288203292245,1.0
212,MIH119_1213,14,9,1,PHN11_PHW65_0167/PHT69,PHN11_PHW65_0154/PHT69,WIPV17/30234,,56,67.0,38.0,66.0,20.0,0.018301997993956293,2.1465646169716632,-0.007187346448375692,2.817204409252311,40.63365737149345,55.5455173611878,52.00870973804365,37.465924532540036,92.24023384019836,0.0
213,MIH119_1214,13,9,1,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1.0,22,30.0,20.0,57.0,20.0,2.7474774194546194,1.0000000000000002,0.0,0.0,19.495148169563123,11.238197802477366,53.562479384796774,27.81551563700362,99.75,1.0
214,MIH119_1215,12,9,1,PHN11_PHW65_0172/PHT69,PHN11_PHW65_0172/PHT69,WIPV17/30839,1.0,70,43.0,44.0,50.0,24.0,0.016371129095775587,2.1689725003631946,-1.8744357898854431,1.3990246624254423,34.732918522949866,40.406782693794064,35.966990016932556,14.706866163003754,74.87253961411531,0.0
215,MIH119_1216,11,9,1,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1.0,58,54.0,30.0,55.0,15.0,0.03771919286349934,2.1547005383792524,-0.0005581155276370062,3.5905152996676377,27.500000000000007,45.794597192447,47.63139720814412,28.615640268593065,87.29538307392787,0.0
216,MIH119_1217,10,9,1,PHN11_PHW65_0178/PHT69,PHN11_PHW65_0178/PHT69,WIPV17/30841,1.0,80,52.0,50.0,38.0,25.0,0.004427671680920698,2.5557238268604126,-0.0011192971728349328,3.0783052531539288,29.109688838521166,51.21000315663482,24.42592916808849,9.029705238680377,69.78062298602055,0.0
218,MIH119_1219,8,9,1,PHN11_PHW65_0184/PHT69,PHN11_PHW65_0184/PHT69,WIPV17/30844,1.0,80,59.0,50.0,61.0,45.0,0.40148085292249713,1.1917535925942098,-0.9806101749899547,1.392466553619737,46.72871103025766,58.10365742772027,39.2100441908789,10.245242482348889,92.56608736521096,0.0
221,MIH119_1222,5,9,1,PHN11_PHW65_0205/PHT69,PHN11_PHW65_0205/PHT69,WIPV17/30848,1.0,75,60.0,45.0,56.0,30.0,0.06767405013233516,1.732050807568877,-0.515093963350361,1.3210544239165163,39.59797974644666,57.9555495773441,39.597979746446654,15.529142706151244,88.26741929268523,0.0
223,MIH119_1224,3,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0209/PHT69,WIPV17/30250,,75,62.0,45.0,58.0,30.0,0.06595773582857792,1.732050807568877,-0.5327546621098415,1.309524491392032,41.01219330881976,59.88740122992223,41.012193308819754,16.046780796356288,91.3479942138267,0.0
